GEO_ID,NAME,DP03_0001E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0045E
id,Geographic Area Name,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,"Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!INDUSTRY!!Construction,Estimate!!INDUSTRY!!Manufacturing,Estimate!!INDUSTRY!!Wholesale trade,Estimate!!INDUSTRY!!Retail trade,"Estimate!!INDUSTRY!!Transportation and warehousing, and utilities",Estimate!!INDUSTRY!!Information,"Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing","Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services","Estimate!!INDUSTRY!!Educational services, and health care and social assistance","Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",Estimate!!INDUSTRY!!Public administration
0500000US20017,"Chase County, Kansas",2232,86,71,194,38,88,108,36,33,39,229,128,108
0500000US20019,"Chautauqua County, Kansas",2976,220,117,171,44,110,70,27,81,67,397,48,72
0500000US20021,"Cherokee County, Kansas",16830,287,669,1780,221,922,423,182,222,514,2519,983,428
0500000US20023,"Cheyenne County, Kansas",2249,284,123,21,43,208,73,18,53,35,254,88,51
0500000US20025,"Clark County, Kansas",1650,186,35,53,14,90,34,30,33,42,308,42,74
0500000US20027,"Clay County, Kansas",6721,417,409,372,121,486,206,136,186,162,850,233,234
0500000US20029,"Cloud County, Kansas",7775,358,308,432,151,526,165,122,158,144,1250,389,197
0500000US20031,"Coffey County, Kansas",6765,286,291,243,84,346,816,68,211,187,1079,161,240
0500000US20033,"Comanche County, Kansas",1453,184,85,43,12,91,67,24,54,14,264,54,41
0500000US20035,"Cowley County, Kansas",28487,491,1206,3150,283,1637,725,189,734,734,4015,1319,768
0500000US20037,"Crawford County, Kansas",31459,358,1371,2449,332,2022,703,371,533,823,5699,1616,702
0500000US20039,"Decatur County, Kansas",2472,284,56,38,44,136,64,60,52,84,314,113,78
0500000US20041,"Dickinson County, Kansas",15442,686,500,1147,289,1307,582,165,358,402,2176,678,651
0500000US20043,"Doniphan County, Kansas",6418,273,325,650,137,362,195,66,144,174,1211,174,140
0500000US20045,"Douglas County, Kansas",92080,541,2813,4383,1112,7175,1754,2000,3373,5203,20187,6885,2332
0500000US20047,"Edwards County, Kansas",2376,300,84,197,72,116,56,10,68,14,323,53,118
0500000US20049,"Elk County, Kansas",2364,192,110,70,18,55,66,10,17,68,378,88,56
0500000US20051,"Ellis County, Kansas",23093,1199,988,1094,486,2470,466,253,829,801,4965,1514,802
0500000US20053,"Ellsworth County, Kansas",5487,338,295,356,34,232,125,23,119,192,767,105,243
0500000US20055,"Finney County, Kansas",26049,1344,990,3303,585,2608,1082,239,728,749,3800,1422,994
0500000US20057,"Ford County, Kansas",24487,1094,1016,4389,588,1650,865,227,564,640,3057,1090,451
0500000US20059,"Franklin County, Kansas",19895,429,992,1700,380,1648,747,266,487,721,3307,1012,574
0500000US20061,"Geary County, Kansas",24675,180,859,1150,205,1641,515,169,628,1097,2924,1226,2148
0500000US20063,"Gove County, Kansas",2242,292,114,64,49,158,66,15,70,49,314,51,51
0500000US20065,"Graham County, Kansas",2166,260,122,24,50,118,85,19,53,51,365,88,67
0500000US20067,"Grant County, Kansas",5545,694,346,392,110,228,361,91,75,116,910,132,169
0500000US20069,"Gray County, Kansas",4400,652,193,168,113,271,281,35,94,153,637,106,100
0500000US20071,"Greeley County, Kansas",1020,159,21,26,28,31,30,12,32,38,178,37,43
0500000US20073,"Greenwood County, Kansas",5241,356,287,340,51,384,171,70,112,63,867,171,158
0500000US20075,"Hamilton County, Kansas",2001,437,84,22,56,178,68,2,69,63,223,50,78
0500000US20077,"Harper County, Kansas",4727,316,148,379,66,279,123,26,205,106,758,141,122
0500000US20079,"Harvey County, Kansas",26927,401,1051,3279,275,1504,789,246,563,890,4931,1291,528
0500000US20081,"Haskell County, Kansas",3114,569,105,52,57,213,211,28,64,42,500,180,51
0500000US20083,"Hodgeman County, Kansas",1543,220,38,107,44,89,47,26,50,18,198,18,34
0500000US20085,"Jackson County, Kansas",10262,161,580,765,80,533,371,89,329,415,1780,782,562
0500000US20087,"Jefferson County, Kansas",14916,356,900,1121,120,836,595,126,476,655,2544,433,776
0500000US20089,"Jewell County, Kansas",2571,230,157,67,60,148,90,23,71,44,363,104,101
0500000US20091,"Johnson County, Kansas",418885,1395,13992,24444,11971,33271,11845,13220,29366,44634,65933,21520,8652
0500000US20093,"Kearny County, Kansas",2885,420,146,152,16,101,194,24,59,118,434,134,69
0500000US20095,"Kingman County, Kansas",6141,524,291,569,113,202,229,37,132,203,838,145,141
0500000US20097,"Kiowa County, Kansas",2058,204,68,25,58,77,97,29,56,79,345,89,49
0500000US20099,"Labette County, Kansas",16859,334,666,1758,251,968,508,164,339,419,3322,462,316
0500000US20101,"Lane County, Kansas",1316,261,70,18,26,61,71,18,38,10,163,8,60
0500000US20103,"Leavenworth County, Kansas",59531,248,2505,2457,715,3880,1728,586,1957,2903,7901,2080,3683
0500000US20105,"Lincoln County, Kansas",2560,277,100,133,63,179,67,34,36,108,455,74,62
0500000US20107,"Linn County, Kansas",7601,268,584,431,110,323,391,108,213,354,1013,87,142
0500000US20109,"Logan County, Kansas",2210,234,120,111,50,212,44,27,28,27,329,146,40
0500000US20111,"Lyon County, Kansas",26984,489,907,3150,512,1880,758,276,378,800,4995,1829,756
0500000US20113,"McPherson County, Kansas",23176,794,791,3239,203,1616,734,252,994,644,3718,1022,434
0500000US20115,"Marion County, Kansas",10054,744,326,981,95,711,271,66,162,229,1862,218,229
0500000US20117,"Marshall County, Kansas",8106,503,286,885,148,590,418,111,127,266,1155,279,122
0500000US20119,"Meade County, Kansas",3490,472,131,64,56,189,179,19,41,35,745,147,89
0500000US20121,"Miami County, Kansas",24904,330,1585,1633,607,2175,972,302,1136,1311,3689,903,552
0500000US20123,"Mitchell County, Kansas",5185,348,190,443,129,491,76,147,108,77,944,143,195
0500000US20125,"Montgomery County, Kansas",27759,361,626,3340,289,1776,979,209,394,849,4530,898,412
0500000US20127,"Morris County, Kansas",4798,303,260,363,84,271,254,66,106,168,651,239,141
0500000US20129,"Morton County, Kansas",2454,322,85,28,56,132,89,55,35,41,487,52,94
0500000US20131,"Nemaha County, Kansas",7893,634,340,915,139,553,230,37,206,175,1336,321,102
0500000US20133,"Neosho County, Kansas",12933,454,518,1343,223,973,281,56,281,353,1932,444,376
0500000US20135,"Ness County, Kansas",2543,473,110,56,57,121,55,26,71,46,345,71,82
0500000US20137,"Norton County, Kansas",4695,316,150,161,73,206,101,129,133,62,662,184,398
0500000US20139,"Osage County, Kansas",12764,311,758,706,206,1025,544,156,682,422,1866,392,493
0500000US20141,"Osborne County, Kansas",3169,350,124,223,103,183,82,36,90,84,458,69,115
0500000US20143,"Ottawa County, Kansas",4740,222,245,543,125,351,163,39,112,153,698,68,125
0500000US20145,"Pawnee County, Kansas",5783,402,152,74,139,384,106,40,69,199,1243,113,189
0500000US20147,"Phillips County, Kansas",4390,388,152,309,36,239,259,28,184,145,606,127,176
0500000US20149,"Pottawatomie County, Kansas",15987,343,1233,1045,226,1389,410,191,511,597,3073,530,551
0500000US20151,"Pratt County, Kansas",7749,606,303,258,153,664,290,82,193,172,1165,432,216
0500000US20153,"Rawlins County, Kansas",2160,309,90,91,40,143,38,30,82,52,202,57,93
0500000US20155,"Reno County, Kansas",50803,1042,2166,3577,807,4076,1491,536,1363,2103,7483,2341,1647
0500000US20157,"Republic County, Kansas",4129,391,193,269,95,329,172,68,57,118,509,68,95
0500000US20159,"Rice County, Kansas",7961,557,485,486,152,368,359,61,140,301,1329,292,235
0500000US20161,"Riley County, Kansas",59799,448,2297,1741,392,4076,633,554,1742,1971,12605,3800,2040
0500000US20163,"Rooks County, Kansas",4162,463,137,222,72,144,167,26,92,195,597,172,137
0500000US20165,"Rush County, Kansas",2705,202,140,160,65,84,102,100,50,101,418,79,78
0500000US20167,"Russell County, Kansas",5736,587,305,240,72,569,106,39,101,163,879,148,134
0500000US20169,"Saline County, Kansas",42932,565,1446,5286,797,3739,1264,501,1307,2046,6421,2714,1069
0500000US20171,"Scott County, Kansas",3839,598,146,86,115,124,131,64,140,164,605,118,103
0500000US20173,"Sedgwick County, Kansas",377300,2286,15076,48809,6392,25263,10213,4068,12728,19536,52079,20846,9054
0500000US20175,"Seward County, Kansas",16361,1169,680,2425,211,1030,463,264,308,442,1973,494,421
0500000US20177,"Shawnee County, Kansas",138588,543,4787,6926,1881,9920,4532,1912,6730,7288,21109,6880,9050
0500000US20179,"Sheridan County, Kansas",2004,361,93,56,21,169,52,2,58,47,262,39,52
0500000US20181,"Sherman County, Kansas",4857,465,248,25,104,522,164,91,149,140,640,160,91
0500000US20183,"Smith County, Kansas",3182,385,114,64,40,248,101,23,80,85,471,100,116
0500000US20185,"Stafford County, Kansas",3505,523,115,103,95,162,109,10,80,81,577,105,177
0500000US20187,"Stanton County, Kansas",1632,236,106,20,14,173,106,42,43,22,138,68,32
0500000US20189,"Stevens County, Kansas",4033,638,205,159,78,201,197,88,105,101,599,82,67
0500000US20191,"Sumner County, Kansas",18533,588,653,2225,237,1158,802,143,489,508,2736,810,501
0500000US20193,"Thomas County, Kansas",6253,708,212,92,127,593,194,88,259,142,989,542,193
0500000US20195,"Trego County, Kansas",2344,215,45,83,55,167,116,54,53,35,323,120,96
0500000US20197,"Wabaunsee County, Kansas",5457,281,328,488,89,267,271,47,178,162,790,151,246
0500000US20199,"Wallace County, Kansas",1182,230,53,12,33,65,50,0,28,27,171,33,50
0500000US20201,"Washington County, Kansas",4686,575,203,345,82,357,132,37,155,65,763,87,99
0500000US20203,"Wichita County, Kansas",1631,384,41,56,24,102,79,33,36,9,300,30,23
0500000US20205,"Wilson County, Kansas",7354,424,346,849,43,426,224,35,82,154,943,164,175
0500000US20207,"Woodson County, Kansas",2709,141,118,160,52,127,180,5,48,43,336,70,84
0500000US20209,"Wyandotte County, Kansas",117604,539,6292,8339,1972,7275,5267,1051,3915,6695,13663,6503,3904
0500000US21001,"Adair County, Kentucky",14923,228,443,1209,168,1233,409,70,220,296,1776,315,383
0500000US21003,"Allen County, Kentucky",15844,531,542,1463,364,1331,261,108,287,436,1475,440,197
0500000US21005,"Anderson County, Kentucky",16786,134,672,1944,145,1116,418,195,562,640,2136,703,1283
0500000US21007,"Ballard County, Kentucky",6667,176,353,529,175,456,191,71,123,304,620,203,139
0500000US21009,"Barren County, Kentucky",33117,552,1313,4174,391,1830,989,315,605,906,4050,1781,586
0500000US21011,"Bath County, Kentucky",9055,265,405,788,54,422,306,31,154,187,837,151,202
0500000US21013,"Bell County, Kentucky",23101,563,444,896,203,1216,509,171,232,458,2627,639,400
0500000US21015,"Boone County, Kentucky",89053,296,3123,8809,1877,6697,5936,1018,4536,5394,11517,5299,2647
0500000US21017,"Bourbon County, Kentucky",15862,1094,589,1415,253,924,328,178,221,618,1491,661,256
0500000US21019,"Boyd County, Kentucky",40116,208,1217,1821,489,2300,1396,481,660,1498,4980,1649,609
0500000US21021,"Boyle County, Kentucky",22985,303,714,1674,453,1326,620,356,486,897,3301,931,493
0500000US21023,"Bracken County, Kentucky",6568,214,344,563,77,258,260,43,108,367,818,222,87
0500000US21025,"Breathitt County, Kentucky",11254,264,244,219,145,569,152,23,170,312,1411,223,322
0500000US21027,"Breckinridge County, Kentucky",15677,397,665,1299,213,990,364,66,237,262,1612,446,256
0500000US21029,"Bullitt County, Kentucky",58287,212,2944,5475,1366,3959,4051,696,2321,2731,7041,1950,1369
0500000US21031,"Butler County, Kentucky",10165,178,646,1405,98,413,319,30,165,284,877,119,239
0500000US21033,"Caldwell County, Kentucky",10471,280,359,806,50,752,254,30,119,264,1191,412,336
0500000US21035,"Calloway County, Kentucky",31150,494,1126,2228,381,2030,698,89,755,926,5740,1454,579
0500000US21037,"Campbell County, Kentucky",72133,239,2861,5086,1353,5607,2477,936,3663,4515,10379,4059,2029
0500000US21039,"Carlisle County, Kentucky",4094,121,266,399,26,216,230,8,151,115,382,73,123
0500000US21041,"Carroll County, Kentucky",8428,165,485,998,105,267,365,5,197,194,729,533,216
0500000US21043,"Carter County, Kentucky",21989,140,1010,1563,174,1447,722,544,302,583,2284,869,231
0500000US21045,"Casey County, Kentucky",12512,560,305,1153,184,693,411,104,222,234,1403,427,247
0500000US21047,"Christian County, Kentucky",54617,784,1366,3841,487,3153,924,276,1228,1502,5396,1730,1901
0500000US21049,"Clark County, Kentucky",28170,424,984,2429,541,2221,974,162,822,1571,3201,898,795
0500000US21051,"Clay County, Kentucky",17613,411,319,571,100,522,240,137,165,251,1407,199,466
0500000US21053,"Clinton County, Kentucky",8143,339,271,918,52,382,213,14,82,99,654,218,211
0500000US21055,"Crittenden County, Kentucky",7393,426,376,458,73,349,228,81,135,91,761,234,198
0500000US21057,"Cumberland County, Kentucky",5545,214,280,646,11,184,125,82,65,66,641,218,94
0500000US21059,"Daviess County, Kentucky",75590,1075,2998,7082,934,5138,2480,594,2316,2641,10465,3750,1426
0500000US21061,"Edmonson County, Kentucky",9830,99,471,856,153,539,235,47,306,255,1137,334,97
0500000US21063,"Elliott County, Kentucky",6365,32,228,176,41,206,87,76,15,86,480,251,147
0500000US21065,"Estill County, Kentucky",11582,87,384,1136,119,507,229,51,162,256,983,255,343
0500000US21067,"Fayette County, Kentucky",240475,3545,7067,13406,4157,17091,4950,3856,8689,16100,45421,16549,5711
0500000US21069,"Fleming County, Kentucky",11297,586,483,1077,99,780,347,93,122,235,1692,169,244
0500000US21071,"Floyd County, Kentucky",31572,1180,916,514,421,2159,601,126,437,675,2986,1161,730
0500000US21073,"Franklin County, Kentucky",39946,232,1322,2170,102,2175,717,317,1234,1611,4003,2870,4683
0500000US21075,"Fulton County, Kentucky",5493,103,235,578,161,242,125,27,33,52,480,118,141
0500000US21077,"Gallatin County, Kentucky",6551,150,310,841,136,287,327,102,165,330,565,205,112
0500000US21079,"Garrard County, Kentucky",13533,221,856,1464,218,718,383,117,265,373,1815,292,250
0500000US21081,"Grant County, Kentucky",18502,234,757,2255,232,1160,888,106,609,589,2088,820,446
0500000US21083,"Graves County, Kentucky",29109,775,942,2264,281,2128,961,191,598,904,3672,764,461
0500000US21085,"Grayson County, Kentucky",20326,363,1257,2208,120,1367,284,86,376,354,2205,531,502
0500000US21087,"Green County, Kentucky",9080,375,266,802,38,618,392,37,163,193,1164,182,126
0500000US21089,"Greenup County, Kentucky",29490,165,907,1307,244,1627,1182,237,512,805,4466,1112,611
0500000US21091,"Hancock County, Kentucky",6629,103,201,1306,0,334,191,0,135,189,671,261,64
0500000US21093,"Hardin County, Kentucky",80594,439,2734,4587,1099,5181,1998,802,2109,3452,9536,3852,4306
0500000US21095,"Harlan County, Kentucky",23307,1329,428,544,156,1122,422,124,227,485,2447,460,354
0500000US21097,"Harrison County, Kentucky",14863,390,484,1956,86,1021,494,23,395,494,1710,300,187
0500000US21099,"Hart County, Kentucky",14386,426,614,1794,120,805,341,81,253,257,1112,565,182
0500000US21101,"Henderson County, Kentucky",36514,1053,819,3899,590,2461,1051,289,759,1383,5231,1234,794
0500000US21103,"Henry County, Kentucky",12053,319,720,949,96,749,411,87,377,403,1221,570,527
0500000US21105,"Hickman County, Kentucky",3930,269,93,235,61,141,109,34,100,88,410,91,105
0500000US21107,"Hopkins County, Kentucky",37175,1395,1123,3080,607,2410,928,126,750,946,4969,1495,871
0500000US21109,"Jackson County, Kentucky",10728,119,378,1150,0,402,358,74,72,165,1175,159,218
0500000US21111,"Jefferson County, Kentucky",588189,746,16818,37941,11226,36628,26401,8543,28448,35010,85827,33851,10944
0500000US21113,"Jessamine County, Kentucky",37616,607,1765,2380,734,2910,1230,144,1003,2027,6552,1806,605
0500000US21115,"Johnson County, Kentucky",18689,761,656,268,242,1285,412,206,343,425,1800,634,549
0500000US21117,"Kenton County, Kentucky",124387,232,4498,9705,2764,8372,5454,1717,7047,7524,16230,7528,3733
0500000US21119,"Knott County, Kentucky",13274,712,290,27,136,573,222,75,106,367,1812,260,383
0500000US21121,"Knox County, Kentucky",25037,235,488,1305,165,1352,537,230,425,885,2346,641,436
0500000US21123,"Larue County, Kentucky",11407,269,559,1128,145,377,382,61,328,224,1125,287,283
0500000US21125,"Laurel County, Kentucky",45977,301,1147,2935,805,3115,1461,515,942,2066,5365,1435,1240
0500000US21127,"Lawrence County, Kentucky",12618,451,351,270,110,872,631,7,206,304,1159,294,225
0500000US21129,"Lee County, Kentucky",6473,52,365,242,122,162,198,46,55,88,498,174,233
0500000US21131,"Leslie County, Kentucky",9183,948,211,59,34,220,76,26,80,134,1065,75,63
0500000US21133,"Letcher County, Kentucky",19616,1407,374,367,182,853,384,170,86,514,2367,511,309
0500000US21135,"Lewis County, Kentucky",10969,243,646,1051,16,476,283,43,125,296,1145,225,219
0500000US21137,"Lincoln County, Kentucky",19168,299,810,1904,219,1250,489,201,262,429,2361,720,199
0500000US21139,"Livingston County, Kentucky",7755,218,270,358,51,320,287,25,140,169,953,361,83
0500000US21141,"Logan County, Kentucky",21165,655,763,3048,181,1418,557,133,284,419,2210,603,277
0500000US21143,"Lyon County, Kentucky",7334,106,296,420,27,309,110,44,74,163,453,261,434
0500000US21145,"McCracken County, Kentucky",52507,517,1878,3112,968,4016,1962,469,1171,2619,6075,3258,948
0500000US21147,"McCreary County, Kentucky",14524,177,407,590,50,623,409,93,105,264,1283,262,330
0500000US21149,"McLean County, Kentucky",7552,324,422,547,49,393,314,14,144,145,906,226,207
0500000US21151,"Madison County, Kentucky",67181,374,2459,4611,763,4790,1080,697,1410,2505,11363,4613,1982
0500000US21153,"Magoffin County, Kentucky",10459,237,299,343,92,383,152,8,163,220,994,311,211
0500000US21155,"Marion County, Kentucky",15544,445,625,2108,113,910,271,68,277,400,1608,466,316
0500000US21157,"Marshall County, Kentucky",25687,187,1105,1712,396,1344,1123,262,500,857,3203,1377,541
0500000US21159,"Martin County, Kentucky",10517,510,158,98,55,396,181,3,47,105,991,92,122
0500000US21161,"Mason County, Kentucky",13748,361,563,1039,124,857,607,110,318,288,1671,704,291
0500000US21163,"Meade County, Kentucky",21904,315,1161,1285,389,1394,1098,227,475,626,2169,852,863
0500000US21165,"Menifee County, Kentucky",5144,20,174,391,12,207,163,0,71,73,533,105,105
0500000US21167,"Mercer County, Kentucky",16875,300,671,1833,201,1147,449,104,443,544,1997,608,422
0500000US21169,"Metcalfe County, Kentucky",8027,260,398,1233,115,425,216,30,131,229,779,172,91
0500000US21171,"Monroe County, Kentucky",8823,287,402,856,84,579,175,91,74,172,1052,226,145
0500000US21173,"Montgomery County, Kentucky",20618,208,625,2712,196,1465,633,89,422,479,2066,672,445
0500000US21175,"Morgan County, Kentucky",11238,328,477,203,47,761,218,153,203,139,850,196,675
0500000US21177,"Muhlenberg County, Kentucky",25509,626,800,1424,137,1718,951,83,260,581,3268,570,667
0500000US21179,"Nelson County, Kentucky",33595,452,1730,4525,491,2353,999,281,860,1305,4033,904,630
0500000US21181,"Nicholas County, Kentucky",5629,185,242,662,26,290,174,47,143,120,820,200,223
0500000US21183,"Ohio County, Kentucky",18613,618,692,2190,139,1199,463,34,246,346,1632,476,460
0500000US21185,"Oldham County, Kentucky",45573,362,1696,3120,852,2779,1883,561,2640,2458,6679,2500,928
0500000US21187,"Owen County, Kentucky",8522,210,450,881,110,505,380,38,217,223,957,451,438
0500000US21189,"Owsley County, Kentucky",3881,70,110,32,33,181,49,4,17,92,311,48,169
0500000US21191,"Pendleton County, Kentucky",11596,136,814,1089,254,776,475,123,254,524,1203,324,316
0500000US21193,"Perry County, Kentucky",23238,1104,471,238,491,1385,650,45,387,436,3366,704,466
0500000US21195,"Pike County, Kentucky",52145,3176,1214,1010,305,3036,1247,313,959,1375,5862,1130,944
0500000US21197,"Powell County, Kentucky",9788,81,361,824,44,589,211,14,152,273,1028,219,174
0500000US21199,"Pulaski County, Kentucky",50480,730,1935,3196,834,3449,1440,242,1178,1146,6758,2049,1124
0500000US21201,"Robertson County, Kentucky",1766,87,64,180,7,42,47,0,4,59,137,14,14
0500000US21203,"Rockcastle County, Kentucky",13646,108,511,978,87,886,312,91,146,201,1654,478,467
0500000US21205,"Rowan County, Kentucky",19268,216,616,1173,58,1366,248,73,255,321,3357,964,411
0500000US21207,"Russell County, Kentucky",14106,234,447,1476,116,724,239,168,177,214,1529,489,262
0500000US21209,"Scott County, Kentucky",35869,576,881,4997,795,2324,1223,120,831,1818,4789,2043,1153
0500000US21211,"Shelby County, Kentucky",32946,633,1071,3097,552,1969,964,252,1333,1562,4168,1719,1339
0500000US21213,"Simpson County, Kentucky",13642,229,474,1917,93,1108,287,89,371,502,1483,701,226
0500000US21215,"Spencer County, Kentucky",13359,216,914,1280,352,952,700,102,662,504,1507,437,374
0500000US21217,"Taylor County, Kentucky",19678,405,502,1568,214,1761,438,121,424,602,2120,700,597
0500000US21219,"Todd County, Kentucky",9479,389,327,1227,68,606,254,91,194,150,1045,197,146
0500000US21221,"Trigg County, Kentucky",11446,331,327,978,135,556,286,80,268,388,1108,425,139
0500000US21223,"Trimble County, Kentucky",7040,146,295,804,107,423,381,29,167,275,557,216,169
0500000US21225,"Union County, Kentucky",11934,787,178,887,82,730,344,54,208,247,1326,258,215
0500000US21227,"Warren County, Kentucky",90641,854,3127,8712,1272,7214,2177,760,2087,4155,14070,5364,1585
0500000US21229,"Washington County, Kentucky",9325,386,369,1233,165,387,200,39,234,203,1144,257,192
0500000US21231,"Wayne County, Kentucky",16645,403,363,1800,102,844,372,128,83,290,1522,426,278
0500000US21233,"Webster County, Kentucky",10818,727,387,870,104,571,413,9,140,214,978,234,244
0500000US21235,"Whitley County, Kentucky",28158,268,639,1862,230,1701,514,150,402,1023,3523,859,727
0500000US21237,"Wolfe County, Kentucky",5719,18,131,157,26,183,91,11,47,98,778,62,130
0500000US21239,"Woodford County, Kentucky",19629,1424,812,1584,144,1296,423,213,760,1129,2355,745,771
0500000US22001,"Acadia Parish, Louisiana",46999,3718,1770,1780,873,3247,1408,332,1086,1596,5475,1769,1028
0500000US22003,"Allen Parish, Louisiana",20631,607,1096,768,68,753,474,86,299,196,1773,1283,803
0500000US22005,"Ascension Parish, Louisiana",80265,567,5937,7582,2036,5891,2369,834,3120,5266,10163,3329,2423
0500000US22007,"Assumption Parish, Louisiana",18408,617,1360,1220,204,1027,750,143,245,777,1723,436,336
0500000US22009,"Avoyelles Parish, Louisiana",32920,1012,1610,821,140,1620,773,145,614,941,3679,1894,1630
0500000US22011,"Beauregard Parish, Louisiana",27518,639,1461,1499,270,1696,834,128,861,932,2808,1032,1115
0500000US22013,"Bienville Parish, Louisiana",11290,451,410,635,137,627,254,111,113,222,1351,344,319
0500000US22015,"Bossier Parish, Louisiana",90893,2540,4273,3650,1620,6157,2833,1004,3234,4029,12689,6048,3867
0500000US22017,"Caddo Parish, Louisiana",199259,3785,6633,7383,3697,13038,6006,2085,5287,8478,30325,13534,4753
0500000US22019,"Calcasieu Parish, Louisiana",149363,2341,7791,9041,2053,9821,3903,1191,3783,6560,19708,10486,4171
0500000US22021,"Caldwell Parish, Louisiana",7983,543,405,339,38,405,141,59,142,222,994,236,367
0500000US22023,"Cameron Parish, Louisiana",5400,326,392,316,81,513,298,53,76,290,525,133,194
0500000US22025,"Catahoula Parish, Louisiana",8300,734,482,73,69,396,193,16,184,255,881,75,262
0500000US22027,"Claiborne Parish, Louisiana",14165,591,363,752,101,610,446,81,162,338,1653,264,623
0500000US22029,"Concordia Parish, Louisiana",16079,732,438,231,328,835,183,67,361,485,2126,373,488
0500000US22031,"De Soto Parish, Louisiana",20978,1072,837,1200,324,1411,573,126,544,583,2348,829,660
0500000US22033,"East Baton Rouge Parish, Louisiana",348672,2052,16428,15332,5909,26249,7881,4067,13063,23028,53946,23517,14342
0500000US22035,"East Carroll Parish, Louisiana",5804,165,129,148,25,207,113,0,68,35,791,93,273
0500000US22037,"East Feliciana Parish, Louisiana",16604,149,823,804,140,787,499,58,223,434,2318,424,755
0500000US22039,"Evangeline Parish, Louisiana",25744,1458,1067,697,85,1401,446,165,583,614,3036,825,517
0500000US22041,"Franklin Parish, Louisiana",15904,827,605,469,80,1122,410,33,261,367,1941,292,500
0500000US22043,"Grant Parish, Louisiana",17647,419,817,751,275,758,403,126,354,485,2160,460,431
0500000US22045,"Iberia Parish, Louisiana",55691,4500,1856,2938,1038,3141,1511,227,2040,1822,6071,2362,1140
0500000US22047,"Iberville Parish, Louisiana",26777,297,1656,1899,192,1360,817,124,586,1018,2376,1005,1265
0500000US22049,"Jackson Parish, Louisiana",12889,453,381,996,120,562,359,91,200,275,1546,357,483
0500000US22051,"Jefferson Parish, Louisiana",347172,3778,19982,14412,7090,24739,12072,3504,12918,21055,41772,25521,10774
0500000US22053,"Jefferson Davis Parish, Louisiana",24016,1790,1030,805,235,1352,747,191,596,564,2704,931,471
0500000US22055,"Lafayette Parish, Louisiana",173535,10652,6532,6707,3435,14091,4702,2280,6211,11466,23552,11592,3948
0500000US22057,"Lafourche Parish, Louisiana",75648,3535,4141,4553,1388,5365,3126,538,1662,2827,9150,2991,1709
0500000US22059,"LaSalle Parish, Louisiana",11713,1208,329,208,109,553,312,44,275,235,1749,169,627
0500000US22061,"Lincoln Parish, Louisiana",38156,714,1002,1282,450,2239,924,287,1053,1039,7404,1820,860
0500000US22063,"Livingston Parish, Louisiana",96772,1051,8994,5959,1578,7686,2373,885,4047,5565,10873,4071,3368
0500000US22065,"Madison Parish, Louisiana",9467,309,372,203,39,417,196,7,129,232,1094,339,520
0500000US22067,"Morehouse Parish, Louisiana",21765,406,576,1202,197,1521,463,166,506,628,2667,564,563
0500000US22069,"Natchitoches Parish, Louisiana",30997,956,1062,1692,260,2139,833,186,595,935,4065,1395,986
0500000US22071,"Orleans Parish, Louisiana",276316,1904,9730,6419,2987,14661,7102,2640,8211,17711,40198,24775,8390
0500000US22073,"Ouachita Parish, Louisiana",118105,1198,4702,4550,1799,7861,2785,1867,5158,5255,18204,5875,3332
0500000US22075,"Plaquemines Parish, Louisiana",17608,903,735,980,417,1217,879,54,612,822,1568,639,1034
0500000US22077,"Pointe Coupee Parish, Louisiana",17891,439,1438,1022,123,744,1180,100,487,398,2002,564,675
0500000US22079,"Rapides Parish, Louisiana",101663,1762,3542,4005,1360,7021,2596,510,2447,3899,16524,3637,3768
0500000US22081,"Red River Parish, Louisiana",7048,473,317,275,149,274,150,25,93,124,790,208,172
0500000US22083,"Richland Parish, Louisiana",16046,546,789,579,185,831,433,138,395,442,2097,369,547
0500000US22085,"Sabine Parish, Louisiana",19075,1577,666,834,132,1029,452,124,380,436,1792,483,463
0500000US22087,"St. Bernard Parish, Louisiana",27741,364,2061,1498,451,1534,1224,190,640,1369,2558,1259,954
0500000US22089,"St. Charles Parish, Louisiana",40171,386,2449,3116,1205,2698,1520,274,1087,2176,5516,2182,1388
0500000US22091,"St. Helena Parish, Louisiana",8661,115,533,534,71,338,249,40,225,330,1236,96,172
0500000US22093,"St. James Parish, Louisiana",17009,205,692,2457,284,1078,595,17,311,522,1757,464,540
0500000US22095,"St. John the Baptist Parish, Louisiana",34998,217,2321,2850,458,2460,1589,260,880,1567,4121,2082,947
0500000US22097,"St. Landry Parish, Louisiana",63627,2255,2843,2330,939,4300,1599,387,1238,1940,8453,2609,1490
0500000US22099,"St. Martin Parish, Louisiana",40288,2207,1529,2546,956,2808,1315,411,988,1235,4267,1693,1780
0500000US22101,"St. Mary Parish, Louisiana",42250,2201,1592,2875,511,2119,1349,206,1115,1282,3732,2469,1010
