GEO_ID,NAME,DP03_0001E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0045E
id,Geographic Area Name,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,"Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!INDUSTRY!!Construction,Estimate!!INDUSTRY!!Manufacturing,Estimate!!INDUSTRY!!Wholesale trade,Estimate!!INDUSTRY!!Retail trade,"Estimate!!INDUSTRY!!Transportation and warehousing, and utilities",Estimate!!INDUSTRY!!Information,"Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing","Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services","Estimate!!INDUSTRY!!Educational services, and health care and social assistance","Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",Estimate!!INDUSTRY!!Public administration
0500000US28099,"Neshoba County, Mississippi",22080,723,880,1136,292,1279,486,156,473,254,2592,2201,755
0500000US28101,"Newton County, Mississippi",16893,286,660,1246,282,926,477,93,312,633,2214,709,589
0500000US28103,"Noxubee County, Mississippi",8808,272,224,815,108,361,267,9,51,170,797,80,290
0500000US28105,"Oktibbeha County, Mississippi",39640,288,656,1558,211,2174,339,203,838,1531,8201,2386,557
0500000US28107,"Panola County, Mississippi",26308,256,1052,1884,353,1213,853,98,388,667,3553,1084,635
0500000US28109,"Pearl River County, Mississippi",43968,646,2474,2161,533,2683,1229,328,1020,1815,4676,1551,1218
0500000US28111,"Perry County, Mississippi",9512,121,549,897,82,620,161,0,139,84,996,270,283
0500000US28113,"Pike County, Mississippi",30465,840,1104,2597,507,1981,707,275,720,586,3339,1182,652
0500000US28115,"Pontotoc County, Mississippi",22707,204,898,3052,275,1641,655,168,589,476,2595,795,542
0500000US28117,"Prentiss County, Mississippi",20084,357,835,2397,201,1294,608,154,238,280,2160,612,266
0500000US28119,"Quitman County, Mississippi",6279,321,143,213,29,170,135,7,78,95,757,342,157
0500000US28121,"Rankin County, Mississippi",110659,838,5014,4796,2103,8114,3638,1930,5544,6258,16362,4475,4987
0500000US28123,"Scott County, Mississippi",21513,694,1200,3049,277,1034,619,88,556,557,1791,654,552
0500000US28125,"Sharkey County, Mississippi",3700,191,17,68,26,269,27,26,57,68,561,180,103
0500000US28127,"Simpson County, Mississippi",21044,610,1124,1096,255,953,692,201,506,432,2729,920,481
0500000US28129,"Smith County, Mississippi",12602,541,633,1239,169,506,354,103,226,287,1438,213,289
0500000US28131,"Stone County, Mississippi",13886,342,777,790,268,867,532,113,162,329,1647,529,377
0500000US28133,"Sunflower County, Mississippi",22853,763,420,838,399,1235,411,39,249,239,2233,511,592
0500000US28135,"Tallahatchie County, Mississippi",12284,380,398,550,84,469,204,62,42,203,897,266,432
0500000US28137,"Tate County, Mississippi",22103,391,928,1278,534,1392,1207,142,726,688,2739,1136,331
0500000US28139,"Tippah County, Mississippi",17063,137,533,2468,220,1196,550,59,333,406,1640,309,225
0500000US28141,"Tishomingo County, Mississippi",15733,163,484,1885,131,835,410,44,262,465,1551,460,296
0500000US28143,"Tunica County, Mississippi",7772,306,110,196,28,410,185,12,160,145,479,1845,231
0500000US28145,"Union County, Mississippi",20986,162,681,2985,187,1622,810,111,421,452,2531,488,499
0500000US28147,"Walthall County, Mississippi",11926,427,599,755,105,726,289,26,81,290,1393,129,367
0500000US28149,"Warren County, Mississippi",37311,378,1960,2102,307,2018,1249,275,599,1779,4482,3092,1254
0500000US28151,"Washington County, Mississippi",38349,749,927,1543,384,2307,855,337,820,925,4129,2121,1409
0500000US28153,"Wayne County, Mississippi",15901,1024,680,1589,199,768,428,17,263,356,1284,282,520
0500000US28155,"Webster County, Mississippi",7933,253,240,539,32,503,314,16,166,149,1103,117,204
0500000US28157,"Wilkinson County, Mississippi",7740,93,175,445,98,376,334,9,32,111,787,191,564
0500000US28159,"Winston County, Mississippi",14997,336,431,1373,126,859,282,95,162,277,1846,655,407
0500000US28161,"Yalobusha County, Mississippi",9975,68,346,1151,28,652,420,25,219,217,879,284,165
0500000US28163,"Yazoo County, Mississippi",21956,517,556,942,370,1053,487,196,326,497,2314,571,609
0500000US29001,"Adair County, Missouri",21195,322,605,922,91,1346,544,126,469,591,3947,1224,382
0500000US29003,"Andrew County, Missouri",13674,276,905,1313,204,948,485,124,472,319,2234,741,525
0500000US29005,"Atchison County, Missouri",4668,420,157,244,21,273,387,31,121,98,620,103,160
0500000US29007,"Audrain County, Missouri",20152,490,507,1742,253,1629,679,168,403,408,2452,640,563
0500000US29009,"Barry County, Missouri",27811,736,1156,3771,546,2072,616,154,559,845,2393,962,419
0500000US29011,"Barton County, Missouri",9549,314,505,905,110,602,210,65,172,257,1265,304,156
0500000US29013,"Bates County, Missouri",13250,539,868,733,142,1391,445,54,272,444,1784,207,275
0500000US29015,"Benton County, Missouri",16106,364,652,786,164,798,436,100,292,425,1449,562,282
0500000US29017,"Bollinger County, Missouri",9836,315,738,841,136,455,328,74,218,232,1208,248,168
0500000US29019,"Boone County, Missouri",132640,681,3793,4512,1846,10668,2681,1801,6436,6361,32741,7888,3950
0500000US29021,"Buchanan County, Missouri",70418,423,2418,7512,1083,4759,2077,558,2423,2553,9707,3727,1832
0500000US29023,"Butler County, Missouri",33969,194,870,3068,466,1752,934,199,704,940,5747,1292,854
0500000US29025,"Caldwell County, Missouri",7291,369,368,424,73,495,346,45,143,185,824,238,354
0500000US29027,"Callaway County, Missouri",35446,397,1829,1668,190,2127,1495,360,937,1466,5707,1580,2255
0500000US29029,"Camden County, Missouri",36315,263,1797,1697,250,2856,527,367,1364,1476,4086,2851,607
0500000US29031,"Cape Girardeau County, Missouri",60990,469,2676,4243,1072,4981,1459,706,2088,2569,10195,3722,1157
0500000US29033,"Carroll County, Missouri",7397,416,383,604,62,473,289,68,246,127,922,265,211
0500000US29035,"Carter County, Missouri",4904,99,216,276,6,209,161,52,44,119,774,268,58
0500000US29037,"Cass County, Missouri",76274,716,5055,4894,1648,5764,2674,1448,3794,5226,8964,3141,2202
0500000US29039,"Cedar County, Missouri",11120,396,357,719,106,590,295,29,210,212,1443,395,196
0500000US29041,"Chariton County, Missouri",6246,327,273,366,155,385,319,126,188,101,803,151,133
0500000US29043,"Christian County, Missouri",58629,244,2392,3168,1073,5518,2168,643,2587,2935,9086,3699,1431
0500000US29045,"Clark County, Missouri",5558,218,260,703,98,433,253,5,93,138,525,158,128
0500000US29047,"Clay County, Missouri",171132,663,6267,12624,4512,12874,6841,2790,10224,12287,24189,10488,5271
0500000US29049,"Clinton County, Missouri",16250,331,825,1111,272,1287,589,133,696,740,1986,565,670
0500000US29051,"Cole County, Missouri",60106,447,2305,2163,842,3868,1491,848,2665,3613,7782,2325,7428
0500000US29053,"Cooper County, Missouri",14172,279,559,807,182,948,529,80,572,273,1827,723,654
0500000US29055,"Crawford County, Missouri",19364,402,901,2446,204,1089,412,120,373,453,1867,852,536
0500000US29057,"Dade County, Missouri",6300,294,224,540,148,388,163,23,111,145,687,228,156
0500000US29059,"Dallas County, Missouri",13180,303,668,915,258,1080,535,67,278,319,1379,263,443
0500000US29061,"Daviess County, Missouri",6392,472,355,306,46,449,255,44,160,95,768,268,196
0500000US29063,"DeKalb County, Missouri",10979,184,283,542,153,570,217,41,270,217,1069,280,479
0500000US29065,"Dent County, Missouri",12439,444,425,644,234,969,250,51,215,158,1624,476,274
0500000US29067,"Douglas County, Missouri",11006,288,428,801,130,845,232,216,183,170,891,217,140
0500000US29069,"Dunklin County, Missouri",24852,876,545,1952,112,1417,600,153,453,520,2958,614,577
0500000US29071,"Franklin County, Missouri",79374,499,4503,10402,981,5373,2302,559,2089,3698,9552,4031,1257
0500000US29073,"Gasconade County, Missouri",12230,349,591,1630,102,860,363,92,443,216,1363,384,263
0500000US29075,"Gentry County, Missouri",5328,354,183,334,76,419,162,24,136,109,823,134,170
0500000US29077,"Greene County, Missouri",223903,798,7381,10975,4482,18022,7056,2958,8633,11722,34647,14785,3870
0500000US29079,"Grundy County, Missouri",8082,370,319,659,108,524,230,21,181,226,1142,257,189
0500000US29081,"Harrison County, Missouri",6953,458,377,352,97,563,166,45,167,135,734,197,325
0500000US29083,"Henry County, Missouri",17880,267,956,1300,226,1193,605,146,407,482,2321,923,491
0500000US29085,"Hickory County, Missouri",8061,146,279,242,66,598,156,89,102,173,534,228,221
0500000US29087,"Holt County, Missouri",4015,355,124,277,65,233,113,37,108,86,595,207,73
0500000US29089,"Howard County, Missouri",8172,175,266,500,68,437,228,40,257,204,1450,426,332
0500000US29091,"Howell County, Missouri",31347,522,899,2800,446,1807,1030,125,526,607,4724,1018,578
0500000US29093,"Iron County, Missouri",8474,262,217,414,44,371,192,27,62,194,1195,183,323
0500000US29095,"Jackson County, Missouri",525934,973,20123,29255,9201,35362,16591,9900,26507,37384,72844,29624,16123
0500000US29097,"Jasper County, Missouri",89663,841,2971,9688,1501,7167,2702,1155,1948,3396,12482,5109,1423
0500000US29099,"Jefferson County, Missouri",169963,414,11055,13243,3476,13134,5734,2067,7782,10300,21902,7901,3566
0500000US29101,"Johnson County, Missouri",42316,463,1799,2637,374,2715,1026,342,918,954,6210,2140,2233
0500000US29103,"Knox County, Missouri",3211,301,166,120,54,215,112,28,50,90,405,104,87
0500000US29105,"Laclede County, Missouri",27855,491,873,4002,229,2062,749,231,617,844,2585,1144,649
0500000US29107,"Lafayette County, Missouri",26273,461,1395,2509,580,1428,906,258,1007,1030,3895,1089,812
0500000US29109,"Lawrence County, Missouri",29664,773,987,3294,388,1961,804,316,594,1054,3499,1121,726
0500000US29111,"Lewis County, Missouri",8055,365,197,859,100,428,322,50,259,183,1250,303,147
0500000US29113,"Lincoln County, Missouri",39667,418,2954,3756,617,3088,1319,449,1463,1693,4536,1654,682
0500000US29115,"Linn County, Missouri",10026,265,244,826,208,641,244,421,205,201,1026,328,215
0500000US29117,"Livingston County, Missouri",12238,441,415,804,230,916,351,144,286,322,1427,448,444
0500000US29119,"McDonald County, Missouri",17353,292,1053,2169,167,1823,487,140,228,809,1224,606,351
0500000US29121,"Macon County, Missouri",12110,328,538,696,117,872,367,193,225,382,1719,506,500
0500000US29123,"Madison County, Missouri",9763,238,415,810,124,662,260,38,246,307,889,227,293
0500000US29125,"Maries County, Missouri",7228,252,322,516,84,402,301,24,222,280,813,152,426
0500000US29127,"Marion County, Missouri",22595,347,654,2030,271,1664,833,235,529,658,3500,1253,555
0500000US29129,"Mercer County, Missouri",2955,406,79,110,48,157,93,45,58,42,318,61,65
0500000US29131,"Miller County, Missouri",19536,286,1228,1009,105,1756,387,116,428,675,2249,1178,717
0500000US29133,"Mississippi County, Missouri",11460,499,331,529,93,629,509,14,220,276,1396,387,426
0500000US29135,"Moniteau County, Missouri",12081,429,555,972,119,572,250,73,281,305,1340,511,902
0500000US29137,"Monroe County, Missouri",7044,180,304,569,121,425,313,83,185,233,838,239,216
0500000US29139,"Montgomery County, Missouri",9671,337,421,1020,119,701,257,66,268,196,1067,418,271
0500000US29141,"Morgan County, Missouri",16656,433,728,909,124,1025,304,85,255,323,1529,414,513
0500000US29143,"New Madrid County, Missouri",14753,685,269,1278,148,1044,549,147,286,300,1856,442,445
0500000US29145,"Newton County, Missouri",45259,738,1708,4336,787,3227,1589,450,985,1941,5727,2178,932
0500000US29147,"Nodaway County, Missouri",19637,659,667,1925,142,1356,343,139,338,503,3217,1485,359
0500000US29149,"Oregon County, Missouri",8791,304,290,475,64,509,390,36,61,118,866,155,179
0500000US29151,"Osage County, Missouri",10833,341,768,1226,248,669,347,100,306,382,1045,216,775
0500000US29153,"Ozark County, Missouri",8054,270,316,571,59,402,209,1,96,130,744,180,81
0500000US29155,"Pemiscot County, Missouri",13829,319,151,1255,111,638,340,101,251,252,1777,723,408
0500000US29157,"Perry County, Missouri",14888,460,726,2210,94,1206,481,45,414,479,1637,613,332
0500000US29159,"Pettis County, Missouri",32402,714,1041,3897,369,2050,1231,334,638,1353,4175,1405,653
0500000US29161,"Phelps County, Missouri",36347,276,1112,1342,338,2766,832,325,812,1134,5943,2178,1168
0500000US29163,"Pike County, Missouri",14932,351,581,1040,238,1017,297,94,370,493,1470,524,544
0500000US29165,"Platte County, Missouri",70384,359,2338,4510,1733,5711,3238,1623,4186,5872,9353,3822,2971
0500000US29167,"Polk County, Missouri",24340,489,946,942,404,1603,894,27,616,774,3657,682,570
0500000US29169,"Pulaski County, Missouri",40629,211,625,910,89,1827,778,151,518,934,2782,2077,3654
0500000US29171,"Putnam County, Missouri",3983,307,273,300,51,210,117,33,106,52,569,39,59
0500000US29173,"Ralls County, Missouri",8159,308,421,899,138,563,264,94,150,224,1091,283,326
0500000US29175,"Randolph County, Missouri",20225,177,661,1421,402,1493,752,273,569,548,2067,558,667
0500000US29177,"Ray County, Missouri",18309,221,877,2103,449,1047,673,184,479,548,2307,566,385
0500000US29179,"Reynolds County, Missouri",5313,421,148,292,27,213,94,27,73,83,617,145,100
0500000US29181,"Ripley County, Missouri",11297,170,363,817,113,496,379,14,164,168,1712,407,219
0500000US29183,"St. Charles County, Missouri",278876,1039,12251,24248,7614,22932,8896,4322,18687,19807,38793,16130,5398
0500000US29185,"St. Clair County, Missouri",8073,308,359,366,146,489,324,75,209,216,963,170,194
0500000US29186,"Ste. Genevieve County, Missouri",14402,511,864,1834,201,898,532,117,405,312,1707,509,361
0500000US29187,"St. Francois County, Missouri",52847,355,1923,2735,600,3342,1530,217,917,1606,7033,1408,2416
0500000US29189,"St. Louis County, Missouri",795958,2074,21501,49753,15540,54740,21857,12695,45414,60093,122242,43888,15140
0500000US29195,"Saline County, Missouri",18741,617,614,1981,248,1147,460,107,357,442,2784,795,436
0500000US29197,"Schuyler County, Missouri",3455,143,171,276,60,237,126,2,89,94,354,53,72
0500000US29199,"Scotland County, Missouri",3662,243,171,269,23,324,152,13,77,64,485,140,91
0500000US29201,"Scott County, Missouri",30594,813,1131,2664,373,2415,1350,358,731,930,4532,1308,840
0500000US29203,"Shannon County, Missouri",6756,412,299,577,76,260,166,12,81,122,736,313,130
0500000US29205,"Shelby County, Missouri",4970,271,259,314,67,361,173,14,133,125,681,123,146
0500000US29207,"Stoddard County, Missouri",24020,827,768,2221,243,1682,823,159,700,497,3002,540,550
0500000US29209,"Stone County, Missouri",26596,162,1128,748,225,2111,497,120,636,936,2308,2538,519
0500000US29211,"Sullivan County, Missouri",5211,272,145,827,47,291,107,75,103,128,502,155,79
0500000US29213,"Taney County, Missouri",41472,248,1815,722,307,3556,939,508,1230,1991,3981,6090,611
0500000US29215,"Texas County, Missouri",20781,574,626,1087,70,1167,685,53,452,233,1921,731,1230
0500000US29217,"Vernon County, Missouri",16244,760,466,946,256,1240,437,166,658,331,2561,536,436
0500000US29219,"Warren County, Missouri",25281,292,1540,2495,416,2083,889,209,729,1084,2864,1204,273
0500000US29221,"Washington County, Missouri",19717,415,873,1379,110,1218,382,155,168,362,2200,663,454
0500000US29223,"Wayne County, Missouri",10939,152,430,858,111,557,283,33,227,306,1124,379,330
0500000US29225,"Webster County, Missouri",27560,542,1752,1675,454,1874,1175,196,852,768,2983,956,612
0500000US29227,"Worth County, Missouri",1761,149,87,163,17,89,71,11,41,49,232,81,63
0500000US29229,"Wright County, Missouri",14480,626,576,1095,103,747,379,62,200,153,1521,445,223
0500000US29510,"St. Louis city, Missouri",258135,450,5827,11636,3467,13373,6614,3724,9010,16826,39174,19623,8500
0500000US30001,"Beaverhead County, Montana",7691,755,339,215,61,347,160,133,238,256,1136,516,248
0500000US30003,"Big Horn County, Montana",8979,554,147,91,36,392,111,0,130,131,1446,495,1057
0500000US30005,"Blaine County, Montana",4719,497,192,10,45,233,164,21,137,64,625,150,232
0500000US30007,"Broadwater County, Montana",4447,329,300,227,31,247,164,0,151,145,447,265,256
0500000US30009,"Carbon County, Montana",8349,731,501,331,130,467,297,60,324,342,1057,627,267
0500000US30011,"Carter County, Montana",1102,379,21,3,0,23,40,8,22,27,81,28,51
0500000US30013,"Cascade County, Montana",64802,1133,3156,1282,1143,5171,1939,609,2770,2709,8343,4209,2586
0500000US30015,"Chouteau County, Montana",4477,661,175,45,59,188,95,26,117,126,628,178,204
0500000US30017,"Custer County, Montana",9435,528,416,97,135,754,260,101,310,288,1414,698,557
0500000US30019,"Daniels County, Montana",1504,208,20,14,29,94,28,91,33,8,217,58,101
0500000US30021,"Dawson County, Montana",7454,835,205,105,64,344,637,239,151,159,1069,305,172
0500000US30023,"Deer Lodge County, Montana",7741,175,365,133,30,215,170,9,69,204,1364,452,476
0500000US30025,"Fallon County, Montana",2349,437,145,50,52,126,103,46,80,94,334,104,70
0500000US30027,"Fergus County, Montana",9578,792,443,355,156,430,262,30,247,423,1457,540,365
0500000US30029,"Flathead County, Montana",72254,1747,4334,2949,1009,5626,1789,764,3008,3900,8181,5688,1352
0500000US30031,"Gallatin County, Montana",73550,1807,4686,2965,1126,6361,1593,713,2582,6173,11235,6351,1917
0500000US30033,"Garfield County, Montana",874,273,34,3,0,65,18,27,28,4,62,25,32
0500000US30035,"Glacier County, Montana",9571,699,370,35,106,508,202,90,252,109,1697,645,380
0500000US30037,"Golden Valley County, Montana",611,66,29,13,1,35,18,5,15,16,77,6,32
0500000US30039,"Granite County, Montana",2632,260,150,72,37,116,45,42,40,60,315,173,45
0500000US30041,"Hill County, Montana",12321,596,518,69,132,945,917,165,271,301,2006,642,556
0500000US30043,"Jefferson County, Montana",9225,392,518,205,132,393,166,36,464,408,1327,444,754
0500000US30045,"Judith Basin County, Montana",1724,316,50,15,14,57,31,0,33,31,174,89,48
0500000US30047,"Lake County, Montana",22456,586,1034,849,103,1119,442,186,453,807,3102,1149,1020
0500000US30049,"Lewis and Clark County, Montana",50680,799,2272,852,469,3229,1059,459,2455,3521,6733,3105,6385
0500000US30051,"Liberty County, Montana",1912,364,26,3,0,108,15,0,45,27,179,14,33
0500000US30053,"Lincoln County, Montana",16366,777,782,444,66,1065,408,128,401,611,1595,647,336
0500000US30055,"McCone County, Montana",1431,387,94,7,11,76,48,43,34,46,191,39,69
0500000US30057,"Madison County, Montana",6551,861,469,112,20,486,219,56,107,309,683,446,112
0500000US30059,"Meagher County, Montana",1563,200,75,25,10,50,37,7,28,18,169,190,31
0500000US30061,"Mineral County, Montana",3480,61,163,136,26,157,80,18,32,71,269,271,152
0500000US30063,"Missoula County, Montana",90084,1647,3738,2437,1483,7743,2094,2002,2771,5261,15285,7834,2080
0500000US30065,"Musselshell County, Montana",3749,348,284,128,18,235,259,3,90,107,361,151,72
0500000US30067,"Park County, Montana",12946,703,707,332,83,992,341,145,284,597,1241,1290,319
0500000US30069,"Petroleum County, Montana",452,112,24,6,0,17,19,17,0,5,38,17,7
0500000US30071,"Phillips County, Montana",3380,478,146,31,32,137,205,35,84,104,383,78,50
0500000US30073,"Pondera County, Montana",4824,549,175,108,66,241,145,5,100,145,662,185,228
0500000US30075,"Powder River County, Montana",1371,361,45,0,3,85,43,10,9,34,140,51,61
0500000US30077,"Powell County, Montana",6090,282,191,153,21,124,78,51,41,79,545,564,512
0500000US30079,"Prairie County, Montana",1042,164,18,0,2,40,24,11,16,5,131,8,31
0500000US30081,"Ravalli County, Montana",32697,953,1868,1497,362,2263,865,171,942,1988,3547,1370,573
0500000US30083,"Richland County, Montana",7908,1379,388,390,135,577,290,21,349,257,879,379,141
0500000US30085,"Roosevelt County, Montana",7533,592,202,71,63,368,196,62,109,104,1138,234,629
0500000US30087,"Rosebud County, Montana",6812,698,209,60,20,383,485,56,98,111,1151,271,360
0500000US30089,"Sanders County, Montana",9481,444,550,224,27,425,319,96,105,211,1058,302,361
0500000US30091,"Sheridan County, Montana",2773,341,149,28,39,198,148,22,115,78,373,94,97
0500000US30093,"Silver Bow County, Montana",27823,794,1123,573,405,2013,1162,171,441,1301,4286,2105,886
0500000US30095,"Stillwater County, Montana",7318,998,448,378,162,471,286,43,224,226,784,177,135
0500000US30097,"Sweet Grass County, Montana",2792,492,190,24,18,198,69,18,101,75,255,164,61
0500000US30099,"Teton County, Montana",4864,504,170,119,29,352,113,147,91,109,668,147,136
0500000US30101,"Toole County, Montana",4409,418,192,45,33,164,192,52,64,76,610,164,287
0500000US30103,"Treasure County, Montana",617,148,37,0,7,15,16,8,4,26,45,1,29
0500000US30105,"Valley County, Montana",5925,459,228,80,98,330,348,126,126,131,1068,260,219
0500000US30107,"Wheatland County, Montana",1840,269,67,24,4,59,22,18,28,28,105,53,38
0500000US30109,"Wibaux County, Montana",747,139,43,5,3,34,18,22,10,25,107,28,20
0500000US30111,"Yellowstone County, Montana",117080,2547,5894,4366,3663,10054,4617,1489,5297,6882,16497,8547,3125
0500000US31001,"Adams County, Nebraska",24653,918,1232,2163,412,2040,713,209,766,791,4062,1130,675
0500000US31003,"Antelope County, Nebraska",5282,713,235,234,129,417,203,39,151,73,713,138,161
0500000US31005,"Arthur County, Nebraska",354,110,23,16,0,8,5,3,0,9,44,13,8
0500000US31007,"Banner County, Nebraska",601,121,4,20,3,71,6,0,0,28,79,54,17
0500000US31009,"Blaine County, Nebraska",453,117,14,22,8,26,11,0,0,5,59,21,7
0500000US31011,"Boone County, Nebraska",4340,687,146,256,87,306,164,58,107,62,580,211,43
0500000US31013,"Box Butte County, Nebraska",8778,390,205,549,124,437,1458,66,133,213,1351,129,123
0500000US31015,"Boyd County, Nebraska",1640,281,72,36,12,101,58,8,49,13,204,22,45
0500000US31017,"Brown County, Nebraska",2547,311,160,74,38,176,52,17,28,69,252,94,92
0500000US31019,"Buffalo County, Nebraska",36443,1113,1479,3099,820,3643,1340,450,1202,1537,6462,2623,680
0500000US31021,"Burt County, Nebraska",5531,441,262,270,74,388,180,60,196,146,827,176,153
0500000US31023,"Butler County, Nebraska",6603,634,286,819,141,484,290,25,162,143,756,209,170
0500000US31025,"Cass County, Nebraska",19647,469,938,1189,370,1371,1142,174,1156,1097,2880,806,665
0500000US31027,"Cedar County, Nebraska",6918,698,398,464,129,460,190,48,352,174,991,241,135
0500000US31029,"Chase County, Nebraska",3123,388,138,79,147,424,100,45,121,59,321,91,76
0500000US31031,"Cherry County, Nebraska",4695,661,229,141,126,281,119,35,109,138,756,359,178
0500000US31033,"Cheyenne County, Nebraska",7962,360,219,333,173,1542,303,67,161,339,1169,553,175
0500000US31035,"Clay County, Nebraska",5096,556,304,260,116,331,225,10,146,178,775,114,121
0500000US31037,"Colfax County, Nebraska",7720,382,389,1759,113,444,175,25,253,141,792,174,107
0500000US31039,"Cuming County, Nebraska",7094,628,419,586,140,520,287,53,166,238,1057,179,111
0500000US31041,"Custer County, Nebraska",8645,925,364,663,155,622,419,70,243,204,1216,328,154
0500000US31043,"Dakota County, Nebraska",15603,331,649,3034,218,1044,601,68,661,512,1691,968,435
0500000US31045,"Dawes County, Nebraska",7768,515,232,99,80,779,231,41,152,310,1617,444,259
0500000US31047,"Dawson County, Nebraska",18145,1030,961,3210,367,1293,516,86,431,470,1932,713,400
0500000US31049,"Deuel County, Nebraska",1613,169,94,54,66,177,75,10,41,32,154,46,38
0500000US31051,"Dixon County, Nebraska",4597,356,199,611,154,275,116,25,97,104,663,167,122
0500000US31053,"Dodge County, Nebraska",28720,794,1279,3718,435,2601,877,311,1112,1069,3718,1224,560
0500000US31055,"Douglas County, Nebraska",397071,1939,17092,23451,7277,30842,13609,7403,27469,31559,64701,24046,7360
0500000US31057,"Dundy County, Nebraska",1602,356,60,18,3,84,68,18,29,49,252,21,11
0500000US31059,"Fillmore County, Nebraska",4713,465,267,290,70,391,204,49,203,83,668,95,125
0500000US31061,"Franklin County, Nebraska",2621,254,107,89,59,197,80,9,70,35,356,66,61
0500000US31063,"Frontier County, Nebraska",2232,310,81,53,41,132,101,32,64,53,315,59,85
0500000US31065,"Furnas County, Nebraska",3944,353,133,213,88,279,132,61,167,35,495,136,86
0500000US31067,"Gage County, Nebraska",17602,608,751,1525,346,1152,598,89,457,475,2967,586,760
0500000US31069,"Garden County, Nebraska",1749,200,112,21,41,172,22,8,29,24,234,54,59
0500000US31071,"Garfield County, Nebraska",1702,144,65,134,43,243,56,17,25,30,155,114,20
0500000US31073,"Gosper County, Nebraska",1640,106,58,96,49,143,78,27,59,37,218,44,88
0500000US31075,"Grant County, Nebraska",484,123,22,0,5,26,24,18,2,6,55,7,5
0500000US31077,"Greeley County, Nebraska",1974,340,74,41,49,147,81,4,49,24,297,46,40
0500000US31079,"Hall County, Nebraska",44367,1146,1835,6064,878,4998,1494,312,1691,1719,5899,2471,849
0500000US31081,"Hamilton County, Nebraska",7110,477,292,717,232,382,335,116,338,258,958,285,167
0500000US31083,"Harlan County, Nebraska",2783,277,153,148,50,138,117,17,160,76,390,69,69
0500000US31085,"Hayes County, Nebraska",826,178,33,13,10,42,75,2,18,22,89,17,21
0500000US31087,"Hitchcock County, Nebraska",2392,193,63,200,75,121,136,19,52,35,298,59,82
0500000US31089,"Holt County, Nebraska",8317,1258,349,298,184,672,354,21,268,251,1145,343,133
0500000US31091,"Hooker County, Nebraska",557,67,22,16,0,39,18,18,10,6,72,60,12
0500000US31093,"Howard County, Nebraska",4988,404,301,440,121,410,170,12,180,147,776,103,77
0500000US31095,"Jefferson County, Nebraska",6118,442,189,578,122,483,314,68,145,141,695,309,159
0500000US31097,"Johnson County, Nebraska",4294,169,189,277,61,142,225,26,80,45,503,75,247
0500000US31099,"Kearney County, Nebraska",5157,419,228,528,117,336,195,126,129,62,934,232,119
0500000US31101,"Keith County, Nebraska",6723,457,288,349,118,498,359,48,138,273,862,320,237
0500000US31103,"Keya Paha County, Nebraska",637,184,32,8,6,19,19,7,9,0,44,27,32
0500000US31105,"Kimball County, Nebraska",3050,244,117,178,84,233,186,4,64,130,416,54,121
0500000US31107,"Knox County, Nebraska",6841,785,342,286,90,444,265,43,209,146,996,188,256
0500000US31109,"Lancaster County, Nebraska",227380,1801,9308,14236,3592,17563,6510,3780,13004,14577,41076,13707,9355
0500000US31111,"Lincoln County, Nebraska",28217,763,923,548,444,2552,3325,356,749,848,3989,1433,961
0500000US31113,"Logan County, Nebraska",577,95,15,4,25,40,72,6,10,13,61,12,15
0500000US31115,"Loup County, Nebraska",434,92,15,16,6,14,33,0,4,10,53,5,16
0500000US31117,"McPherson County, Nebraska",308,48,3,13,2,4,26,4,1,0,27,2,13
0500000US31119,"Madison County, Nebraska",27056,738,1065,3054,950,2234,802,201,886,971,4355,1480,697
0500000US31121,"Merrick County, Nebraska",6134,440,276,481,241,507,224,67,181,111,793,296,164
0500000US31123,"Morrill County, Nebraska",3949,447,199,121,48,271,227,13,112,76,562,138,87
0500000US31125,"Nance County, Nebraska",2971,323,138,177,69,119,86,21,96,64,424,133,54
0500000US31127,"Nemaha County, Nebraska",5878,267,233,251,47,289,571,47,183,87,765,280,163
0500000US31129,"Nuckolls County, Nebraska",3631,385,110,134,57,263,200,40,106,85,510,93,52
0500000US31131,"Otoe County, Nebraska",12352,527,530,1126,162,947,684,109,470,546,1843,587,337
0500000US31133,"Pawnee County, Nebraska",2269,235,140,151,28,60,58,11,51,39,390,34,83
0500000US31135,"Perkins County, Nebraska",2353,290,139,24,106,171,146,21,93,39,356,28,61
0500000US31137,"Phelps County, Nebraska",7235,562,312,504,221,542,339,85,248,325,1024,191,154
0500000US31139,"Pierce County, Nebraska",5587,440,266,524,188,355,233,68,152,158,977,149,116
0500000US31141,"Platte County, Nebraska",24585,946,1151,4758,294,1685,1182,191,550,1045,2840,1192,348
0500000US31143,"Polk County, Nebraska",4230,457,244,301,114,214,180,29,118,100,549,140,137
0500000US31145,"Red Willow County, Nebraska",8909,416,275,555,139,981,477,89,366,257,1323,410,220
