GEO_ID,NAME,B08015_001E,B08015_002E,B08015_003E
id,Geographic Area Name,"Estimate!!Aggregate number of vehicles (car, truck, or van) used in commuting","Estimate!!Aggregate number of vehicles (car, truck, or van) used in commuting!!Male","Estimate!!Aggregate number of vehicles (car, truck, or van) used in commuting!!Female"
0500000US01001,"Autauga County, Alabama",22250,11750,10500
0500000US01003,"Baldwin County, Alabama",69870,36970,32900
0500000US01005,"Barbour County, Alabama",7925,3960,3965
0500000US01007,"Bibb County, Alabama",7405,4465,2940
0500000US01009,"Blount County, Alabama",20120,10820,9300
0500000US01011,"Bullock County, Alabama",3560,2070,1485
0500000US01013,"Butler County, Alabama",7030,3265,3765
0500000US01015,"Calhoun County, Alabama",41010,21895,19115
0500000US01017,"Chambers County, Alabama",11450,5760,5690
0500000US01019,"Cherokee County, Alabama",8795,4815,3980
0500000US01021,"Chilton County, Alabama",15530,8605,6930
0500000US01023,"Choctaw County, Alabama",3725,1990,1735
0500000US01025,"Clarke County, Alabama",7750,3850,3900
0500000US01027,"Clay County, Alabama",4295,2335,1955
0500000US01029,"Cleburne County, Alabama",4930,2455,2475
0500000US01031,"Coffee County, Alabama",18355,10325,8025
0500000US01033,"Colbert County, Alabama",20015,10835,9180
0500000US01035,"Conecuh County, Alabama",3530,1670,1860
0500000US01037,"Coosa County, Alabama",3765,2040,1725
0500000US01039,"Covington County, Alabama",12820,6705,6110
0500000US01041,"Crenshaw County, Alabama",4970,2630,2340
0500000US01043,"Cullman County, Alabama",28290,15305,12990
0500000US01045,"Dale County, Alabama",18970,10545,8425
0500000US01047,"Dallas County, Alabama",11975,6035,5940
0500000US01049,"DeKalb County, Alabama",24600,13510,11090
0500000US01051,"Elmore County, Alabama",30830,15445,15385
0500000US01053,"Escambia County, Alabama",10885,5710,5170
0500000US01055,"Etowah County, Alabama",35375,18335,17040
0500000US01057,"Fayette County, Alabama",5735,3070,2665
0500000US01059,"Franklin County, Alabama",11445,6385,5060
0500000US01061,"Geneva County, Alabama",9295,5035,4260
0500000US01063,"Greene County, Alabama",2030,965,1065
0500000US01065,"Hale County, Alabama",4635,2270,2365
0500000US01067,"Henry County, Alabama",5795,3170,2625
0500000US01069,"Houston County, Alabama",39905,20540,19365
0500000US01071,"Jackson County, Alabama",19555,10765,8790
0500000US01073,"Jefferson County, Alabama",257140,129795,127345
0500000US01075,"Lamar County, Alabama",5045,2635,2410
0500000US01077,"Lauderdale County, Alabama",34650,18565,16085
0500000US01079,"Lawrence County, Alabama",12340,6680,5655
0500000US01081,"Lee County, Alabama",54170,28545,25625
0500000US01083,"Limestone County, Alabama",31540,16925,14615
0500000US01085,"Lowndes County, Alabama",3065,1415,1645
0500000US01087,"Macon County, Alabama",6295,2870,3430
0500000US01089,"Madison County, Alabama",142275,76630,65645
0500000US01091,"Marengo County, Alabama",6550,3305,3245
0500000US01093,"Marion County, Alabama",10105,5140,4965
0500000US01095,"Marshall County, Alabama",31920,17515,14410
0500000US01097,"Mobile County, Alabama",151180,77360,73820
0500000US01099,"Monroe County, Alabama",7190,3630,3565
0500000US01101,"Montgomery County, Alabama",88940,43465,45480
0500000US01103,"Morgan County, Alabama",46725,25140,21590
0500000US01105,"Perry County, Alabama",2425,1140,1285
0500000US01107,"Pickens County, Alabama",6005,3120,2885
0500000US01109,"Pike County, Alabama",12250,6135,6115
0500000US01111,"Randolph County, Alabama",7125,3745,3380
0500000US01113,"Russell County, Alabama",19490,9560,9930
0500000US01115,"St. Clair County, Alabama",31305,16950,14360
0500000US01117,"Shelby County, Alabama",85030,45565,39465
0500000US01119,"Sumter County, Alabama",4030,1835,2195
0500000US01121,"Talladega County, Alabama",27180,14500,12680
0500000US01123,"Tallapoosa County, Alabama",14290,7135,7155
0500000US01125,"Tuscaloosa County, Alabama",75445,39780,35665
0500000US01127,"Walker County, Alabama",21515,11515,10000
0500000US01129,"Washington County, Alabama",5185,3000,2185
0500000US01131,"Wilcox County, Alabama",2160,1020,1140
0500000US01133,"Winston County, Alabama",7840,4325,3515
0500000US02013,"Aleutians East Borough, Alaska",260,135,125
0500000US02016,"Aleutians West Census Area, Alaska",1205,720,480
0500000US02020,"Anchorage Municipality, Alaska",123425,64615,58810
0500000US02050,"Bethel Census Area, Alaska",1835,935,900
0500000US02060,"Bristol Bay Borough, Alaska",330,165,165
0500000US02068,"Denali Borough, Alaska",590,340,250
0500000US02070,"Dillingham Census Area, Alaska",790,355,435
0500000US02090,"Fairbanks North Star Borough, Alaska",39180,21770,17410
0500000US02100,"Haines Borough, Alaska",805,420,385
0500000US02105,"Hoonah-Angoon Census Area, Alaska",420,210,210
0500000US02110,"Juneau City and Borough, Alaska",12375,6530,5845
0500000US02122,"Kenai Peninsula Borough, Alaska",18040,9175,8870
0500000US02130,"Ketchikan Gateway Borough, Alaska",4545,2320,2225
0500000US02150,"Kodiak Island Borough, Alaska",4970,2840,2130
0500000US02164,"Lake and Peninsula Borough, Alaska",140,60,80
0500000US02170,"Matanuska-Susitna Borough, Alaska",29000,15545,13455
0500000US02180,"Nome Census Area, Alaska",1045,530,515
0500000US02185,"North Slope Borough, Alaska",1150,735,415
0500000US02188,"Northwest Arctic Borough, Alaska",430,200,225
0500000US02195,"Petersburg Census Area, Alaska",1140,505,635
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",1435,805,635
0500000US02220,"Sitka City and Borough, Alaska",2970,1485,1480
0500000US02230,"Skagway Municipality, Alaska",270,145,125
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2065,1120,945
0500000US02261,"Valdez-Cordova Census Area, Alaska",3195,1685,1510
0500000US02270,"Wade Hampton Census Area, Alaska",85,50,35
0500000US02275,"Wrangell City and Borough, Alaska",740,325,415
0500000US02282,"Yakutat City and Borough, Alaska",205,100,100
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",645,310,335
0500000US04001,"Apache County, Arizona",15075,6825,8250
0500000US04003,"Cochise County, Arizona",41530,21465,20070
0500000US04005,"Coconino County, Arizona",46365,24015,22350
0500000US04007,"Gila County, Arizona",14695,7620,7075
0500000US04009,"Graham County, Arizona",9790,5200,4590
0500000US04011,"Greenlee County, Arizona",2745,1730,1015
0500000US04012,"La Paz County, Arizona",5150,2705,2445
0500000US04013,"Maricopa County, Arizona",1394065,748710,645355
0500000US04015,"Mohave County, Arizona",56805,28720,28085
0500000US04017,"Navajo County, Arizona",25800,12965,12835
0500000US04019,"Pima County, Arizona",338270,177765,160505
0500000US04021,"Pinal County, Arizona",107165,58785,48385
0500000US04023,"Santa Cruz County, Arizona",14050,7770,6280
0500000US04025,"Yavapai County, Arizona",65590,33905,31685
0500000US04027,"Yuma County, Arizona",57445,32450,24995
0500000US05001,"Arkansas County, Arkansas",7565,3960,3605
0500000US05003,"Ashley County, Arkansas",7470,4045,3425
0500000US05005,"Baxter County, Arkansas",12810,5955,6855
0500000US05007,"Benton County, Arkansas",86310,46830,39480
0500000US05009,"Boone County, Arkansas",13465,6975,6490
0500000US05011,"Bradley County, Arkansas",3835,1890,1945
0500000US05013,"Calhoun County, Arkansas",1975,1085,890
0500000US05015,"Carroll County, Arkansas",9440,5150,4290
0500000US05017,"Chicot County, Arkansas",3010,1570,1440
0500000US05019,"Clark County, Arkansas",7940,3945,4000
0500000US05021,"Clay County, Arkansas",5310,2950,2355
0500000US05023,"Cleburne County, Arkansas",8225,4440,3785
0500000US05025,"Cleveland County, Arkansas",2705,1510,1195
0500000US05027,"Columbia County, Arkansas",8090,3930,4160
0500000US05029,"Conway County, Arkansas",7230,3820,3410
0500000US05031,"Craighead County, Arkansas",37465,19415,18050
0500000US05033,"Crawford County, Arkansas",22730,11820,10910
0500000US05035,"Crittenden County, Arkansas",17640,9040,8600
0500000US05037,"Cross County, Arkansas",6485,3300,3190
0500000US05039,"Dallas County, Arkansas",2365,1265,1100
0500000US05041,"Desha County, Arkansas",4085,1865,2220
0500000US05043,"Drew County, Arkansas",6585,3225,3360
0500000US05045,"Faulkner County, Arkansas",47485,25375,22110
0500000US05047,"Franklin County, Arkansas",5860,3110,2750
0500000US05049,"Fulton County, Arkansas",3535,1615,1915
0500000US05051,"Garland County, Arkansas",33180,17540,15640
0500000US05053,"Grant County, Arkansas",6960,3790,3170
0500000US05055,"Greene County, Arkansas",15380,8265,7115
0500000US05057,"Hempstead County, Arkansas",7990,4135,3860
0500000US05059,"Hot Spring County, Arkansas",11530,6030,5505
0500000US05061,"Howard County, Arkansas",4900,2480,2420
0500000US05063,"Independence County, Arkansas",13495,7050,6445
0500000US05065,"Izard County, Arkansas",3935,1970,1965
0500000US05067,"Jackson County, Arkansas",5115,2805,2310
0500000US05069,"Jefferson County, Arkansas",26075,12510,13570
0500000US05071,"Johnson County, Arkansas",8735,4720,4010
0500000US05073,"Lafayette County, Arkansas",2000,990,1010
0500000US05075,"Lawrence County, Arkansas",5300,2700,2595
0500000US05077,"Lee County, Arkansas",2395,1100,1295
0500000US05079,"Lincoln County, Arkansas",3520,1905,1615
0500000US05081,"Little River County, Arkansas",4835,2485,2350
0500000US05083,"Logan County, Arkansas",7395,3820,3570
0500000US05085,"Lonoke County, Arkansas",27280,14315,12960
0500000US05087,"Madison County, Arkansas",5200,2715,2485
0500000US05089,"Marion County, Arkansas",5225,2615,2605
0500000US05091,"Miller County, Arkansas",15810,8420,7390
0500000US05093,"Mississippi County, Arkansas",15260,7915,7340
0500000US05095,"Monroe County, Arkansas",2465,1230,1235
0500000US05097,"Montgomery County, Arkansas",2625,1440,1180
0500000US05099,"Nevada County, Arkansas",3240,1580,1660
0500000US05101,"Newton County, Arkansas",2690,1520,1165
0500000US05103,"Ouachita County, Arkansas",9035,4600,4440
0500000US05105,"Perry County, Arkansas",3555,1975,1580
0500000US05107,"Phillips County, Arkansas",6370,2865,3510
0500000US05109,"Pike County, Arkansas",3740,1890,1850
0500000US05111,"Poinsett County, Arkansas",7880,4330,3550
0500000US05113,"Polk County, Arkansas",6960,3560,3400
0500000US05115,"Pope County, Arkansas",24315,12965,11350
0500000US05117,"Prairie County, Arkansas",2965,1615,1355
0500000US05119,"Pulaski County, Arkansas",160160,81570,78590
0500000US05121,"Randolph County, Arkansas",5590,2890,2695
0500000US05123,"St. Francis County, Arkansas",8045,4060,3990
0500000US05125,"Saline County, Arkansas",44575,23325,21250
0500000US05127,"Scott County, Arkansas",3465,1775,1690
0500000US05129,"Searcy County, Arkansas",2660,1280,1385
0500000US05131,"Sebastian County, Arkansas",47985,25480,22505
0500000US05133,"Sevier County, Arkansas",5140,2910,2235
0500000US05135,"Sharp County, Arkansas",4375,2360,2020
0500000US05137,"Stone County, Arkansas",3825,1740,2090
0500000US05139,"Union County, Arkansas",15020,7935,7085
0500000US05141,"Van Buren County, Arkansas",4530,2530,1995
0500000US05143,"Washington County, Arkansas",80395,43860,36535
0500000US05145,"White County, Arkansas",27605,14795,12810
0500000US05147,"Woodruff County, Arkansas",2480,1280,1200
0500000US05149,"Yell County, Arkansas",7465,3865,3600
0500000US06001,"Alameda County, California",487410,263085,224330
0500000US06003,"Alpine County, California",365,170,190
0500000US06005,"Amador County, California",10150,5130,5020
0500000US06007,"Butte County, California",67050,34295,32755
0500000US06009,"Calaveras County, California",14385,7630,6755
0500000US06011,"Colusa County, California",6970,3915,3055
0500000US06013,"Contra Costa County, California",356550,189005,167540
0500000US06015,"Del Norte County, California",7350,3755,3595
0500000US06017,"El Dorado County, California",64835,34205,30630
0500000US06019,"Fresno County, California",283555,153215,130340
0500000US06021,"Glenn County, California",8435,4810,3625
0500000US06023,"Humboldt County, California",44525,23560,20960
0500000US06025,"Imperial County, California",46970,25770,21205
0500000US06027,"Inyo County, California",6665,3320,3345
0500000US06029,"Kern County, California",253550,143165,110380
0500000US06031,"Kings County, California",45250,27465,17785
0500000US06033,"Lake County, California",18295,9440,8850
0500000US06035,"Lassen County, California",8235,4475,3760
0500000US06037,"Los Angeles County, California",3382050,1863540,1518510
0500000US06039,"Madera County, California",34765,19535,15230
0500000US06041,"Marin County, California",86575,44720,41855
0500000US06043,"Mariposa County, California",4960,2635,2325
0500000US06045,"Mendocino County, California",28360,14190,14170
0500000US06047,"Merced County, California",75530,41355,34175
0500000US06049,"Modoc County, California",2445,1135,1310
0500000US06051,"Mono County, California",4980,2825,2155
0500000US06053,"Monterey County, California",135485,75875,59610
0500000US06055,"Napa County, California",52260,27960,24305
0500000US06057,"Nevada County, California",33485,17390,16090
0500000US06059,"Orange County, California",1172470,652280,520190
0500000US06061,"Placer County, California",127415,66055,61360
0500000US06063,"Plumas County, California",5965,3155,2810
0500000US06065,"Riverside County, California",702155,387795,314360
0500000US06067,"Sacramento County, California",484205,247170,237035
0500000US06069,"San Benito County, California",19610,11025,8585
0500000US06071,"San Bernardino County, California",656195,360750,295445
0500000US06073,"San Diego County, California",1152185,636915,515270
0500000US06075,"San Francisco County, California",179825,101435,78390
0500000US06077,"San Joaquin County, California",215005,116215,98790
0500000US06079,"San Luis Obispo County, California",94850,50265,44585
0500000US06081,"San Mateo County, California",271145,145955,125190
0500000US06083,"Santa Barbara County, California",138585,75695,62890
0500000US06085,"Santa Clara County, California",680500,384765,295740
0500000US06087,"Santa Cruz County, California",94640,50390,44250
0500000US06089,"Shasta County, California",55990,28595,27395
0500000US06091,"Sierra County, California",900,430,470
0500000US06093,"Siskiyou County, California",12270,6210,6060
0500000US06095,"Solano County, California",149665,78215,71450
0500000US06097,"Sonoma County, California",180970,95015,85955
0500000US06099,"Stanislaus County, California",167535,92595,74940
0500000US06101,"Sutter County, California",30390,16675,13715
0500000US06103,"Tehama County, California",17935,9825,8105
0500000US06105,"Trinity County, California",3300,1615,1680
0500000US06107,"Tulare County, California",133865,74930,58940
0500000US06109,"Tuolumne County, California",16210,8065,8145
0500000US06111,"Ventura County, California",311950,172815,139135
0500000US06113,"Yolo County, California",64475,33915,30560
0500000US06115,"Yuba County, California",20985,11365,9620
0500000US08001,"Adams County, Colorado",174100,96220,77880
0500000US08003,"Alamosa County, Colorado",5125,2725,2400
0500000US08005,"Arapahoe County, Colorado",237135,125000,112140
0500000US08007,"Archuleta County, Colorado",4155,2135,2025
0500000US08009,"Baca County, Colorado",1295,685,610
0500000US08011,"Bent County, Colorado",1285,725,560
0500000US08013,"Boulder County, Colorado",107545,57305,50245
0500000US08014,"Broomfield County, Colorado",23955,12815,11140
0500000US08015,"Chaffee County, Colorado",6085,3250,2835
0500000US08017,"Cheyenne County, Colorado",845,475,370
0500000US08019,"Clear Creek County, Colorado",3880,1925,1955
0500000US08021,"Conejos County, Colorado",2420,1165,1255
0500000US08023,"Costilla County, Colorado",1010,555,455
0500000US08025,"Crowley County, Colorado",1140,720,420
0500000US08027,"Custer County, Colorado",1190,595,595
0500000US08029,"Delta County, Colorado",9365,5005,4360
0500000US08031,"Denver County, Colorado",229010,121270,107745
0500000US08033,"Dolores County, Colorado",625,350,275
0500000US08035,"Douglas County, Colorado",120475,65790,54685
0500000US08037,"Eagle County, Colorado",23090,13345,9745
0500000US08039,"Elbert County, Colorado",9110,4785,4325
0500000US08041,"El Paso County, Colorado",243060,132965,110095
0500000US08043,"Fremont County, Colorado",11930,6175,5755
0500000US08045,"Garfield County, Colorado",20760,11715,9045
0500000US08047,"Gilpin County, Colorado",2350,1325,1025
0500000US08049,"Grand County, Colorado",6310,3510,2800
0500000US08051,"Gunnison County, Colorado",5130,2860,2270
0500000US08053,"Hinsdale County, Colorado",175,110,60
0500000US08055,"Huerfano County, Colorado",1585,740,845
0500000US08057,"Jackson County, Colorado",530,265,265
0500000US08059,"Jefferson County, Colorado",227105,119050,108055
0500000US08061,"Kiowa County, Colorado",510,255,255
0500000US08063,"Kit Carson County, Colorado",3030,1730,1295
0500000US08065,"Lake County, Colorado",2615,1535,1080
0500000US08067,"La Plata County, Colorado",19915,10225,9690
0500000US08069,"Larimer County, Colorado",121630,63695,57935
0500000US08071,"Las Animas County, Colorado",5190,2945,2245
0500000US08073,"Lincoln County, Colorado",1420,650,770
0500000US08075,"Logan County, Colorado",8920,5200,3720
0500000US08077,"Mesa County, Colorado",56115,29915,26200
0500000US08079,"Mineral County, Colorado",245,110,135
0500000US08081,"Moffat County, Colorado",5235,2785,2450
0500000US08083,"Montezuma County, Colorado",8730,4555,4170
0500000US08085,"Montrose County, Colorado",14260,7490,6770
0500000US08087,"Morgan County, Colorado",10385,5750,4635
0500000US08089,"Otero County, Colorado",5905,2995,2910
0500000US08091,"Ouray County, Colorado",1255,690,560
0500000US08093,"Park County, Colorado",6830,3945,2885
0500000US08095,"Phillips County, Colorado",1450,800,655
0500000US08097,"Pitkin County, Colorado",5270,2740,2525
0500000US08099,"Prowers County, Colorado",4245,2125,2115
0500000US08101,"Pueblo County, Colorado",54695,27530,27165
0500000US08103,"Rio Blanco County, Colorado",2240,1240,1000
0500000US08105,"Rio Grande County, Colorado",3800,1915,1880
0500000US08107,"Routt County, Colorado",9630,5525,4110
0500000US08109,"Saguache County, Colorado",1960,1130,830
0500000US08111,"San Juan County, Colorado",135,85,50
0500000US08113,"San Miguel County, Colorado",2225,1270,955
0500000US08115,"Sedgwick County, Colorado",715,400,310
0500000US08117,"Summit County, Colorado",11745,6485,5265
0500000US08119,"Teller County, Colorado",8825,4575,4250
0500000US08121,"Washington County, Colorado",1695,915,780
0500000US08123,"Weld County, Colorado",98975,53975,45000
0500000US08125,"Yuma County, Colorado",3355,1905,1445
0500000US09001,"Fairfield County, Connecticut",335680,175185,160490
0500000US09003,"Hartford County, Connecticut",361045,184945,176100
0500000US09005,"Litchfield County, Connecticut",84785,43840,40940
0500000US09007,"Middlesex County, Connecticut",72670,37305,35360
0500000US09009,"New Haven County, Connecticut",344395,172280,172115
0500000US09011,"New London County, Connecticut",114210,60210,54005
0500000US09013,"Tolland County, Connecticut",66975,35370,31605
0500000US09015,"Windham County, Connecticut",49095,24550,24545
0500000US10001,"Kent County, Delaware",63105,32425,30680
0500000US10003,"New Castle County, Delaware",215725,108995,106730
0500000US10005,"Sussex County, Delaware",72660,36415,36245
0500000US11001,"District of Columbia, District of Columbia",114900,57275,57625
0500000US12001,"Alachua County, Florida",88695,44200,44500
0500000US12003,"Baker County, Florida",8990,4780,4210
0500000US12005,"Bay County, Florida",68215,35435,32780
0500000US12007,"Bradford County, Florida",8195,4500,3690
0500000US12009,"Brevard County, Florida",196710,102625,94085
0500000US12011,"Broward County, Florida",699700,358865,340840
0500000US12013,"Calhoun County, Florida",3995,1935,2055
0500000US12015,"Charlotte County, Florida",45305,22995,22310
0500000US12017,"Citrus County, Florida",37820,18520,19300
0500000US12019,"Clay County, Florida",73755,38810,34945
0500000US12021,"Collier County, Florida",102910,53280,49630
0500000US12023,"Columbia County, Florida",20680,10590,10095
0500000US12027,"DeSoto County, Florida",8650,4950,3700
0500000US12029,"Dixie County, Florida",4510,2380,2130
0500000US12031,"Duval County, Florida",347175,176345,170825
0500000US12033,"Escambia County, Florida",105470,53585,51885
0500000US12035,"Flagler County, Florida",29465,14190,15280
0500000US12037,"Franklin County, Florida",3470,1760,1710
0500000US12039,"Gadsden County, Florida",13870,6940,6930
0500000US12041,"Gilchrist County, Florida",5100,2780,2320
0500000US12043,"Glades County, Florida",2940,1310,1630
0500000US12045,"Gulf County, Florida",4610,2460,2150
0500000US12047,"Hamilton County, Florida",3745,1895,1850
0500000US12049,"Hardee County, Florida",7135,3740,3395
0500000US12051,"Hendry County, Florida",9920,5075,4845
0500000US12053,"Hernando County, Florida",48705,24110,24595
0500000US12055,"Highlands County, Florida",25655,13095,12560
0500000US12057,"Hillsborough County, Florida",481470,247500,233970
0500000US12059,"Holmes County, Florida",5450,2800,2650
0500000US12061,"Indian River County, Florida",45120,22390,22725
0500000US12063,"Jackson County, Florida",14605,7205,7400
0500000US12065,"Jefferson County, Florida",4465,2225,2240
0500000US12067,"Lafayette County, Florida",2775,1575,1200
0500000US12069,"Lake County, Florida",98900,51075,47825
0500000US12071,"Lee County, Florida",198935,101230,97705
0500000US12073,"Leon County, Florida",115780,56835,58945
0500000US12075,"Levy County, Florida",11530,5900,5630
0500000US12077,"Liberty County, Florida",2250,1265,985
0500000US12079,"Madison County, Florida",5465,2750,2720
0500000US12081,"Manatee County, Florida",109630,56195,53435
0500000US12083,"Marion County, Florida",99370,49510,49860
0500000US12085,"Martin County, Florida",47330,24555,22775
0500000US12086,"Miami-Dade County, Florida",905445,476360,429085
0500000US12087,"Monroe County, Florida",25805,14745,11060
0500000US12089,"Nassau County, Florida",26550,14500,12050
0500000US12091,"Okaloosa County, Florida",76930,42710,34215
0500000US12093,"Okeechobee County, Florida",11300,6205,5095
0500000US12095,"Orange County, Florida",469880,242755,227125
0500000US12097,"Osceola County, Florida",102105,51835,50270
0500000US12099,"Palm Beach County, Florida",475510,246395,229115
0500000US12101,"Pasco County, Florida",153495,78545,74950
0500000US12103,"Pinellas County, Florida",344665,170645,174020
0500000US12105,"Polk County, Florida",203140,104325,98815
0500000US12107,"Putnam County, Florida",21270,11290,9980
0500000US12109,"St. Johns County, Florida",74460,39460,34995
0500000US12111,"St. Lucie County, Florida",91560,46335,45225
0500000US12113,"Santa Rosa County, Florida",58180,32185,25990
0500000US12115,"Sarasota County, Florida",125540,61755,63780
0500000US12117,"Seminole County, Florida",177565,90855,86715
0500000US12119,"Sumter County, Florida",16125,7435,8690
0500000US12121,"Suwannee County, Florida",12815,7245,5570
0500000US12123,"Taylor County, Florida",6955,3645,3305
0500000US12125,"Union County, Florida",4200,2270,1930
0500000US12127,"Volusia County, Florida",170580,85100,85485
0500000US12129,"Wakulla County, Florida",11320,5740,5580
0500000US12131,"Walton County, Florida",19690,10235,9455
0500000US12133,"Washington County, Florida",7190,3790,3400
0500000US13001,"Appling County, Georgia",6205,3265,2935
0500000US13003,"Atkinson County, Georgia",2650,1455,1195
0500000US13005,"Bacon County, Georgia",3510,1730,1775
0500000US13007,"Baker County, Georgia",880,400,480
0500000US13009,"Baldwin County, Georgia",14005,6355,7655
0500000US13011,"Banks County, Georgia",6645,3745,2900
0500000US13013,"Barrow County, Georgia",27140,14460,12675
0500000US13015,"Bartow County, Georgia",37780,20180,17600
0500000US13017,"Ben Hill County, Georgia",4990,2445,2550
0500000US13019,"Berrien County, Georgia",5870,3340,2530
0500000US13021,"Bibb County, Georgia",53140,26285,26855
0500000US13023,"Bleckley County, Georgia",3975,1825,2150
0500000US13025,"Brantley County, Georgia",6110,3470,2645
0500000US13027,"Brooks County, Georgia",5150,2625,2525
0500000US13029,"Bryan County, Georgia",12345,6675,5670
0500000US13031,"Bulloch County, Georgia",24345,12555,11790
0500000US13033,"Burke County, Georgia",7355,3375,3980
0500000US13035,"Butts County, Georgia",7870,4145,3725
0500000US13037,"Calhoun County, Georgia",1295,565,730
0500000US13039,"Camden County, Georgia",20295,11705,8585
0500000US13043,"Candler County, Georgia",3755,1805,1945
0500000US13045,"Carroll County, Georgia",40520,21645,18875
0500000US13047,"Catoosa County, Georgia",26315,13445,12865
0500000US13049,"Charlton County, Georgia",3440,1820,1620
0500000US13051,"Chatham County, Georgia",101235,52280,48955
0500000US13053,"Chattahoochee County, Georgia",3350,2530,820
0500000US13055,"Chattooga County, Georgia",8700,4820,3880
0500000US13057,"Cherokee County, Georgia",86370,46335,40030
0500000US13059,"Clarke County, Georgia",39905,20065,19840
0500000US13061,"Clay County, Georgia",770,370,395
0500000US13063,"Clayton County, Georgia",91560,43500,48060
0500000US13065,"Clinch County, Georgia",2245,1125,1120
0500000US13067,"Cobb County, Georgia",291920,152820,139095
0500000US13069,"Coffee County, Georgia",13225,7115,6110
0500000US13071,"Colquitt County, Georgia",15115,7990,7125
0500000US13073,"Columbia County, Georgia",52720,28850,23870
0500000US13075,"Cook County, Georgia",6290,3180,3110
0500000US13077,"Coweta County, Georgia",50455,27890,22565
0500000US13079,"Crawford County, Georgia",4855,2610,2240
0500000US13081,"Crisp County, Georgia",7120,3220,3900
0500000US13083,"Dade County, Georgia",5715,3135,2585
0500000US13085,"Dawson County, Georgia",7965,4325,3640
0500000US13087,"Decatur County, Georgia",8665,4085,4580
0500000US13089,"DeKalb County, Georgia",249510,123945,125565
0500000US13091,"Dodge County, Georgia",7035,3750,3285
0500000US13093,"Dooly County, Georgia",4315,2170,2140
0500000US13095,"Dougherty County, Georgia",29545,13885,15655
0500000US13097,"Douglas County, Georgia",49495,25795,23700
0500000US13099,"Early County, Georgia",3170,1650,1520
0500000US13101,"Echols County, Georgia",1105,685,425
0500000US13103,"Effingham County, Georgia",20965,11185,9780
0500000US13105,"Elbert County, Georgia",6835,3325,3510
0500000US13107,"Emanuel County, Georgia",6685,3315,3375
0500000US13109,"Evans County, Georgia",3340,1745,1600
0500000US13111,"Fannin County, Georgia",7315,3805,3510
0500000US13113,"Fayette County, Georgia",41295,21670,19625
0500000US13115,"Floyd County, Georgia",32650,16795,15855
0500000US13117,"Forsyth County, Georgia",67635,37305,30330
0500000US13119,"Franklin County, Georgia",6955,3875,3080
0500000US13121,"Fulton County, Georgia",335765,175920,159845
0500000US13123,"Gilmer County, Georgia",9050,4915,4135
0500000US13125,"Glascock County, Georgia",1075,605,470
0500000US13127,"Glynn County, Georgia",30320,15250,15070
0500000US13129,"Gordon County, Georgia",20090,11190,8900
0500000US13131,"Grady County, Georgia",7520,3995,3525
0500000US13133,"Greene County, Georgia",5120,2680,2440
0500000US13135,"Gwinnett County, Georgia",318395,170030,148370
0500000US13137,"Habersham County, Georgia",14710,8100,6610
0500000US13139,"Hall County, Georgia",66220,35890,30330
0500000US13141,"Hancock County, Georgia",1915,780,1135
0500000US13143,"Haralson County, Georgia",9155,4855,4300
0500000US13145,"Harris County, Georgia",12910,6855,6055
0500000US13147,"Hart County, Georgia",8370,4385,3985
0500000US13149,"Heard County, Georgia",4010,1930,2080
0500000US13151,"Henry County, Georgia",79095,40155,38940
0500000US13153,"Houston County, Georgia",57410,29940,27470
0500000US13155,"Irwin County, Georgia",2910,1585,1325
0500000US13157,"Jackson County, Georgia",22140,11835,10305
0500000US13159,"Jasper County, Georgia",5010,2500,2510
0500000US13161,"Jeff Davis County, Georgia",4755,2760,1995
0500000US13163,"Jefferson County, Georgia",4890,2360,2535
0500000US13165,"Jenkins County, Georgia",2350,1110,1240
0500000US13167,"Johnson County, Georgia",2670,1360,1305
0500000US13169,"Jones County, Georgia",11330,5545,5785
0500000US13171,"Lamar County, Georgia",6205,3230,2970
0500000US13173,"Lanier County, Georgia",3200,1665,1535
0500000US13175,"Laurens County, Georgia",15950,8075,7880
0500000US13177,"Lee County, Georgia",11155,5620,5535
0500000US13179,"Liberty County, Georgia",24455,13965,10485
0500000US13181,"Lincoln County, Georgia",2720,1340,1375
0500000US13183,"Long County, Georgia",4850,2605,2245
0500000US13185,"Lowndes County, Georgia",41395,21330,20065
0500000US13187,"Lumpkin County, Georgia",11130,5725,5405
0500000US13189,"McDuffie County, Georgia",7355,3810,3545
0500000US13191,"McIntosh County, Georgia",4440,2225,2215
0500000US13193,"Macon County, Georgia",4020,2175,1845
0500000US13195,"Madison County, Georgia",9880,5235,4645
0500000US13197,"Marion County, Georgia",2610,1580,1030
0500000US13199,"Meriwether County, Georgia",7165,3640,3520
0500000US13201,"Miller County, Georgia",1890,1050,840
0500000US13205,"Mitchell County, Georgia",6415,3185,3230
0500000US13207,"Monroe County, Georgia",9985,5380,4605
0500000US13209,"Montgomery County, Georgia",3135,1755,1380
0500000US13211,"Morgan County, Georgia",6760,3410,3350
0500000US13213,"Murray County, Georgia",14260,7850,6410
0500000US13215,"Muscogee County, Georgia",67675,32925,34755
0500000US13217,"Newton County, Georgia",36640,17925,18715
0500000US13219,"Oconee County, Georgia",13555,7265,6295
0500000US13221,"Oglethorpe County, Georgia",5310,2825,2485
0500000US13223,"Paulding County, Georgia",56660,30220,26440
