year,state,state_po,county_name,county_fips,office,candidate,party,demVotes,repVotes,totalvotes
2012,ILLINOIS,IL,COLES,17029,PRESIDENT,MITT ROMNEY,REPUBLICAN,11631,9727,21358
2012,ILLINOIS,IL,COOK,17031,PRESIDENT,MITT ROMNEY,REPUBLICAN,495542,1516055,2011597
2012,ILLINOIS,IL,CRAWFORD,17033,PRESIDENT,MITT ROMNEY,REPUBLICAN,5585,3024,8609
2012,ILLINOIS,IL,CUMBERLAND,17035,PRESIDENT,BARACK OBAMA,DEMOCRAT,1641,3654,5295
2012,ILLINOIS,IL,DEKALB,17037,PRESIDENT,BARACK OBAMA,DEMOCRAT,21207,19885,41092
2012,ILLINOIS,IL,DE WITT,17039,PRESIDENT,BARACK OBAMA,DEMOCRAT,2601,4744,7345
2012,ILLINOIS,IL,DOUGLAS,17041,PRESIDENT,BARACK OBAMA,DEMOCRAT,2430,5467,7897
2012,ILLINOIS,IL,DUPAGE,17043,PRESIDENT,BARACK OBAMA,DEMOCRAT,199460,201619,401079
2012,ILLINOIS,IL,DUPAGE,17043,PRESIDENT,MITT ROMNEY,REPUBLICAN,195046,206033,401079
2012,ILLINOIS,IL,EDGAR,17045,PRESIDENT,MITT ROMNEY,REPUBLICAN,5132,2687,7819
2012,ILLINOIS,IL,EDWARDS,17047,PRESIDENT,MITT ROMNEY,REPUBLICAN,2405,823,3228
2012,ILLINOIS,IL,EFFINGHAM,17049,PRESIDENT,MITT ROMNEY,REPUBLICAN,12501,4112,16613
2012,ILLINOIS,IL,FAYETTE,17051,PRESIDENT,MITT ROMNEY,REPUBLICAN,5951,3020,8971
2012,ILLINOIS,IL,FORD,17053,PRESIDENT,BARACK OBAMA,DEMOCRAT,1656,4350,6006
2012,ILLINOIS,IL,FRANKLIN,17055,PRESIDENT,BARACK OBAMA,DEMOCRAT,7254,10660,17914
2012,ILLINOIS,IL,FULTON,17057,PRESIDENT,BARACK OBAMA,DEMOCRAT,8328,7028,15356
2012,ILLINOIS,IL,GALLATIN,17059,PRESIDENT,BARACK OBAMA,DEMOCRAT,1029,1544,2573
2012,ILLINOIS,IL,GREENE,17061,PRESIDENT,BARACK OBAMA,DEMOCRAT,2023,3599,5622
2012,ILLINOIS,IL,GREENE,17061,PRESIDENT,MITT ROMNEY,REPUBLICAN,3451,2171,5622
2012,ILLINOIS,IL,GRUNDY,17063,PRESIDENT,MITT ROMNEY,REPUBLICAN,11343,9901,21244
2012,ILLINOIS,IL,HAMILTON,17065,PRESIDENT,MITT ROMNEY,REPUBLICAN,2566,1375,3941
2012,ILLINOIS,IL,HANCOCK,17067,PRESIDENT,MITT ROMNEY,REPUBLICAN,5271,3840,9111
2012,ILLINOIS,IL,HARDIN,17069,PRESIDENT,MITT ROMNEY,REPUBLICAN,1535,795,2330
2012,ILLINOIS,IL,HENDERSON,17071,PRESIDENT,BARACK OBAMA,DEMOCRAT,1978,1590,3568
2012,ILLINOIS,IL,HENRY,17073,PRESIDENT,BARACK OBAMA,DEMOCRAT,12332,11990,24322
2012,ILLINOIS,IL,IROQUOIS,17075,PRESIDENT,BARACK OBAMA,DEMOCRAT,3413,9371,12784
2012,ILLINOIS,IL,JACKSON,17077,PRESIDENT,BARACK OBAMA,DEMOCRAT,13319,10693,24012
2012,ILLINOIS,IL,JASPER,17079,PRESIDENT,BARACK OBAMA,DEMOCRAT,1436,3607,5043
2012,ILLINOIS,IL,JASPER,17079,PRESIDENT,MITT ROMNEY,REPUBLICAN,3514,1529,5043
2012,ILLINOIS,IL,JEFFERSON,17081,PRESIDENT,MITT ROMNEY,REPUBLICAN,9811,6509,16320
2012,ILLINOIS,IL,JERSEY,17083,PRESIDENT,MITT ROMNEY,REPUBLICAN,6039,3920,9959
2012,ILLINOIS,IL,JO DAVIESS,17085,PRESIDENT,MITT ROMNEY,REPUBLICAN,5534,5895,11429
2012,ILLINOIS,IL,JOHNSON,17087,PRESIDENT,MITT ROMNEY,REPUBLICAN,3963,1709,5672
2012,ILLINOIS,IL,KANE,17089,PRESIDENT,BARACK OBAMA,DEMOCRAT,90332,91310,181642
2012,ILLINOIS,IL,KANKAKEE,17091,PRESIDENT,BARACK OBAMA,DEMOCRAT,21595,23914,45509
2012,ILLINOIS,IL,KENDALL,17093,PRESIDENT,BARACK OBAMA,DEMOCRAT,22471,24824,47295
2012,ILLINOIS,IL,KNOX,17095,PRESIDENT,BARACK OBAMA,DEMOCRAT,13451,9827,23278
2012,ILLINOIS,IL,LAKE,17097,PRESIDENT,BARACK OBAMA,DEMOCRAT,153757,133736,287493
2012,ILLINOIS,IL,LAKE,17097,PRESIDENT,MITT ROMNEY,REPUBLICAN,129764,157729,287493
2012,ILLINOIS,IL,LASALLE,17099,PRESIDENT,MITT ROMNEY,REPUBLICAN,23256,24003,47259
2012,ILLINOIS,IL,LAWRENCE,17101,PRESIDENT,MITT ROMNEY,REPUBLICAN,3857,2132,5989
2012,ILLINOIS,IL,LEE,17103,PRESIDENT,MITT ROMNEY,REPUBLICAN,8059,7242,15301
2012,ILLINOIS,IL,LIVINGSTON,17105,PRESIDENT,MITT ROMNEY,REPUBLICAN,9753,5286,15039
2012,ILLINOIS,IL,LOGAN,17107,PRESIDENT,BARACK OBAMA,DEMOCRAT,3978,8075,12053
2012,ILLINOIS,IL,MCDONOUGH,17109,PRESIDENT,BARACK OBAMA,DEMOCRAT,5967,6487,12454
2012,ILLINOIS,IL,MCHENRY,17111,PRESIDENT,BARACK OBAMA,DEMOCRAT,59797,74047,133844
2012,ILLINOIS,IL,MCLEAN,17113,PRESIDENT,BARACK OBAMA,DEMOCRAT,31883,41499,73382
2012,ILLINOIS,IL,MACON,17115,PRESIDENT,BARACK OBAMA,DEMOCRAT,22780,26119,48899
2012,ILLINOIS,IL,MACON,17115,PRESIDENT,MITT ROMNEY,REPUBLICAN,25309,23590,48899
2012,ILLINOIS,IL,MACOUPIN,17117,PRESIDENT,MITT ROMNEY,REPUBLICAN,10946,10064,21010
2012,ILLINOIS,IL,MADISON,17119,PRESIDENT,MITT ROMNEY,REPUBLICAN,60608,61865,122473
2012,ILLINOIS,IL,MARION,17121,PRESIDENT,MITT ROMNEY,REPUBLICAN,9248,6516,15764
2012,ILLINOIS,IL,MARSHALL,17123,PRESIDENT,MITT ROMNEY,REPUBLICAN,3290,2560,5850
2012,ILLINOIS,IL,MASON,17125,PRESIDENT,BARACK OBAMA,DEMOCRAT,2867,3405,6272
2012,ILLINOIS,IL,MASSAC,17127,PRESIDENT,BARACK OBAMA,DEMOCRAT,2092,4403,6495
2012,ILLINOIS,IL,MENARD,17129,PRESIDENT,BARACK OBAMA,DEMOCRAT,2100,4051,6151
2012,ILLINOIS,IL,MERCER,17131,PRESIDENT,BARACK OBAMA,DEMOCRAT,4507,4027,8534
2012,ILLINOIS,IL,MONROE,17133,PRESIDENT,BARACK OBAMA,DEMOCRAT,6215,11217,17432
2012,ILLINOIS,IL,MONROE,17133,PRESIDENT,MITT ROMNEY,REPUBLICAN,10888,6544,17432
2012,ILLINOIS,IL,MONTGOMERY,17135,PRESIDENT,MITT ROMNEY,REPUBLICAN,6776,5357,12133
2012,ILLINOIS,IL,MORGAN,17137,PRESIDENT,MITT ROMNEY,REPUBLICAN,7972,6124,14096
2012,ILLINOIS,IL,MOULTRIE,17139,PRESIDENT,MITT ROMNEY,REPUBLICAN,3784,2273,6057
2012,ILLINOIS,IL,OGLE,17141,PRESIDENT,MITT ROMNEY,REPUBLICAN,13422,9945,23367
2012,ILLINOIS,IL,PEORIA,17143,PRESIDENT,BARACK OBAMA,DEMOCRAT,40209,38202,78411
2012,ILLINOIS,IL,PERRY,17145,PRESIDENT,BARACK OBAMA,DEMOCRAT,3819,5730,9549
2012,ILLINOIS,IL,PIATT,17147,PRESIDENT,BARACK OBAMA,DEMOCRAT,3090,5617,8707
2012,ILLINOIS,IL,PIKE,17149,PRESIDENT,BARACK OBAMA,DEMOCRAT,2278,5008,7286
2012,ILLINOIS,IL,POPE,17151,PRESIDENT,BARACK OBAMA,DEMOCRAT,650,1572,2222
2012,ILLINOIS,IL,POPE,17151,PRESIDENT,MITT ROMNEY,REPUBLICAN,1512,710,2222
2012,ILLINOIS,IL,PULASKI,17153,PRESIDENT,MITT ROMNEY,REPUBLICAN,1564,1439,3003
2012,ILLINOIS,IL,PUTNAM,17155,PRESIDENT,MITT ROMNEY,REPUBLICAN,1502,1633,3135
2012,ILLINOIS,IL,RANDOLPH,17157,PRESIDENT,MITT ROMNEY,REPUBLICAN,8290,6102,14392
2012,ILLINOIS,IL,RICHLAND,17159,PRESIDENT,MITT ROMNEY,REPUBLICAN,4756,2526,7282
2012,ILLINOIS,IL,ROCK ISLAND,17161,PRESIDENT,BARACK OBAMA,DEMOCRAT,39157,25859,65016
2012,ILLINOIS,IL,ST. CLAIR,17163,PRESIDENT,BARACK OBAMA,DEMOCRAT,67285,52181,119466
2012,ILLINOIS,IL,SALINE,17165,PRESIDENT,BARACK OBAMA,DEMOCRAT,3701,7019,10720
2012,ILLINOIS,IL,SANGAMON,17167,PRESIDENT,BARACK OBAMA,DEMOCRAT,42107,52190,94297
2012,ILLINOIS,IL,SCHUYLER,17169,PRESIDENT,BARACK OBAMA,DEMOCRAT,1727,2163,3890
2012,ILLINOIS,IL,SCHUYLER,17169,PRESIDENT,MITT ROMNEY,REPUBLICAN,2069,1821,3890
2012,ILLINOIS,IL,SCOTT,17171,PRESIDENT,MITT ROMNEY,REPUBLICAN,1587,968,2555
2012,ILLINOIS,IL,SHELBY,17173,PRESIDENT,MITT ROMNEY,REPUBLICAN,6843,3552,10395
2012,ILLINOIS,IL,STARK,17175,PRESIDENT,MITT ROMNEY,REPUBLICAN,1528,1134,2662
2012,ILLINOIS,IL,STEPHENSON,17177,PRESIDENT,MITT ROMNEY,REPUBLICAN,10512,10543,21055
2012,ILLINOIS,IL,TAZEWELL,17179,PRESIDENT,BARACK OBAMA,DEMOCRAT,24438,36610,61048
2012,ILLINOIS,IL,UNION,17181,PRESIDENT,BARACK OBAMA,DEMOCRAT,3137,5145,8282
2012,ILLINOIS,IL,VERMILION,17183,PRESIDENT,BARACK OBAMA,DEMOCRAT,12878,17436,30314
2012,ILLINOIS,IL,WABASH,17185,PRESIDENT,BARACK OBAMA,DEMOCRAT,1590,3544,5134
2012,ILLINOIS,IL,WARREN,17187,PRESIDENT,BARACK OBAMA,DEMOCRAT,4044,3749,7793
2012,ILLINOIS,IL,WARREN,17187,PRESIDENT,MITT ROMNEY,REPUBLICAN,3618,4175,7793
2012,ILLINOIS,IL,WASHINGTON,17189,PRESIDENT,MITT ROMNEY,REPUBLICAN,4792,2613,7405
2012,ILLINOIS,IL,WAYNE,17191,PRESIDENT,MITT ROMNEY,REPUBLICAN,5988,1692,7680
2012,ILLINOIS,IL,WHITE,17193,PRESIDENT,MITT ROMNEY,REPUBLICAN,4731,2333,7064
2012,ILLINOIS,IL,WHITESIDE,17195,PRESIDENT,MITT ROMNEY,REPUBLICAN,10334,15320,25654
2012,ILLINOIS,IL,WILL,17197,PRESIDENT,BARACK OBAMA,DEMOCRAT,144229,133158,277387
2012,ILLINOIS,IL,WILLIAMSON,17199,PRESIDENT,BARACK OBAMA,DEMOCRAT,10647,18496,29143
2012,ILLINOIS,IL,WINNEBAGO,17201,PRESIDENT,BARACK OBAMA,DEMOCRAT,61732,57252,118984
2012,ILLINOIS,IL,WOODFORD,17203,PRESIDENT,BARACK OBAMA,DEMOCRAT,5572,13302,18874
2012,INDIANA,IN,ADAMS,18001,PRESIDENT,BARACK OBAMA,DEMOCRAT,3806,9205,13011
2012,INDIANA,IN,ADAMS,18001,PRESIDENT,MITT ROMNEY,REPUBLICAN,8937,4074,13011
2012,INDIANA,IN,ALLEN,18003,PRESIDENT,MITT ROMNEY,REPUBLICAN,84613,62326,146939
2012,INDIANA,IN,BARTHOLOMEW,18005,PRESIDENT,MITT ROMNEY,REPUBLICAN,18083,11243,29326
2012,INDIANA,IN,BENTON,18007,PRESIDENT,MITT ROMNEY,REPUBLICAN,2329,1249,3578
2012,INDIANA,IN,BLACKFORD,18009,PRESIDENT,MITT ROMNEY,REPUBLICAN,2711,2032,4743
2012,INDIANA,IN,BOONE,18011,PRESIDENT,BARACK OBAMA,DEMOCRAT,8328,19409,27737
2012,INDIANA,IN,BROWN,18013,PRESIDENT,BARACK OBAMA,DEMOCRAT,3060,4544,7604
2012,INDIANA,IN,CARROLL,18015,PRESIDENT,BARACK OBAMA,DEMOCRAT,2635,5175,7810
2012,INDIANA,IN,CASS,18017,PRESIDENT,BARACK OBAMA,DEMOCRAT,5371,8790,14161
2012,INDIANA,IN,CLARK,18019,PRESIDENT,BARACK OBAMA,DEMOCRAT,20807,26339,47146
2012,INDIANA,IN,CLARK,18019,PRESIDENT,MITT ROMNEY,REPUBLICAN,25450,21696,47146
2012,INDIANA,IN,CLAY,18021,PRESIDENT,MITT ROMNEY,REPUBLICAN,7096,3688,10784
2012,INDIANA,IN,CLINTON,18023,PRESIDENT,MITT ROMNEY,REPUBLICAN,6338,3545,9883
2012,INDIANA,IN,CRAWFORD,18025,PRESIDENT,MITT ROMNEY,REPUBLICAN,2421,2169,4590
2012,INDIANA,IN,DAVIESS,18027,PRESIDENT,MITT ROMNEY,REPUBLICAN,7638,2612,10250
2012,INDIANA,IN,DEARBORN,18029,PRESIDENT,BARACK OBAMA,DEMOCRAT,6528,15828,22356
2012,INDIANA,IN,DECATUR,18031,PRESIDENT,BARACK OBAMA,DEMOCRAT,2941,7367,10308
2012,INDIANA,IN,DEKALB,18033,PRESIDENT,BARACK OBAMA,DEMOCRAT,5419,10909,16328
2012,INDIANA,IN,DELAWARE,18035,PRESIDENT,BARACK OBAMA,DEMOCRAT,22654,22314,44968
2012,INDIANA,IN,DUBOIS,18037,PRESIDENT,BARACK OBAMA,DEMOCRAT,6522,12020,18542
2012,INDIANA,IN,DUBOIS,18037,PRESIDENT,MITT ROMNEY,REPUBLICAN,11654,6888,18542
2012,INDIANA,IN,ELKHART,18039,PRESIDENT,MITT ROMNEY,REPUBLICAN,42378,25474,67852
2012,INDIANA,IN,FAYETTE,18041,PRESIDENT,MITT ROMNEY,REPUBLICAN,5045,3792,8837
2012,INDIANA,IN,FLOYD,18043,PRESIDENT,MITT ROMNEY,REPUBLICAN,19878,15427,35305
2012,INDIANA,IN,FOUNTAIN,18045,PRESIDENT,MITT ROMNEY,REPUBLICAN,4664,2447,7111
2012,INDIANA,IN,FRANKLIN,18047,PRESIDENT,BARACK OBAMA,DEMOCRAT,2909,7651,10560
2012,INDIANA,IN,FULTON,18049,PRESIDENT,BARACK OBAMA,DEMOCRAT,2621,5505,8126
2012,INDIANA,IN,GIBSON,18051,PRESIDENT,BARACK OBAMA,DEMOCRAT,4928,9793,14721
2012,INDIANA,IN,GRANT,18053,PRESIDENT,BARACK OBAMA,DEMOCRAT,9589,15696,25285
2012,INDIANA,IN,GREENE,18055,PRESIDENT,BARACK OBAMA,DEMOCRAT,4350,8761,13111
2012,INDIANA,IN,GREENE,18055,PRESIDENT,MITT ROMNEY,REPUBLICAN,8457,4654,13111
2012,INDIANA,IN,HAMILTON,18057,PRESIDENT,MITT ROMNEY,REPUBLICAN,90747,46116,136863
2012,INDIANA,IN,HANCOCK,18059,PRESIDENT,MITT ROMNEY,REPUBLICAN,22796,10047,32843
2012,INDIANA,IN,HARRISON,18061,PRESIDENT,MITT ROMNEY,REPUBLICAN,10640,7031,17671
2012,INDIANA,IN,HENDRICKS,18063,PRESIDENT,MITT ROMNEY,REPUBLICAN,44312,22332,66644
2012,INDIANA,IN,HENRY,18065,PRESIDENT,BARACK OBAMA,DEMOCRAT,7613,11394,19007
2012,INDIANA,IN,HOWARD,18067,PRESIDENT,BARACK OBAMA,DEMOCRAT,15135,21155,36290
2012,INDIANA,IN,HUNTINGTON,18069,PRESIDENT,BARACK OBAMA,DEMOCRAT,4596,11169,15765
2012,INDIANA,IN,JACKSON,18071,PRESIDENT,BARACK OBAMA,DEMOCRAT,5838,10874,16712
2012,INDIANA,IN,JASPER,18073,PRESIDENT,BARACK OBAMA,DEMOCRAT,4672,8224,12896
2012,INDIANA,IN,JASPER,18073,PRESIDENT,MITT ROMNEY,REPUBLICAN,7955,4941,12896
2012,INDIANA,IN,JAY,18075,PRESIDENT,MITT ROMNEY,REPUBLICAN,4645,3256,7901
2012,INDIANA,IN,JEFFERSON,18077,PRESIDENT,MITT ROMNEY,REPUBLICAN,7096,6030,13126
2012,INDIANA,IN,JENNINGS,18079,PRESIDENT,MITT ROMNEY,REPUBLICAN,6120,4130,10250
2012,INDIANA,IN,JOHNSON,18081,PRESIDENT,MITT ROMNEY,REPUBLICAN,39513,18451,57964
2012,INDIANA,IN,KNOX,18083,PRESIDENT,BARACK OBAMA,DEMOCRAT,5228,9917,15145
2012,INDIANA,IN,KOSCIUSKO,18085,PRESIDENT,BARACK OBAMA,DEMOCRAT,6862,23198,30060
2012,INDIANA,IN,LAGRANGE,18087,PRESIDENT,BARACK OBAMA,DEMOCRAT,2898,6418,9316
2012,INDIANA,IN,LAKE,18089,PRESIDENT,BARACK OBAMA,DEMOCRAT,130897,70861,201758
2012,INDIANA,IN,LAPORTE,18091,PRESIDENT,BARACK OBAMA,DEMOCRAT,24107,19574,43681
2012,INDIANA,IN,LAPORTE,18091,PRESIDENT,MITT ROMNEY,REPUBLICAN,18615,25066,43681
2012,INDIANA,IN,LAWRENCE,18093,PRESIDENT,MITT ROMNEY,REPUBLICAN,11622,6200,17822
2012,INDIANA,IN,MADISON,18095,PRESIDENT,MITT ROMNEY,REPUBLICAN,26769,25601,52370
2012,INDIANA,IN,MARION,18097,PRESIDENT,MITT ROMNEY,REPUBLICAN,136509,222500,359009
2012,INDIANA,IN,MARSHALL,18099,PRESIDENT,MITT ROMNEY,REPUBLICAN,11260,6505,17765
2012,INDIANA,IN,MARTIN,18101,PRESIDENT,BARACK OBAMA,DEMOCRAT,1351,3392,4743
2012,INDIANA,IN,MIAMI,18103,PRESIDENT,BARACK OBAMA,DEMOCRAT,4222,8559,12781
2012,INDIANA,IN,MONROE,18105,PRESIDENT,BARACK OBAMA,DEMOCRAT,33436,23787,57223
2012,INDIANA,IN,MONTGOMERY,18107,PRESIDENT,BARACK OBAMA,DEMOCRAT,4271,10169,14440
2012,INDIANA,IN,MORGAN,18109,PRESIDENT,BARACK OBAMA,DEMOCRAT,7969,20297,28266
2012,INDIANA,IN,MORGAN,18109,PRESIDENT,MITT ROMNEY,REPUBLICAN,19591,8675,28266
2012,INDIANA,IN,NEWTON,18111,PRESIDENT,MITT ROMNEY,REPUBLICAN,3291,2363,5654
2012,INDIANA,IN,NOBLE,18113,PRESIDENT,MITT ROMNEY,REPUBLICAN,10680,5564,16244
2012,INDIANA,IN,OHIO,18115,PRESIDENT,MITT ROMNEY,REPUBLICAN,1759,1060,2819
2012,INDIANA,IN,ORANGE,18117,PRESIDENT,MITT ROMNEY,REPUBLICAN,4617,3159,7776
2012,INDIANA,IN,OWEN,18119,PRESIDENT,BARACK OBAMA,DEMOCRAT,2823,5290,8113
2012,INDIANA,IN,PARKE,18121,PRESIDENT,BARACK OBAMA,DEMOCRAT,2110,4405,6515
2012,INDIANA,IN,PERRY,18123,PRESIDENT,BARACK OBAMA,DEMOCRAT,4316,3559,7875
2012,INDIANA,IN,PIKE,18125,PRESIDENT,BARACK OBAMA,DEMOCRAT,2125,3801,5926
2012,INDIANA,IN,PORTER,18127,PRESIDENT,BARACK OBAMA,DEMOCRAT,37252,35787,73039
2012,INDIANA,IN,PORTER,18127,PRESIDENT,MITT ROMNEY,REPUBLICAN,34406,38633,73039
2012,INDIANA,IN,POSEY,18129,PRESIDENT,MITT ROMNEY,REPUBLICAN,7430,4796,12226
2012,INDIANA,IN,PULASKI,18131,PRESIDENT,MITT ROMNEY,REPUBLICAN,3366,2033,5399
2012,INDIANA,IN,PUTNAM,18133,PRESIDENT,MITT ROMNEY,REPUBLICAN,9005,4824,13829
2012,INDIANA,IN,RANDOLPH,18135,PRESIDENT,MITT ROMNEY,REPUBLICAN,6218,3971,10189
2012,INDIANA,IN,RIPLEY,18137,PRESIDENT,BARACK OBAMA,DEMOCRAT,3241,7742,10983
2012,INDIANA,IN,RUSH,18139,PRESIDENT,BARACK OBAMA,DEMOCRAT,2221,4805,7026
2012,INDIANA,IN,ST. JOSEPH,18141,PRESIDENT,BARACK OBAMA,DEMOCRAT,56460,54244,110704
2012,INDIANA,IN,SCOTT,18143,PRESIDENT,BARACK OBAMA,DEMOCRAT,3998,4722,8720
2012,INDIANA,IN,SHELBY,18145,PRESIDENT,BARACK OBAMA,DEMOCRAT,5359,11401,16760
2012,INDIANA,IN,SHELBY,18145,PRESIDENT,MITT ROMNEY,REPUBLICAN,10978,5782,16760
2012,INDIANA,IN,SPENCER,18147,PRESIDENT,MITT ROMNEY,REPUBLICAN,5515,4213,9728
2012,INDIANA,IN,STARKE,18149,PRESIDENT,MITT ROMNEY,REPUBLICAN,4738,4016,8754
2012,INDIANA,IN,STEUBEN,18151,PRESIDENT,MITT ROMNEY,REPUBLICAN,8547,5148,13695
2012,INDIANA,IN,SULLIVAN,18153,PRESIDENT,MITT ROMNEY,REPUBLICAN,4902,3388,8290
2012,INDIANA,IN,SWITZERLAND,18155,PRESIDENT,BARACK OBAMA,DEMOCRAT,1437,1960,3397
2012,INDIANA,IN,TIPPECANOE,18157,PRESIDENT,BARACK OBAMA,DEMOCRAT,26711,30185,56896
2012,INDIANA,IN,TIPTON,18159,PRESIDENT,BARACK OBAMA,DEMOCRAT,2432,4933,7365
2012,INDIANA,IN,UNION,18161,PRESIDENT,BARACK OBAMA,DEMOCRAT,1018,2082,3100
2012,INDIANA,IN,VANDERBURGH,18163,PRESIDENT,BARACK OBAMA,DEMOCRAT,31725,40679,72404
2012,INDIANA,IN,VANDERBURGH,18163,PRESIDENT,MITT ROMNEY,REPUBLICAN,39389,33015,72404
2012,INDIANA,IN,VERMILLION,18165,PRESIDENT,MITT ROMNEY,REPUBLICAN,3426,3155,6581
2012,INDIANA,IN,VIGO,18167,PRESIDENT,MITT ROMNEY,REPUBLICAN,19369,20508,39877
2012,INDIANA,IN,WABASH,18169,PRESIDENT,MITT ROMNEY,REPUBLICAN,8644,4230,12874
2012,INDIANA,IN,WARREN,18171,PRESIDENT,MITT ROMNEY,REPUBLICAN,2377,1423,3800
2012,INDIANA,IN,WARRICK,18173,PRESIDENT,BARACK OBAMA,DEMOCRAT,8793,15837,24630
2012,INDIANA,IN,WASHINGTON,18175,PRESIDENT,BARACK OBAMA,DEMOCRAT,3909,6828,10737
2012,INDIANA,IN,WAYNE,18177,PRESIDENT,BARACK OBAMA,DEMOCRAT,10591,14886,25477
2012,INDIANA,IN,WELLS,18179,PRESIDENT,BARACK OBAMA,DEMOCRAT,3436,9499,12935
2012,INDIANA,IN,WHITE,18181,PRESIDENT,BARACK OBAMA,DEMOCRAT,3637,6266,9903
2012,INDIANA,IN,WHITE,18181,PRESIDENT,MITT ROMNEY,REPUBLICAN,5970,3933,9903
2012,INDIANA,IN,WHITLEY,18183,PRESIDENT,MITT ROMNEY,REPUBLICAN,10258,4753,15011
2012,IOWA,IA,ADAIR,19001,PRESIDENT,MITT ROMNEY,REPUBLICAN,2114,1882,3996
2012,IOWA,IA,ADAMS,19003,PRESIDENT,MITT ROMNEY,REPUBLICAN,1108,1077,2185
2012,IOWA,IA,ALLAMAKEE,19005,PRESIDENT,MITT ROMNEY,REPUBLICAN,3264,3670,6934
2012,IOWA,IA,APPANOOSE,19007,PRESIDENT,BARACK OBAMA,DEMOCRAT,2951,3294,6245
2012,IOWA,IA,AUDUBON,19009,PRESIDENT,BARACK OBAMA,DEMOCRAT,1611,1846,3457
2012,IOWA,IA,BENTON,19011,PRESIDENT,BARACK OBAMA,DEMOCRAT,6862,7161,14023
2012,IOWA,IA,BLACK HAWK,19013,PRESIDENT,BARACK OBAMA,DEMOCRAT,39821,27320,67141
2012,IOWA,IA,BOONE,19015,PRESIDENT,BARACK OBAMA,DEMOCRAT,7512,6876,14388
2012,IOWA,IA,BOONE,19015,PRESIDENT,MITT ROMNEY,REPUBLICAN,6556,7832,14388
2012,IOWA,IA,BREMER,19017,PRESIDENT,MITT ROMNEY,REPUBLICAN,6405,6941,13346
2012,IOWA,IA,BUCHANAN,19019,PRESIDENT,MITT ROMNEY,REPUBLICAN,4450,6085,10535
2012,IOWA,IA,BUENA VISTA,19021,PRESIDENT,MITT ROMNEY,REPUBLICAN,4554,3829,8383
2012,IOWA,IA,BUTLER,19023,PRESIDENT,MITT ROMNEY,REPUBLICAN,4106,3439,7545
2012,IOWA,IA,CALHOUN,19025,PRESIDENT,BARACK OBAMA,DEMOCRAT,2238,2992,5230
2012,IOWA,IA,CARROLL,19027,PRESIDENT,BARACK OBAMA,DEMOCRAT,4947,5727,10674
2012,IOWA,IA,CASS,19029,PRESIDENT,BARACK OBAMA,DEMOCRAT,2858,4347,7205
2012,IOWA,IA,CEDAR,19031,PRESIDENT,BARACK OBAMA,DEMOCRAT,4972,4677,9649
2012,IOWA,IA,CERRO GORDO,19033,PRESIDENT,BARACK OBAMA,DEMOCRAT,13316,10508,23824
2012,IOWA,IA,CERRO GORDO,19033,PRESIDENT,MITT ROMNEY,REPUBLICAN,10128,13696,23824
2012,IOWA,IA,CHEROKEE,19035,PRESIDENT,MITT ROMNEY,REPUBLICAN,3662,2753,6415
2012,IOWA,IA,CHICKASAW,19037,PRESIDENT,MITT ROMNEY,REPUBLICAN,2836,3648,6484
2012,IOWA,IA,CLARKE,19039,PRESIDENT,MITT ROMNEY,REPUBLICAN,2124,2306,4430
2012,IOWA,IA,CLAY,19041,PRESIDENT,MITT ROMNEY,REPUBLICAN,4951,3551,8502
2012,IOWA,IA,CLAYTON,19043,PRESIDENT,BARACK OBAMA,DEMOCRAT,4806,4332,9138
2012,IOWA,IA,CLINTON,19045,PRESIDENT,BARACK OBAMA,DEMOCRAT,15141,9859,25000
2012,IOWA,IA,CRAWFORD,19047,PRESIDENT,BARACK OBAMA,DEMOCRAT,3066,3686,6752
2012,IOWA,IA,DALLAS,19049,PRESIDENT,BARACK OBAMA,DEMOCRAT,16576,21540,38116
2012,IOWA,IA,DAVIS,19051,PRESIDENT,BARACK OBAMA,DEMOCRAT,1520,2253,3773
2012,IOWA,IA,DAVIS,19051,PRESIDENT,MITT ROMNEY,REPUBLICAN,2138,1635,3773
2012,IOWA,IA,DECATUR,19053,PRESIDENT,MITT ROMNEY,REPUBLICAN,1947,1886,3833
2012,IOWA,IA,DELAWARE,19055,PRESIDENT,MITT ROMNEY,REPUBLICAN,4636,4742,9378
2012,IOWA,IA,DES MOINES,19057,PRESIDENT,MITT ROMNEY,REPUBLICAN,8136,12249,20385
2012,IOWA,IA,DICKINSON,19059,PRESIDENT,MITT ROMNEY,REPUBLICAN,5912,4247,10159
2012,IOWA,IA,DUBUQUE,19061,PRESIDENT,BARACK OBAMA,DEMOCRAT,28768,22126,50894
2012,IOWA,IA,EMMET,19063,PRESIDENT,BARACK OBAMA,DEMOCRAT,2099,2588,4687
2012,IOWA,IA,FAYETTE,19065,PRESIDENT,BARACK OBAMA,DEMOCRAT,5732,4634,10366
2012,IOWA,IA,FLOYD,19067,PRESIDENT,BARACK OBAMA,DEMOCRAT,4680,3577,8257
2012,IOWA,IA,FRANKLIN,19069,PRESIDENT,BARACK OBAMA,DEMOCRAT,2266,2920,5186
2012,IOWA,IA,FRANKLIN,19069,PRESIDENT,MITT ROMNEY,REPUBLICAN,2823,2363,5186
2012,IOWA,IA,FREMONT,19071,PRESIDENT,MITT ROMNEY,REPUBLICAN,1972,1696,3668
