year,state,state_po,county_name,county_fips,office,candidate,party,demVotes,repVotes,totalvotes
2012,NEBRASKA,NE,NEMAHA,31127,PRESIDENT,MITT ROMNEY,REPUBLICAN,2012,1202,3214
2012,NEBRASKA,NE,NUCKOLLS,31129,PRESIDENT,MITT ROMNEY,REPUBLICAN,1574,617,2191
2012,NEBRASKA,NE,OTOE,31131,PRESIDENT,BARACK OBAMA,DEMOCRAT,2561,4421,6982
2012,NEBRASKA,NE,PAWNEE,31133,PRESIDENT,BARACK OBAMA,DEMOCRAT,400,941,1341
2012,NEBRASKA,NE,PERKINS,31135,PRESIDENT,BARACK OBAMA,DEMOCRAT,238,1156,1394
2012,NEBRASKA,NE,PHELPS,31137,PRESIDENT,BARACK OBAMA,DEMOCRAT,880,3500,4380
2012,NEBRASKA,NE,PIERCE,31139,PRESIDENT,BARACK OBAMA,DEMOCRAT,637,2794,3431
2012,NEBRASKA,NE,PIERCE,31139,PRESIDENT,MITT ROMNEY,REPUBLICAN,2707,724,3431
2012,NEBRASKA,NE,PLATTE,31141,PRESIDENT,MITT ROMNEY,REPUBLICAN,10061,3412,13473
2012,NEBRASKA,NE,POLK,31143,PRESIDENT,MITT ROMNEY,REPUBLICAN,1890,567,2457
2012,NEBRASKA,NE,RED WILLOW,31145,PRESIDENT,MITT ROMNEY,REPUBLICAN,3891,1045,4936
2012,NEBRASKA,NE,RICHARDSON,31147,PRESIDENT,MITT ROMNEY,REPUBLICAN,2443,1296,3739
2012,NEBRASKA,NE,ROCK,31149,PRESIDENT,BARACK OBAMA,DEMOCRAT,103,686,789
2012,NEBRASKA,NE,SALINE,31151,PRESIDENT,BARACK OBAMA,DEMOCRAT,2289,2669,4958
2012,NEBRASKA,NE,SARPY,31153,PRESIDENT,BARACK OBAMA,DEMOCRAT,26671,44819,71490
2012,NEBRASKA,NE,SAUNDERS,31155,PRESIDENT,BARACK OBAMA,DEMOCRAT,3307,7005,10312
2012,NEBRASKA,NE,SCOTTS BLUFF,31157,PRESIDENT,BARACK OBAMA,DEMOCRAT,4327,9960,14287
2012,NEBRASKA,NE,SCOTTS BLUFF,31157,PRESIDENT,MITT ROMNEY,REPUBLICAN,9648,4639,14287
2012,NEBRASKA,NE,SEWARD,31159,PRESIDENT,MITT ROMNEY,REPUBLICAN,5003,2570,7573
2012,NEBRASKA,NE,SHERIDAN,31161,PRESIDENT,MITT ROMNEY,REPUBLICAN,2021,451,2472
2012,NEBRASKA,NE,SHERMAN,31163,PRESIDENT,MITT ROMNEY,REPUBLICAN,927,603,1530
2012,NEBRASKA,NE,SIOUX,31165,PRESIDENT,MITT ROMNEY,REPUBLICAN,624,115,739
2012,NEBRASKA,NE,STANTON,31167,PRESIDENT,BARACK OBAMA,DEMOCRAT,614,2030,2644
2012,NEBRASKA,NE,THAYER,31169,PRESIDENT,BARACK OBAMA,DEMOCRAT,728,1931,2659
2012,NEBRASKA,NE,THOMAS,31171,PRESIDENT,BARACK OBAMA,DEMOCRAT,42,366,408
2012,NEBRASKA,NE,THURSTON,31173,PRESIDENT,BARACK OBAMA,DEMOCRAT,1247,968,2215
2012,NEBRASKA,NE,VALLEY,31175,PRESIDENT,BARACK OBAMA,DEMOCRAT,498,1697,2195
2012,NEBRASKA,NE,VALLEY,31175,PRESIDENT,MITT ROMNEY,REPUBLICAN,1657,538,2195
2012,NEBRASKA,NE,WASHINGTON,31177,PRESIDENT,MITT ROMNEY,REPUBLICAN,6899,3347,10246
2012,NEBRASKA,NE,WAYNE,31179,PRESIDENT,MITT ROMNEY,REPUBLICAN,2493,1189,3682
2012,NEBRASKA,NE,WEBSTER,31181,PRESIDENT,MITT ROMNEY,REPUBLICAN,1258,484,1742
2012,NEBRASKA,NE,WHEELER,31183,PRESIDENT,MITT ROMNEY,REPUBLICAN,345,103,448
2012,NEBRASKA,NE,YORK,31185,PRESIDENT,BARACK OBAMA,DEMOCRAT,1373,4982,6355
2012,NEVADA,NV,CHURCHILL,32001,PRESIDENT,BARACK OBAMA,DEMOCRAT,2961,7304,10265
2012,NEVADA,NV,CLARK,32003,PRESIDENT,BARACK OBAMA,DEMOCRAT,389936,301254,691190
2012,NEVADA,NV,DOUGLAS,32005,PRESIDENT,BARACK OBAMA,DEMOCRAT,9297,16778,26075
2012,NEVADA,NV,ELKO,32007,PRESIDENT,BARACK OBAMA,DEMOCRAT,3511,12475,15986
2012,NEVADA,NV,ELKO,32007,PRESIDENT,MITT ROMNEY,REPUBLICAN,12014,3972,15986
2012,NEVADA,NV,ESMERALDA,32009,PRESIDENT,MITT ROMNEY,REPUBLICAN,317,118,435
2012,NEVADA,NV,EUREKA,32011,PRESIDENT,MITT ROMNEY,REPUBLICAN,663,145,808
2012,NEVADA,NV,HUMBOLDT,32013,PRESIDENT,MITT ROMNEY,REPUBLICAN,3810,1934,5744
2012,NEVADA,NV,LANDER,32015,PRESIDENT,MITT ROMNEY,REPUBLICAN,1580,585,2165
2012,NEVADA,NV,LINCOLN,32017,PRESIDENT,BARACK OBAMA,DEMOCRAT,400,1752,2152
2012,NEVADA,NV,LYON,32019,PRESIDENT,BARACK OBAMA,DEMOCRAT,7380,14085,21465
2012,NEVADA,NV,MINERAL,32021,PRESIDENT,BARACK OBAMA,DEMOCRAT,863,1172,2035
2012,NEVADA,NV,NYE,32023,PRESIDENT,BARACK OBAMA,DEMOCRAT,6320,11202,17522
2012,NEVADA,NV,PERSHING,32027,PRESIDENT,BARACK OBAMA,DEMOCRAT,632,1252,1884
2012,NEVADA,NV,PERSHING,32027,PRESIDENT,MITT ROMNEY,REPUBLICAN,1167,717,1884
2012,NEVADA,NV,STOREY,32029,PRESIDENT,MITT ROMNEY,REPUBLICAN,1321,993,2314
2012,NEVADA,NV,WASHOE,32031,PRESIDENT,MITT ROMNEY,REPUBLICAN,88453,99402,187855
2012,NEVADA,NV,WHITE PINE,32033,PRESIDENT,MITT ROMNEY,REPUBLICAN,2601,1103,3704
2012,NEVADA,NV,CARSON CITY,32510,PRESIDENT,MITT ROMNEY,REPUBLICAN,12394,10925,23319
2012,NEW HAMPSHIRE,NH,BELKNAP,33001,PRESIDENT,BARACK OBAMA,DEMOCRAT,15890,17996,33886
2012,NEW HAMPSHIRE,NH,CARROLL,33003,PRESIDENT,BARACK OBAMA,DEMOCRAT,13977,14615,28592
2012,NEW HAMPSHIRE,NH,CHESHIRE,33005,PRESIDENT,BARACK OBAMA,DEMOCRAT,25380,15983,41363
2012,NEW HAMPSHIRE,NH,COOS,33007,PRESIDENT,BARACK OBAMA,DEMOCRAT,9095,6607,15702
2012,NEW HAMPSHIRE,NH,GRAFTON,33009,PRESIDENT,BARACK OBAMA,DEMOCRAT,29826,19179,49005
2012,NEW HAMPSHIRE,NH,GRAFTON,33009,PRESIDENT,MITT ROMNEY,REPUBLICAN,18208,30797,49005
2012,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011,PRESIDENT,MITT ROMNEY,REPUBLICAN,99991,105681,205672
2012,NEW HAMPSHIRE,NH,MERRIMACK,33013,PRESIDENT,MITT ROMNEY,REPUBLICAN,34524,45974,80498
2012,NEW HAMPSHIRE,NH,ROCKINGHAM,33015,PRESIDENT,MITT ROMNEY,REPUBLICAN,87921,82498,170419
2012,NEW HAMPSHIRE,NH,STRAFFORD,33017,PRESIDENT,MITT ROMNEY,REPUBLICAN,26729,37231,63960
2012,NEW HAMPSHIRE,NH,SULLIVAN,33019,PRESIDENT,BARACK OBAMA,DEMOCRAT,12166,9668,21834
2012,NEW JERSEY,NJ,ATLANTIC,34001,PRESIDENT,BARACK OBAMA,DEMOCRAT,65600,47579,113179
2012,NEW JERSEY,NJ,BERGEN,34003,PRESIDENT,BARACK OBAMA,DEMOCRAT,212754,172653,385407
2012,NEW JERSEY,NJ,BURLINGTON,34005,PRESIDENT,BARACK OBAMA,DEMOCRAT,126377,89559,215936
2012,NEW JERSEY,NJ,CAMDEN,34007,PRESIDENT,BARACK OBAMA,DEMOCRAT,153682,71746,225428
2012,NEW JERSEY,NJ,CAMDEN,34007,PRESIDENT,MITT ROMNEY,REPUBLICAN,69476,155952,225428
2012,NEW JERSEY,NJ,CAPE MAY,34009,PRESIDENT,MITT ROMNEY,REPUBLICAN,25781,22150,47931
2012,NEW JERSEY,NJ,CUMBERLAND,34011,PRESIDENT,MITT ROMNEY,REPUBLICAN,20658,34634,55292
2012,NEW JERSEY,NJ,ESSEX,34013,PRESIDENT,MITT ROMNEY,REPUBLICAN,64406,238613,303019
2012,NEW JERSEY,NJ,GLOUCESTER,34015,PRESIDENT,MITT ROMNEY,REPUBLICAN,59456,75730,135186
2012,NEW JERSEY,NJ,HUDSON,34017,PRESIDENT,BARACK OBAMA,DEMOCRAT,153108,44396,197504
2012,NEW JERSEY,NJ,HUNTERDON,34019,PRESIDENT,BARACK OBAMA,DEMOCRAT,26876,39618,66494
2012,NEW JERSEY,NJ,MERCER,34021,PRESIDENT,BARACK OBAMA,DEMOCRAT,104377,49134,153511
2012,NEW JERSEY,NJ,MIDDLESEX,34023,PRESIDENT,BARACK OBAMA,DEMOCRAT,190555,110760,301315
2012,NEW JERSEY,NJ,MONMOUTH,34025,PRESIDENT,BARACK OBAMA,DEMOCRAT,133145,150833,283978
2012,NEW JERSEY,NJ,MONMOUTH,34025,PRESIDENT,MITT ROMNEY,REPUBLICAN,147513,136465,283978
2012,NEW JERSEY,NJ,MORRIS,34027,PRESIDENT,MITT ROMNEY,REPUBLICAN,124947,102445,227392
2012,NEW JERSEY,NJ,OCEAN,34029,PRESIDENT,MITT ROMNEY,REPUBLICAN,146474,104801,251275
2012,NEW JERSEY,NJ,PASSAIC,34031,PRESIDENT,MITT ROMNEY,REPUBLICAN,64523,117465,181988
2012,NEW JERSEY,NJ,SALEM,34033,PRESIDENT,MITT ROMNEY,REPUBLICAN,14334,15167,29501
2012,NEW JERSEY,NJ,SOMERSET,34035,PRESIDENT,BARACK OBAMA,DEMOCRAT,74592,68330,142922
2012,NEW JERSEY,NJ,SUSSEX,34037,PRESIDENT,BARACK OBAMA,DEMOCRAT,26104,41829,67933
2012,NEW JERSEY,NJ,UNION,34039,PRESIDENT,BARACK OBAMA,DEMOCRAT,139752,70079,209831
2012,NEW JERSEY,NJ,WARREN,34041,PRESIDENT,BARACK OBAMA,DEMOCRAT,18745,26525,45270
2012,NEW MEXICO,NM,BERNALILLO,35001,PRESIDENT,BARACK OBAMA,DEMOCRAT,150739,120230,270969
2012,NEW MEXICO,NM,BERNALILLO,35001,PRESIDENT,MITT ROMNEY,REPUBLICAN,106408,164561,270969
2012,NEW MEXICO,NM,CATRON,35003,PRESIDENT,MITT ROMNEY,REPUBLICAN,1494,629,2123
2012,NEW MEXICO,NM,CHAVES,35005,PRESIDENT,MITT ROMNEY,REPUBLICAN,13088,7204,20292
2012,NEW MEXICO,NM,CIBOLA,35006,PRESIDENT,MITT ROMNEY,REPUBLICAN,2998,5245,8243
2012,NEW MEXICO,NM,COLFAX,35007,PRESIDENT,MITT ROMNEY,REPUBLICAN,2699,3065,5764
2012,NEW MEXICO,NM,CURRY,35009,PRESIDENT,BARACK OBAMA,DEMOCRAT,4022,9603,13625
2012,NEW MEXICO,NM,DE BACA,35011,PRESIDENT,BARACK OBAMA,DEMOCRAT,287,615,902
2012,NEW MEXICO,NM,DONA ANA,35013,PRESIDENT,BARACK OBAMA,DEMOCRAT,37139,29284,66423
2012,NEW MEXICO,NM,EDDY,35015,PRESIDENT,BARACK OBAMA,DEMOCRAT,6142,13127,19269
2012,NEW MEXICO,NM,GRANT,35017,PRESIDENT,BARACK OBAMA,DEMOCRAT,7090,5812,12902
2012,NEW MEXICO,NM,GRANT,35017,PRESIDENT,MITT ROMNEY,REPUBLICAN,5358,7544,12902
2012,NEW MEXICO,NM,GUADALUPE,35019,PRESIDENT,MITT ROMNEY,REPUBLICAN,557,1578,2135
2012,NEW MEXICO,NM,HARDING,35021,PRESIDENT,MITT ROMNEY,REPUBLICAN,327,274,601
2012,NEW MEXICO,NM,HIDALGO,35023,PRESIDENT,MITT ROMNEY,REPUBLICAN,899,1036,1935
2012,NEW MEXICO,NM,LEA,35025,PRESIDENT,MITT ROMNEY,REPUBLICAN,12548,4467,17015
2012,NEW MEXICO,NM,LINCOLN,35027,PRESIDENT,BARACK OBAMA,DEMOCRAT,2942,6300,9242
2012,NEW MEXICO,NM,LOS ALAMOS,35028,PRESIDENT,BARACK OBAMA,DEMOCRAT,5191,5463,10654
2012,NEW MEXICO,NM,LUNA,35029,PRESIDENT,BARACK OBAMA,DEMOCRAT,3583,3917,7500
2012,NEW MEXICO,NM,MCKINLEY,35031,PRESIDENT,BARACK OBAMA,DEMOCRAT,15841,6088,21929
2012,NEW MEXICO,NM,MORA,35033,PRESIDENT,BARACK OBAMA,DEMOCRAT,1955,656,2611
2012,NEW MEXICO,NM,MORA,35033,PRESIDENT,MITT ROMNEY,REPUBLICAN,595,2016,2611
2012,NEW MEXICO,NM,OTERO,35035,PRESIDENT,MITT ROMNEY,REPUBLICAN,12451,7561,20012
2012,NEW MEXICO,NM,QUAY,35037,PRESIDENT,MITT ROMNEY,REPUBLICAN,2202,1505,3707
2012,NEW MEXICO,NM,RIO ARRIBA,35039,PRESIDENT,MITT ROMNEY,REPUBLICAN,3397,11946,15343
2012,NEW MEXICO,NM,ROOSEVELT,35041,PRESIDENT,MITT ROMNEY,REPUBLICAN,4043,1926,5969
2012,NEW MEXICO,NM,SANDOVAL,35043,PRESIDENT,BARACK OBAMA,DEMOCRAT,27236,26843,54079
2012,NEW MEXICO,NM,SAN JUAN,35045,PRESIDENT,BARACK OBAMA,DEMOCRAT,15855,30382,46237
2012,NEW MEXICO,NM,SAN MIGUEL,35047,PRESIDENT,BARACK OBAMA,DEMOCRAT,8850,2659,11509
2012,NEW MEXICO,NM,SANTA FE,35049,PRESIDENT,BARACK OBAMA,DEMOCRAT,50872,18373,69245
2012,NEW MEXICO,NM,SIERRA,35051,PRESIDENT,BARACK OBAMA,DEMOCRAT,1964,3138,5102
2012,NEW MEXICO,NM,SIERRA,35051,PRESIDENT,MITT ROMNEY,REPUBLICAN,2928,2174,5102
2012,NEW MEXICO,NM,SOCORRO,35053,PRESIDENT,MITT ROMNEY,REPUBLICAN,2722,4471,7193
2012,NEW MEXICO,NM,TAOS,35055,PRESIDENT,MITT ROMNEY,REPUBLICAN,2730,12609,15339
2012,NEW MEXICO,NM,TORRANCE,35057,PRESIDENT,MITT ROMNEY,REPUBLICAN,3529,2873,6402
2012,NEW MEXICO,NM,UNION,35059,PRESIDENT,MITT ROMNEY,REPUBLICAN,1236,523,1759
2012,NEW MEXICO,NM,VALENCIA,35061,PRESIDENT,BARACK OBAMA,DEMOCRAT,13511,14217,27728
2012,MISSOURI,MO,KANSAS CITY,36000,PRESIDENT,BARACK OBAMA,DEMOCRAT,105670,31132,136802
2012,NEW YORK,NY,ALBANY,36001,PRESIDENT,BARACK OBAMA,DEMOCRAT,83978,51788,135766
2012,NEW YORK,NY,ALLEGANY,36003,PRESIDENT,BARACK OBAMA,DEMOCRAT,5866,11087,16953
2012,NEW YORK,NY,BRONX,36005,PRESIDENT,BARACK OBAMA,DEMOCRAT,334600,36294,370894
2012,NEW YORK,NY,BRONX,36005,PRESIDENT,MITT ROMNEY,REPUBLICAN,26680,344214,370894
2012,NEW YORK,NY,BROOME,36007,PRESIDENT,MITT ROMNEY,REPUBLICAN,34708,46857,81565
2012,NEW YORK,NY,CATTARAUGUS,36009,PRESIDENT,MITT ROMNEY,REPUBLICAN,14655,15112,29767
2012,NEW YORK,NY,CAYUGA,36011,PRESIDENT,MITT ROMNEY,REPUBLICAN,11646,19523,31169
2012,NEW YORK,NY,CHAUTAUQUA,36013,PRESIDENT,MITT ROMNEY,REPUBLICAN,24266,28586,52852
2012,NEW YORK,NY,CHEMUNG,36015,PRESIDENT,BARACK OBAMA,DEMOCRAT,16205,18805,35010
2012,NEW YORK,NY,CHENANGO,36017,PRESIDENT,BARACK OBAMA,DEMOCRAT,8642,10672,19314
2012,NEW YORK,NY,CLINTON,36019,PRESIDENT,BARACK OBAMA,DEMOCRAT,18072,12584,30656
2012,NEW YORK,NY,COLUMBIA,36021,PRESIDENT,BARACK OBAMA,DEMOCRAT,15241,13888,29129
2012,NEW YORK,NY,CORTLAND,36023,PRESIDENT,BARACK OBAMA,DEMOCRAT,9965,9659,19624
2012,NEW YORK,NY,CORTLAND,36023,PRESIDENT,MITT ROMNEY,REPUBLICAN,7859,11765,19624
2012,NEW YORK,NY,DELAWARE,36025,PRESIDENT,MITT ROMNEY,REPUBLICAN,9086,9552,18638
2012,NEW YORK,NY,DUTCHESS,36027,PRESIDENT,MITT ROMNEY,REPUBLICAN,48264,75441,123705
2012,NEW YORK,NY,ERIE,36029,PRESIDENT,MITT ROMNEY,REPUBLICAN,149683,264512,414195
2012,NEW YORK,NY,ESSEX,36031,PRESIDENT,MITT ROMNEY,REPUBLICAN,6076,10641,16717
2012,NEW YORK,NY,FRANKLIN,36033,PRESIDENT,BARACK OBAMA,DEMOCRAT,9532,6402,15934
2012,NEW YORK,NY,FULTON,36035,PRESIDENT,BARACK OBAMA,DEMOCRAT,8331,11468,19799
2012,NEW YORK,NY,GENESEE,36037,PRESIDENT,BARACK OBAMA,DEMOCRAT,9092,15654,24746
2012,NEW YORK,NY,GREENE,36039,PRESIDENT,BARACK OBAMA,DEMOCRAT,8384,12088,20472
2012,NEW YORK,NY,HAMILTON,36041,PRESIDENT,BARACK OBAMA,DEMOCRAT,1092,2030,3122
2012,NEW YORK,NY,HAMILTON,36041,PRESIDENT,MITT ROMNEY,REPUBLICAN,1771,1351,3122
2012,NEW YORK,NY,HERKIMER,36043,PRESIDENT,MITT ROMNEY,REPUBLICAN,12166,12874,25040
2012,NEW YORK,NY,JEFFERSON,36045,PRESIDENT,MITT ROMNEY,REPUBLICAN,16435,19273,35708
2012,NEW YORK,NY,KINGS,36047,PRESIDENT,MITT ROMNEY,REPUBLICAN,112957,617577,730534
2012,NEW YORK,NY,LEWIS,36049,PRESIDENT,MITT ROMNEY,REPUBLICAN,5129,5393,10522
2012,NEW YORK,NY,LIVINGSTON,36051,PRESIDENT,BARACK OBAMA,DEMOCRAT,11100,15670,26770
2012,NEW YORK,NY,MADISON,36053,PRESIDENT,BARACK OBAMA,DEMOCRAT,13231,14863,28094
2012,NEW YORK,NY,MONROE,36055,PRESIDENT,BARACK OBAMA,DEMOCRAT,185916,147897,333813
2012,NEW YORK,NY,MONTGOMERY,36057,PRESIDENT,BARACK OBAMA,DEMOCRAT,8106,10080,18186
2012,NEW YORK,NY,NASSAU,36059,PRESIDENT,BARACK OBAMA,DEMOCRAT,294661,273490,568151
2012,NEW YORK,NY,NASSAU,36059,PRESIDENT,MITT ROMNEY,REPUBLICAN,237862,330289,568151
2012,NEW YORK,NY,NEW YORK,36061,PRESIDENT,MITT ROMNEY,REPUBLICAN,84810,512417,597227
2012,NEW YORK,NY,NIAGARA,36063,PRESIDENT,MITT ROMNEY,REPUBLICAN,38158,50855,89013
2012,NEW YORK,NY,ONEIDA,36065,PRESIDENT,MITT ROMNEY,REPUBLICAN,40532,46168,86700
2012,NEW YORK,NY,ONONDAGA,36067,PRESIDENT,MITT ROMNEY,REPUBLICAN,69357,135360,204717
2012,NEW YORK,NY,ONTARIO,36069,PRESIDENT,BARACK OBAMA,DEMOCRAT,22065,25788,47853
2012,NEW YORK,NY,ORANGE,36071,PRESIDENT,BARACK OBAMA,DEMOCRAT,70742,69886,140628
2012,NEW YORK,NY,ORLEANS,36073,PRESIDENT,BARACK OBAMA,DEMOCRAT,5505,9201,14706
2012,NEW YORK,NY,OSWEGO,36075,PRESIDENT,BARACK OBAMA,DEMOCRAT,22178,22413,44591
2012,NEW YORK,NY,OTSEGO,36077,PRESIDENT,BARACK OBAMA,DEMOCRAT,11530,12609,24139
2012,NEW YORK,NY,OTSEGO,36077,PRESIDENT,MITT ROMNEY,REPUBLICAN,10451,13688,24139
2012,NEW YORK,NY,PUTNAM,36079,PRESIDENT,MITT ROMNEY,REPUBLICAN,20925,23420,44345
2012,NEW YORK,NY,QUEENS,36081,PRESIDENT,MITT ROMNEY,REPUBLICAN,108864,486209,595073
2012,NEW YORK,NY,RENSSELAER,36083,PRESIDENT,MITT ROMNEY,REPUBLICAN,24903,43087,67990
2012,NEW YORK,NY,RICHMOND,36085,PRESIDENT,MITT ROMNEY,REPUBLICAN,66916,87253,154169
2012,NEW YORK,NY,ROCKLAND,36087,PRESIDENT,BARACK OBAMA,DEMOCRAT,63908,60534,124442
2012,NEW YORK,NY,ST. LAWRENCE,36089,PRESIDENT,BARACK OBAMA,DEMOCRAT,20488,16703,37191
2012,NEW YORK,NY,SARATOGA,36091,PRESIDENT,BARACK OBAMA,DEMOCRAT,50998,54512,105510
2012,NEW YORK,NY,SCHENECTADY,36093,PRESIDENT,BARACK OBAMA,DEMOCRAT,35330,29603,64933
2012,NEW YORK,NY,SCHOHARIE,36095,PRESIDENT,BARACK OBAMA,DEMOCRAT,5119,8088,13207
2012,NEW YORK,NY,SCHOHARIE,36095,PRESIDENT,MITT ROMNEY,REPUBLICAN,6497,6710,13207
2012,NEW YORK,NY,SCHUYLER,36097,PRESIDENT,MITT ROMNEY,REPUBLICAN,3798,4348,8146
2012,NEW YORK,NY,SENECA,36099,PRESIDENT,MITT ROMNEY,REPUBLICAN,5244,8022,13266
2012,NEW YORK,NY,STEUBEN,36101,PRESIDENT,MITT ROMNEY,REPUBLICAN,20163,18368,38531
2012,NEW YORK,NY,SUFFOLK,36103,PRESIDENT,MITT ROMNEY,REPUBLICAN,243258,343000,586258
2012,NEW YORK,NY,SULLIVAN,36105,PRESIDENT,BARACK OBAMA,DEMOCRAT,14612,13803,28415
2012,NEW YORK,NY,TIOGA,36107,PRESIDENT,BARACK OBAMA,DEMOCRAT,8544,13057,21601
2012,NEW YORK,NY,TOMPKINS,36109,PRESIDENT,BARACK OBAMA,DEMOCRAT,24872,14798,39670
2012,NEW YORK,NY,ULSTER,36111,PRESIDENT,BARACK OBAMA,DEMOCRAT,43837,34478,78315
2012,NEW YORK,NY,WARREN,36113,PRESIDENT,BARACK OBAMA,DEMOCRAT,14276,15302,29578
2012,NEW YORK,NY,WARREN,36113,PRESIDENT,MITT ROMNEY,REPUBLICAN,12925,16653,29578
2012,NEW YORK,NY,WASHINGTON,36115,PRESIDENT,MITT ROMNEY,REPUBLICAN,9793,13302,23095
2012,NEW YORK,NY,WAYNE,36117,PRESIDENT,MITT ROMNEY,REPUBLICAN,17248,20299,37547
2012,NEW YORK,NY,WESTCHESTER,36119,PRESIDENT,MITT ROMNEY,REPUBLICAN,131139,257308,388447
2012,NEW YORK,NY,WYOMING,36121,PRESIDENT,MITT ROMNEY,REPUBLICAN,9248,7087,16335
2012,NEW YORK,NY,YATES,36123,PRESIDENT,BARACK OBAMA,DEMOCRAT,4259,5183,9442
2012,NORTH CAROLINA,NC,ALAMANCE,37001,PRESIDENT,BARACK OBAMA,DEMOCRAT,28875,38901,67776
2012,NORTH CAROLINA,NC,ALEXANDER,37003,PRESIDENT,BARACK OBAMA,DEMOCRAT,4611,12585,17196
2012,NORTH CAROLINA,NC,ALLEGHANY,37005,PRESIDENT,BARACK OBAMA,DEMOCRAT,1583,3484,5067
2012,NORTH CAROLINA,NC,ANSON,37007,PRESIDENT,BARACK OBAMA,DEMOCRAT,7019,4237,11256
2012,NORTH CAROLINA,NC,ANSON,37007,PRESIDENT,MITT ROMNEY,REPUBLICAN,4166,7090,11256
2012,NORTH CAROLINA,NC,ASHE,37009,PRESIDENT,MITT ROMNEY,REPUBLICAN,8242,4368,12610
2012,NORTH CAROLINA,NC,AVERY,37011,PRESIDENT,MITT ROMNEY,REPUBLICAN,5766,1993,7759
2012,NORTH CAROLINA,NC,BEAUFORT,37013,PRESIDENT,MITT ROMNEY,REPUBLICAN,13977,9643,23620
2012,NORTH CAROLINA,NC,BERTIE,37015,PRESIDENT,MITT ROMNEY,REPUBLICAN,3387,6736,10123
2012,NORTH CAROLINA,NC,BLADEN,37017,PRESIDENT,BARACK OBAMA,DEMOCRAT,8062,7895,15957
2012,NORTH CAROLINA,NC,BRUNSWICK,37019,PRESIDENT,BARACK OBAMA,DEMOCRAT,22038,35324,57362
2012,NORTH CAROLINA,NC,BUNCOMBE,37021,PRESIDENT,BARACK OBAMA,DEMOCRAT,70625,57071,127696
2012,NORTH CAROLINA,NC,BURKE,37023,PRESIDENT,BARACK OBAMA,DEMOCRAT,13701,22843,36544
2012,NORTH CAROLINA,NC,CABARRUS,37025,PRESIDENT,BARACK OBAMA,DEMOCRAT,32849,50717,83566
2012,NORTH CAROLINA,NC,CABARRUS,37025,PRESIDENT,MITT ROMNEY,REPUBLICAN,49557,34009,83566
2012,NORTH CAROLINA,NC,CALDWELL,37027,PRESIDENT,MITT ROMNEY,REPUBLICAN,23229,11503,34732
2012,NORTH CAROLINA,NC,CAMDEN,37029,PRESIDENT,MITT ROMNEY,REPUBLICAN,3109,1595,4704
2012,NORTH CAROLINA,NC,CARTERET,37031,PRESIDENT,MITT ROMNEY,REPUBLICAN,24775,10742,35517
2012,NORTH CAROLINA,NC,CASWELL,37033,PRESIDENT,MITT ROMNEY,REPUBLICAN,5594,5445,11039
2012,NORTH CAROLINA,NC,CATAWBA,37035,PRESIDENT,BARACK OBAMA,DEMOCRAT,24069,45532,69601
2012,NORTH CAROLINA,NC,CHATHAM,37037,PRESIDENT,BARACK OBAMA,DEMOCRAT,18361,17073,35434
2012,NORTH CAROLINA,NC,CHEROKEE,37039,PRESIDENT,BARACK OBAMA,DEMOCRAT,3378,9489,12867
2012,NORTH CAROLINA,NC,CHOWAN,37041,PRESIDENT,BARACK OBAMA,DEMOCRAT,3556,3949,7505
2012,NORTH CAROLINA,NC,CLAY,37043,PRESIDENT,BARACK OBAMA,DEMOCRAT,1579,4063,5642
2012,NORTH CAROLINA,NC,CLAY,37043,PRESIDENT,MITT ROMNEY,REPUBLICAN,3973,1669,5642
2012,NORTH CAROLINA,NC,CLEVELAND,37045,PRESIDENT,MITT ROMNEY,REPUBLICAN,25793,17547,43340
2012,NORTH CAROLINA,NC,COLUMBUS,37047,PRESIDENT,MITT ROMNEY,REPUBLICAN,12941,11302,24243
2012,NORTH CAROLINA,NC,CRAVEN,37049,PRESIDENT,MITT ROMNEY,REPUBLICAN,26928,19242,46170
2012,NORTH CAROLINA,NC,CUMBERLAND,37051,PRESIDENT,MITT ROMNEY,REPUBLICAN,50666,76975,127641
2012,NORTH CAROLINA,NC,CURRITUCK,37053,PRESIDENT,BARACK OBAMA,DEMOCRAT,3562,7742,11304
2012,NORTH CAROLINA,NC,DARE,37055,PRESIDENT,BARACK OBAMA,DEMOCRAT,7393,10581,17974
2012,NORTH CAROLINA,NC,DAVIDSON,37057,PRESIDENT,BARACK OBAMA,DEMOCRAT,20624,50311,70935
2012,NORTH CAROLINA,NC,DAVIE,37059,PRESIDENT,BARACK OBAMA,DEMOCRAT,5735,14935,20670
2012,NORTH CAROLINA,NC,DUPLIN,37061,PRESIDENT,BARACK OBAMA,DEMOCRAT,9033,11559,20592
2012,NORTH CAROLINA,NC,DUPLIN,37061,PRESIDENT,MITT ROMNEY,REPUBLICAN,11416,9176,20592
2012,NORTH CAROLINA,NC,DURHAM,37063,PRESIDENT,MITT ROMNEY,REPUBLICAN,33769,112966,146735
2012,NORTH CAROLINA,NC,EDGECOMBE,37065,PRESIDENT,MITT ROMNEY,REPUBLICAN,8546,18426,26972
2012,NORTH CAROLINA,NC,FORSYTH,37067,PRESIDENT,MITT ROMNEY,REPUBLICAN,79768,94301,174069
