GEO_ID,NAME,DP03_0026E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E
id,Geographic Area Name,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!INDUSTRY!!Construction,Estimate!!INDUSTRY!!Manufacturing,Estimate!!INDUSTRY!!Wholesale trade,Estimate!!INDUSTRY!!Retail trade,"Estimate!!INDUSTRY!!Transportation and warehousing, and utilities",Estimate!!INDUSTRY!!Information,"Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing","Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services","Estimate!!INDUSTRY!!Educational services, and health care and social assistance","Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services","Estimate!!INDUSTRY!!Other services, except public administration",Estimate!!INDUSTRY!!Public administration,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over
0500000US13139,"Hall County, Georgia",79301,1020,6351,17235,3286,9605,2736,1487,3979,8248,13173,5694,3629,2858,79301
0500000US13151,"Henry County, Georgia",92052,268,4230,6338,2809,11044,11192,1932,4124,8494,17754,12100,4217,7550,92052
0500000US13153,"Houston County, Georgia",64257,110,2598,6284,740,5710,2682,1291,2117,6568,13559,7839,2492,12267,64257
0500000US13179,"Liberty County, Georgia",23713,202,671,1993,344,3208,1427,167,743,1077,4955,2922,942,5062,23713
0500000US13185,"Lowndes County, Georgia",46535,116,1967,3083,1435,7095,1975,939,2989,3480,10935,6792,2516,3213,46535
0500000US13215,"Muscogee County, Georgia",77882,99,4183,6558,1118,8122,3205,814,9965,6445,17982,9154,3977,6260,77882
0500000US13217,"Newton County, Georgia",42198,105,2864,5880,652,3901,4480,853,1870,4747,10983,2295,1392,2176,42198
0500000US13223,"Paulding County, Georgia",64021,0,4722,7053,2683,9874,4570,1154,2644,7463,10865,4461,4375,4157,64021
0500000US13245,"Richmond County, Georgia",78720,36,2907,7195,1420,10644,5182,1166,2331,7916,22745,7155,3684,6339,78720
0500000US13247,"Rockdale County, Georgia",35098,210,2939,4377,901,3392,2218,762,1754,3030,7596,3886,1623,2410,35098
0500000US13285,"Troup County, Georgia",27903,414,1221,8020,508,2857,1476,497,896,976,6486,2132,1129,1291,27903
0500000US13295,"Walker County, Georgia",25669,35,997,4852,592,2682,1466,0,1858,1943,5691,2364,1837,1352,25669
0500000US13297,"Walton County, Georgia",35962,128,3077,3401,848,4704,1765,34,2101,3257,8094,4372,1479,2702,35962
0500000US13313,"Whitfield County, Georgia",42940,263,1682,17990,885,5146,1583,525,1294,2649,5013,3320,1313,1277,42940
0500000US15001,"Hawaii County, Hawaii",82919,3731,6212,2438,1838,13221,3682,652,4128,8511,14238,13922,5347,4999,82919
0500000US15003,"Honolulu County, Hawaii",453583,3716,31057,15541,10177,52810,28338,7427,28673,51165,91658,66443,19390,47188,453583
0500000US15007,"Kauai County, Hawaii",32660,1585,2612,749,700,3868,2114,247,2609,3811,4486,6614,1531,1734,32660
0500000US15009,"Maui County, Hawaii",79258,1929,5732,1635,994,10498,4770,994,5471,7931,14132,18167,3889,3116,79258
0500000US16001,"Ada County, Idaho",196487,1898,14679,21180,5995,24872,7213,4660,12335,22464,45925,18307,7703,9256,196487
0500000US16005,"Bannock County, Idaho",38552,869,1709,3825,795,3858,2264,819,2734,2585,11653,4405,1105,1931,38552
0500000US16019,"Bonneville County, Idaho",47277,1424,3235,3628,1203,7262,2154,1093,2517,5623,9771,4605,1976,2786,47277
0500000US16027,"Canyon County, Idaho",82694,4118,8592,8195,3030,9239,3800,1681,4094,6162,20465,6868,3672,2778,82694
0500000US16055,"Kootenai County, Idaho",63036,874,4734,4410,3006,10986,2156,1651,3375,5900,13027,7420,3368,2129,63036
0500000US16083,"Twin Falls County, Idaho",35135,2616,2726,3729,937,4164,2096,439,1265,2932,7029,4251,2016,935,35135
0500000US17001,"Adams County, Illinois",32632,809,1703,5869,1231,3934,1716,282,2220,1144,8685,3125,1194,720,32632
0500000US17019,"Champaign County, Illinois",103196,2013,4285,6603,3606,10328,3652,2254,4663,9019,39432,11163,3170,3008,103196
0500000US17031,"Cook County, Illinois",2433663,4825,105459,257872,64823,249177,153676,56780,200689,328153,558351,237327,125742,90789,2433663
0500000US17037,"DeKalb County, Illinois",50123,932,2175,5489,1144,6133,1694,440,2590,3978,16021,6338,1389,1800,50123
0500000US17043,"DuPage County, Illinois",475271,745,21324,59763,17348,47530,26458,12938,40933,68506,100385,41693,24452,13196,475271
0500000US17089,"Kane County, Illinois",248321,1168,16572,41698,9927,29202,11853,4835,17020,33302,43493,20672,10890,7689,248321
0500000US17091,"Kankakee County, Illinois",50848,924,2954,8009,1872,4591,3045,322,2403,2661,14081,4343,2944,2699,50848
0500000US17093,"Kendall County, Illinois",60331,806,3902,7761,2570,6056,4706,407,4930,5708,14629,3576,3382,1898,60331
0500000US17097,"Lake County, Illinois",336123,854,14063,54363,12426,40146,14346,7675,25611,43253,67014,33932,13655,8785,336123
0500000US17099,"LaSalle County, Illinois",52031,1910,3381,8144,1306,7935,4149,459,2126,4036,9283,4050,3471,1781,52031
0500000US17111,"McHenry County, Illinois",154098,1441,10564,24731,6118,19646,7025,4136,10941,14535,31056,12900,6221,4784,154098
0500000US17113,"McLean County, Illinois",90881,1196,2845,6371,1295,8205,3319,1193,18434,9680,22215,10313,4089,1726,90881
0500000US17115,"Macon County, Illinois",49267,837,2889,9880,586,6092,3403,589,2282,3095,10451,3442,3434,2287,49267
0500000US17119,"Madison County, Illinois",125746,1084,6920,15845,3248,14764,8246,2586,7181,13863,25874,13712,5678,6745,125746
0500000US17143,"Peoria County, Illinois",86360,658,4663,12408,2818,10017,3475,2048,4298,7164,23604,8141,4407,2659,86360
0500000US17161,"Rock Island County, Illinois",67405,957,2484,13025,2193,8263,4167,1739,2836,5378,13979,5066,3714,3604,67405
0500000US17163,"St. Clair County, Illinois",116038,570,5490,9121,2207,12545,8130,1687,8005,11590,30230,11906,5912,8645,116038
0500000US17167,"Sangamon County, Illinois",97234,1410,4674,3669,2464,10524,3102,2349,8350,8088,23900,8023,6074,14607,97234
0500000US17179,"Tazewell County, Illinois",67337,1033,5013,12144,1977,8130,3618,700,3447,5697,16151,4623,2887,1917,67337
0500000US17183,"Vermilion County, Illinois",32046,786,2388,4966,814,4016,1904,139,1590,2352,7499,2598,1388,1606,32046
0500000US17197,"Will County, Illinois",326869,1558,17132,40045,8697,39323,25413,6385,22399,36204,72338,29828,15145,12402,326869
0500000US17199,"Williamson County, Illinois",28777,759,2138,2089,669,4354,1378,467,1722,1204,7982,3304,622,2089,28777
0500000US17201,"Winnebago County, Illinois",130031,1010,4620,29920,3299,14030,8715,1706,6271,9200,30841,8494,6928,4997,130031
0500000US18003,"Allen County, Indiana",167927,596,8605,30260,5463,20437,8665,2563,10701,12863,39641,14992,8723,4418,167927
0500000US18005,"Bartholomew County, Indiana",39333,808,1608,12393,793,4681,773,466,1204,3611,7110,3573,1410,903,39333
0500000US18019,"Clark County, Indiana",53268,379,2077,9793,1771,6807,3922,902,2969,5575,10450,4515,2043,2065,53268
0500000US18035,"Delaware County, Indiana",49291,136,2658,6230,804,5062,2281,352,2047,3157,16447,6537,2216,1364,49291
0500000US18039,"Elkhart County, Indiana",91700,1381,4958,33222,2570,9630,3275,780,3315,3924,15557,7423,4216,1449,91700
0500000US18043,"Floyd County, Indiana",37149,219,1823,8119,709,3850,1986,530,2223,3155,7806,4129,1430,1170,37149
0500000US18053,"Grant County, Indiana",29596,608,733,4470,400,5790,1052,609,1258,1916,7936,2670,1105,1049,29596
0500000US18057,"Hamilton County, Indiana",148271,1029,6632,18796,7356,18753,4488,2331,15409,18524,34111,10941,4664,5237,148271
0500000US18059,"Hancock County, Indiana",34845,719,2125,5377,976,3184,1359,554,2822,3381,8267,1979,1965,2137,34845
0500000US18063,"Hendricks County, Indiana",75465,385,4439,8116,1639,8403,7564,1248,5058,6812,18881,4969,4516,3435,75465
0500000US18067,"Howard County, Indiana",33803,151,664,8359,987,4133,571,501,1812,2305,6980,3964,2148,1228,33803
0500000US18081,"Johnson County, Indiana",69778,806,3517,10051,1476,8330,5211,872,4920,6632,15494,5727,4460,2282,69778
0500000US18085,"Kosciusko County, Indiana",37028,592,1580,15273,481,3737,1218,638,830,1732,6055,2143,2219,530,37028
0500000US18089,"Lake County, Indiana",209455,919,14649,30524,4770,24051,13608,3020,10509,17281,49769,23849,10530,5976,209455
0500000US18091,"LaPorte County, Indiana",45839,412,2879,10873,708,5705,2994,562,2158,3228,8416,5202,1250,1452,45839
0500000US18095,"Madison County, Indiana",53473,420,2809,7459,879,6064,3496,744,2473,4122,12817,5624,3957,2609,53473
0500000US18097,"Marion County, Indiana",432096,1392,23235,47005,15049,55257,27281,6200,27640,50991,95234,44015,20126,18671,432096
0500000US18105,"Monroe County, Indiana",67466,582,3114,7307,408,7737,1575,1127,3141,4601,22283,7857,4730,3004,67466
0500000US18109,"Morgan County, Indiana",32690,135,3575,5974,601,3136,2008,443,1771,3211,5946,2908,1839,1143,32690
0500000US18127,"Porter County, Indiana",75646,595,5840,15282,2175,6925,3956,1007,2705,6788,17551,8120,3034,1668,75646
0500000US18141,"St. Joseph County, Indiana",121226,640,5519,20024,3527,14642,4595,1417,5922,9448,35528,11611,5551,2802,121226
0500000US18157,"Tippecanoe County, Indiana",84896,1103,3431,15572,1107,8287,3347,1102,2684,6068,27998,8345,3497,2355,84896
0500000US18163,"Vanderburgh County, Indiana",88460,331,5042,12101,2390,13052,3120,1336,5427,6491,22293,9052,5721,2104,88460
0500000US18167,"Vigo County, Indiana",48044,217,2565,7933,716,4710,1398,823,1545,3970,14915,5064,2285,1903,48044
0500000US18177,"Wayne County, Indiana",27724,400,1333,5423,616,4391,1075,444,1117,1369,7364,2413,1143,636,27724
0500000US19013,"Black Hawk County, Iowa",65365,1444,3308,12679,1954,6975,3355,740,3930,4988,17367,4577,2986,1062,65365
0500000US19049,"Dallas County, Iowa",36861,1078,2079,3279,1365,3123,818,833,9065,3413,7963,2010,919,916,36861
0500000US19061,"Dubuque County, Iowa",49764,1107,3136,7645,827,6902,2163,1544,3787,3077,11296,4279,3287,714,49764
0500000US19103,"Johnson County, Iowa",77963,701,4276,6578,1158,7153,2858,1612,3654,6990,30952,7595,2485,1951,77963
0500000US19113,"Linn County, Iowa",111508,1206,6185,19534,2691,15091,4944,2762,9864,9468,25462,7471,3945,2885,111508
0500000US19153,"Polk County, Iowa",233243,1986,12972,21311,6189,25032,9497,5590,40375,22483,51290,19507,8133,8878,233243
0500000US19155,"Pottawattamie County, Iowa",46505,613,4201,4763,1547,4968,3328,689,3117,3658,10132,4451,2848,2190,46505
0500000US19163,"Scott County, Iowa",82220,811,4856,15416,2471,9847,3997,1732,3733,6643,18785,6452,3391,4086,82220
0500000US19169,"Story County, Iowa",48675,2103,2181,5153,823,4094,1367,1059,2194,3038,17740,4353,2364,2206,48675
0500000US19193,"Woodbury County, Iowa",50071,1420,2510,8806,1425,5372,2828,724,2281,4864,10566,4749,2664,1862,50071
0500000US20015,"Butler County, Kansas",31220,778,2319,4404,765,3949,965,311,1600,1313,8741,1278,1940,2857,31220
0500000US20045,"Douglas County, Kansas",61828,386,2822,4280,1733,7410,2529,2630,3108,4770,19190,7035,3254,2681,61828
0500000US20091,"Johnson County, Kansas",294177,1392,15315,25197,10299,31758,10801,12929,29142,45614,70046,19708,12880,9096,294177
0500000US20103,"Leavenworth County, Kansas",32146,182,2032,2793,764,4328,1554,450,1409,3363,7882,2259,1008,4122,32146
0500000US20161,"Riley County, Kansas",34486,730,2116,2543,646,4983,513,604,1771,1273,11823,3275,1224,2985,34486
0500000US20173,"Sedgwick County, Kansas",235538,2792,14956,46290,5059,26131,9962,4790,12245,19631,52789,22042,11390,7461,235538
0500000US20177,"Shawnee County, Kansas",85083,461,4725,8308,1507,9055,3257,1988,6517,7330,21581,8174,3997,8183,85083
0500000US20209,"Wyandotte County, Kansas",70678,568,5540,8016,2686,7776,5725,837,3481,7331,13642,7496,2968,4612,70678
0500000US21015,"Boone County, Kentucky",61805,366,3091,8988,1868,7802,5380,1088,5250,6382,12611,4765,2556,1658,61805
0500000US21029,"Bullitt County, Kentucky",37226,0,2735,5835,1854,5321,3446,712,2857,2284,5978,2439,2418,1347,37226
0500000US21037,"Campbell County, Kentucky",46177,104,2686,4764,1483,5540,2100,1041,3434,5154,11594,4927,1592,1758,46177
0500000US21047,"Christian County, Kentucky",24625,673,1259,5066,393,3244,804,418,1341,860,4609,1864,1295,2799,24625
0500000US21059,"Daviess County, Kentucky",43572,1522,2939,6048,786,6240,2721,632,3147,2646,9859,4040,1881,1111,43572
0500000US21067,"Fayette County, Kentucky",155713,3196,6915,12372,3766,17124,4669,3295,8348,16889,46670,19118,7207,6144,155713
0500000US21093,"Hardin County, Kentucky",43972,638,2879,5181,946,4313,2230,885,2955,3470,10456,3944,2037,4038,43972
0500000US21111,"Jefferson County, Kentucky",354456,1065,15737,36959,12246,38620,26124,8390,30159,34867,86994,35333,17514,10448,354456
0500000US21117,"Kenton County, Kentucky",78414,185,4262,10356,2858,8936,4921,2065,6307,6707,18082,6916,3767,3052,78414
0500000US21145,"McCracken County, Kentucky",28400,356,2358,3720,1003,4061,1992,248,551,2434,6543,3452,1128,554,28400
0500000US21151,"Madison County, Kentucky",38729,313,2325,5165,377,4743,861,694,701,2315,12242,5339,2085,1569,38729
0500000US21195,"Pike County, Kentucky",21268,3295,1348,849,363,2574,975,419,941,1324,6118,1469,797,796,21268
0500000US21227,"Warren County, Kentucky",54143,453,3603,9059,1338,7125,2052,564,1626,3608,13468,7393,2130,1724,54143
0500000US22005,"Ascension Parish, Louisiana",54241,649,6306,7806,2391,6505,1371,861,3456,5594,11734,3603,2729,1236,54241
0500000US22015,"Bossier Parish, Louisiana",59720,3358,3742,3453,2856,4933,3187,834,2686,3882,15562,7713,3532,3982,59720
0500000US22017,"Caddo Parish, Louisiana",107400,5007,6238,6172,3292,11287,5984,1930,3684,7968,31825,13473,6437,4103,107400
0500000US22019,"Calcasieu Parish, Louisiana",85702,3034,7688,9721,2182,9582,3687,778,3800,6234,20540,11625,3864,2967,85702
0500000US22033,"East Baton Rouge Parish, Louisiana",214314,2472,17525,14866,5607,25128,7360,3332,13136,22649,51225,26793,10300,13921,214314
0500000US22045,"Iberia Parish, Louisiana",31540,6923,1734,2051,1353,2734,2082,56,1955,1381,5945,2037,2104,1185,31540
0500000US22051,"Jefferson Parish, Louisiana",205466,3195,18615,15434,6242,24491,12386,3152,13617,21210,40183,25081,11555,10305,205466
0500000US22055,"Lafayette Parish, Louisiana",114608,12724,6034,8162,3279,13273,4197,2522,7897,10749,22656,13098,6447,3570,114608
0500000US22057,"Lafourche Parish, Louisiana",44373,4126,2925,4338,656,4610,2657,635,1848,3811,10658,3058,3504,1547,44373
0500000US22063,"Livingston Parish, Louisiana",60568,1718,9098,5834,846,7857,1975,1369,4066,5631,12505,4394,2634,2641,60568
0500000US22071,"Orleans Parish, Louisiana",160467,2663,9759,5957,2618,16014,7001,3814,8384,19662,40219,28712,7313,8351,160467
0500000US22073,"Ouachita Parish, Louisiana",63542,1730,3802,4092,1688,7079,2294,1117,5676,4938,18086,6048,2988,4004,63542
0500000US22079,"Rapides Parish, Louisiana",53749,1551,2674,3031,896,6134,2943,520,3249,3973,17104,3669,4038,3967,53749
0500000US22097,"St. Landry Parish, Louisiana",32789,1830,2253,1467,1039,3280,1699,359,1414,2251,9163,2942,2964,2128,32789
0500000US22103,"St. Tammany Parish, Louisiana",109060,2163,10515,5786,3722,13490,5802,1369,7837,13258,24743,9702,5016,5657,109060
0500000US22105,"Tangipahoa Parish, Louisiana",50284,1773,4224,4233,898,9488,2384,482,1941,2133,12772,4647,2857,2452,50284
0500000US22109,"Terrebonne Parish, Louisiana",48323,6099,3809,5164,1383,4392,2373,459,2664,4405,9145,4727,1641,2062,48323
0500000US23001,"Androscoggin County, Maine",54147,1017,2537,6490,1047,8793,1851,1226,3553,4145,14808,4361,2359,1960,54147
0500000US23003,"Aroostook County, Maine",31122,2103,1976,3141,848,4552,1560,505,964,1627,9169,1517,1218,1942,31122
0500000US23005,"Cumberland County, Maine",150537,1849,9565,9996,4038,18554,5040,3099,12821,16930,42188,15223,6296,4938,150537
0500000US23011,"Kennebec County, Maine",54744,1002,4754,3726,1765,7063,2850,598,2153,4520,14660,3979,2438,5236,54744
0500000US23019,"Penobscot County, Maine",72835,1919,4095,3768,1899,10682,3845,1217,2713,4106,26722,6517,2843,2509,72835
0500000US23031,"York County, Maine",102330,910,7657,13558,2192,15552,3923,1762,6546,7969,22591,10660,4737,4273,102330
0500000US24001,"Allegany County, Maryland",30037,282,1876,1903,440,4078,1828,784,1223,1841,8463,3669,1492,2158,30037
0500000US24003,"Anne Arundel County, Maryland",281026,1195,19165,16360,7412,31016,12908,6609,16913,43174,56004,20421,13016,36833,281026
0500000US24005,"Baltimore County, Maryland",402335,924,22406,24001,8512,43534,19653,6668,33686,50730,110008,32271,18120,31822,402335
0500000US24009,"Calvert County, Maryland",44355,419,4723,1688,715,4263,2790,857,2146,5495,8400,4463,1433,6963,44355
0500000US24013,"Carroll County, Maryland",87808,1301,9260,5822,1741,10072,4070,1794,6005,11323,18433,7320,4287,6380,87808
0500000US24015,"Cecil County, Maryland",45275,783,3599,5159,1367,4430,2442,401,2337,5626,9899,3435,2789,3008,45275
0500000US24017,"Charles County, Maryland",76790,139,5946,1950,1304,7998,4356,645,2740,10802,15556,5694,3639,16021,76790
0500000US24021,"Frederick County, Maryland",126794,1941,10120,6958,2143,13409,3377,2889,8279,21585,27891,10824,5936,11442,126794
0500000US24025,"Harford County, Maryland",127407,1312,9103,8699,3276,18290,5343,2034,7585,15583,27338,9777,5765,13302,127407
0500000US24027,"Howard County, Maryland",162514,197,7665,8188,4645,15255,5738,3978,13039,31028,38310,8164,6497,19810,162514
0500000US24031,"Montgomery County, Maryland",530886,967,30055,17073,5383,39761,13390,17633,34604,115538,114481,44970,37928,59103,530886
0500000US24033,"Prince George's County, Maryland",458339,885,35069,10896,6017,41805,24989,10641,22864,75944,102001,37124,25732,64372,458339
0500000US24037,"St. Mary's County, Maryland",55558,265,4918,2833,507,6213,2472,948,1515,8446,10351,4073,2928,10089,55558
0500000US24043,"Washington County, Maryland",68500,639,4958,6044,2120,8954,4276,759,5498,7034,14368,6421,2855,4574,68500
0500000US24045,"Wicomico County, Maryland",47886,299,3410,5378,938,4263,2186,261,1563,5062,13303,4802,2496,3925,47886
0500000US24510,"Baltimore city, Maryland",264193,249,12965,11689,5522,28261,12901,3865,14603,33469,83050,23295,12757,21567,264193
0500000US25001,"Barnstable County, Massachusetts",100064,920,8946,2787,2266,14126,3645,2032,5745,11909,26327,11449,4584,5328,100064
0500000US25003,"Berkshire County, Massachusetts",61207,565,4034,5454,1167,6922,1689,1193,4198,6281,18761,6016,2658,2269,61207
0500000US25005,"Bristol County, Massachusetts",260287,1413,16189,29704,10415,33912,10390,4951,15928,23807,68770,22310,10728,11770,260287
0500000US25009,"Essex County, Massachusetts",376300,1532,24732,39589,10143,45124,15660,7268,28422,48112,90974,33555,16984,14205,376300
0500000US25011,"Franklin County, Massachusetts",36682,1160,1571,4304,824,3854,2101,1136,1684,2806,12300,2360,1364,1218,36682
0500000US25013,"Hampden County, Massachusetts",205210,773,10059,24628,5367,25347,9786,3186,14438,15964,56581,19409,9246,10426,205210
0500000US25015,"Hampshire County, Massachusetts",82663,1066,4265,5933,1507,8078,2095,1196,4110,5815,35476,6438,2916,3768,82663
0500000US25017,"Middlesex County, Massachusetts",819903,2020,42720,80055,14595,77264,23759,19219,59872,136475,231456,67598,36549,28321,819903
0500000US25021,"Norfolk County, Massachusetts",347914,959,18736,25280,8564,33611,11894,9144,38700,44822,97333,28912,14933,15026,347914
0500000US25023,"Plymouth County, Massachusetts",248961,1442,16280,18567,5671,31057,10208,5322,22928,27603,63045,23612,11796,11430,248961
0500000US25025,"Suffolk County, Massachusetts",385764,622,15385,17711,6622,33943,16291,9500,34622,55429,117983,44822,17291,15543,385764
0500000US25027,"Worcester County, Massachusetts",396201,1555,21119,47905,9867,49946,15385,7637,25417,46798,108603,30260,16195,15514,396201
0500000US26005,"Allegan County, Michigan",48102,1417,2208,11913,2205,4936,1760,592,1805,4095,9841,3119,2735,1476,48102
0500000US26017,"Bay County, Michigan",45709,780,1901,7048,1257,5627,1915,1029,2198,4084,11729,4434,2120,1587,45709
0500000US26021,"Berrien County, Michigan",66802,1099,3059,12110,1510,6246,4832,1083,2190,5264,17389,6687,2930,2403,66802
0500000US26025,"Calhoun County, Michigan",58247,590,2362,12508,807,8180,2780,565,2015,3489,12610,5687,2995,3659,58247
0500000US26037,"Clinton County, Michigan",36119,1215,2791,3557,774,3519,1235,276,3270,3051,8070,2965,2431,2965,36119
0500000US26045,"Eaton County, Michigan",51555,468,2709,7913,564,7139,1754,900,3711,3868,10579,4391,2515,5044,51555
0500000US26049,"Genesee County, Michigan",158154,739,9175,24839,4573,20949,7398,1342,6580,12772,43339,13976,7788,4684,158154
0500000US26055,"Grand Traverse County, Michigan",43832,461,2718,4580,917,6139,1850,485,2401,3306,11874,5540,1756,1805,43832
0500000US26065,"Ingham County, Michigan",128318,1250,4071,12065,1842,13602,4483,2208,9172,11419,35652,16210,7638,8706,128318
0500000US26073,"Isabella County, Michigan",31533,837,1568,2641,419,4490,914,398,1325,1664,8858,6417,1283,719,31533
0500000US26075,"Jackson County, Michigan",64622,568,3905,13525,1657,7834,2135,899,3301,5897,13207,6161,3047,2486,64622
0500000US26077,"Kalamazoo County, Michigan",120299,1358,4611,20318,2603,13411,3268,1319,7920,9538,35464,11852,5631,3006,120299
0500000US26081,"Kent County, Michigan",296401,2941,14745,51213,11466,35174,9491,5022,18916,27145,68070,28346,16156,7716,296401
0500000US26087,"Lapeer County, Michigan",36968,813,3323,8574,814,3249,1702,298,1591,3368,7259,3069,1975,933,36968
0500000US26091,"Lenawee County, Michigan",41879,1065,1909,8136,1107,4539,1721,908,1780,2056,11004,3670,2441,1543,41879
0500000US26093,"Livingston County, Michigan",90350,1008,6043,16148,2842,11437,2502,1386,5613,9748,18340,7196,4691,3396,90350
0500000US26099,"Macomb County, Michigan",395039,965,19152,79344,10229,46334,13415,6259,22591,39128,87427,37281,17356,15558,395039
0500000US26103,"Marquette County, Michigan",30237,1517,1530,1858,534,3994,1884,521,1513,1837,8973,3075,1289,1712,30237
0500000US26111,"Midland County, Michigan",37442,255,2651,8552,382,4811,1351,515,945,3282,8823,3803,1056,1016,37442
0500000US26115,"Monroe County, Michigan",68176,745,2951,12764,1299,8217,5367,832,2243,5979,15277,6156,4280,2066,68176
0500000US26121,"Muskegon County, Michigan",69308,778,3531,16498,1313,8141,2045,646,3104,3587,16294,7261,4154,1956,69308
0500000US26125,"Oakland County, Michigan",599088,2518,22820,101696,17869,59756,16291,12745,47101,85059,134611,53601,26717,18304,599088
0500000US26139,"Ottawa County, Michigan",130240,2498,7712,30996,4106,13427,4408,1680,6103,11040,27351,11621,6182,3116,130240
0500000US26145,"Saginaw County, Michigan",77992,1104,4039,12280,1655,10330,3060,1441,3375,6131,20812,8097,3728,1940,77992
0500000US26147,"St. Clair County, Michigan",68126,672,5371,14866,941,8346,3019,806,3354,5183,14177,5846,3194,2351,68126
0500000US26155,"Shiawassee County, Michigan",28460,639,2128,4544,608,3957,1771,540,1336,1924,6899,1678,1269,1167,28460
0500000US26159,"Van Buren County, Michigan",30147,1538,1952,5915,976,2881,1256,176,1350,1993,7036,2528,1318,1228,30147
0500000US26161,"Washtenaw County, Michigan",172625,402,6022,18076,2502,15699,4836,3709,7751,18499,66752,16348,6705,5324,172625
0500000US26163,"Wayne County, Michigan",679251,1854,25543,110860,15330,73474,40814,11062,37274,74721,160796,69569,34782,23172,679251
0500000US27003,"Anoka County, Minnesota",179363,704,11961,30440,4176,21880,9708,3417,14594,18462,37493,10568,8717,7243,179363
0500000US27013,"Blue Earth County, Minnesota",35840,1005,1563,5236,704,4756,1309,939,1214,2644,10162,3358,1650,1300,35840
0500000US27019,"Carver County, Minnesota",49897,1088,3257,9607,1559,5601,1627,911,5306,5312,9356,3077,2120,1076,49897
0500000US27037,"Dakota County, Minnesota",219584,1407,9900,24822,7334,26035,14457,5468,23319,23032,46032,16959,11664,9155,219584
0500000US27053,"Hennepin County, Minnesota",638677,3229,22488,77052,17803,71222,22057,14440,66290,92852,151532,58117,28058,13537,638677
0500000US27109,"Olmsted County, Minnesota",79836,1615,3647,6280,1400,8637,2297,1795,2896,6153,35618,5550,2197,1751,79836
0500000US27123,"Ramsey County, Minnesota",257980,1070,8922,30568,6858,25848,11512,7490,19550,27695,71585,21714,13662,11506,257980
0500000US27137,"St. Louis County, Minnesota",93339,3316,5186,5902,1626,13589,4677,1837,5063,6108,26758,9976,4704,4597,93339
0500000US27139,"Scott County, Minnesota",72982,438,3833,10501,2940,8502,3926,2029,5829,9908,12406,7851,3194,1625,72982
0500000US27141,"Sherburne County, Minnesota",47144,550,4578,7355,1556,6922,3573,476,2379,4070,10162,2543,1992,988,47144
0500000US27145,"Stearns County, Minnesota",81528,2324,6380,12054,1800,9414,3557,1050,4387,5700,21221,7162,3733,2746,81528
0500000US27163,"Washington County, Minnesota",129721,423,5653,19308,3181,13134,6364,2434,12036,12628,30961,11753,5945,5901,129721
0500000US27171,"Wright County, Minnesota",66535,1333,4078,10279,2170,9202,4328,1186,4122,6632,14138,4327,2811,1929,66535
0500000US28033,"DeSoto County, Mississippi",80472,167,4394,9791,4192,8199,11280,777,4502,6488,15021,8029,4577,3055,80472
0500000US28035,"Forrest County, Mississippi",30918,795,1985,3764,813,3713,1386,306,1607,1468,8555,4186,1393,947,30918
0500000US28047,"Harrison County, Mississippi",80378,687,5738,4154,1036,10623,4434,481,2963,6701,17359,14219,2871,9112,80378
0500000US28049,"Hinds County, Mississippi",103397,395,5520,9325,2236,12661,4941,1847,6353,6822,30005,10024,5277,7991,103397
0500000US28059,"Jackson County, Mississippi",58575,789,5022,11311,787,6114,2214,860,1867,3593,11903,8830,2229,3056,58575
0500000US28067,"Jones County, Mississippi",27954,1614,2503,3848,559,2563,1420,51,1541,1671,7430,2641,1447,666,27954
0500000US28075,"Lauderdale County, Mississippi",31684,896,2101,2416,1231,4226,1914,370,2140,1695,9262,2423,1196,1814,31684
0500000US28081,"Lee County, Mississippi",38882,89,1515,8662,1078,5781,1634,207,1763,2540,8213,3838,1608,1954,38882
0500000US28089,"Madison County, Mississippi",46276,228,2334,5289,1505,4919,1530,1042,3581,4435,13072,3330,1452,3559,46276
0500000US28121,"Rankin County, Mississippi",66305,307,4300,4550,2054,7036,2695,1429,6042,5835,17993,5190,3756,5118,66305
0500000US29019,"Boone County, Missouri",86878,518,3333,3167,1717,9776,2385,1635,6647,8291,34146,8369,2407,4487,86878
0500000US29021,"Buchanan County, Missouri",41152,243,2055,8215,1358,5047,1990,903,2038,2744,9124,3965,1898,1572,41152
0500000US29031,"Cape Girardeau County, Missouri",36474,520,1810,4368,741,5349,1098,490,1801,2940,9677,4113,1905,1662,36474
0500000US29037,"Cass County, Missouri",46584,543,4868,4510,717,5471,2674,1044,4568,6394,8348,2701,2746,2000,46584
0500000US29043,"Christian County, Missouri",36138,333,1634,3696,1037,6086,1196,469,2246,3126,8985,4204,1625,1501,36138
0500000US29047,"Clay County, Missouri",115262,721,5757,12156,3824,14362,5492,2464,10739,13158,24995,10623,5970,5001,115262
