GEO_ID,NAME,CP05_2012_2016_001E,CP05_2012_2016_002E,CP05_2012_2016_003E,CP05_2012_2016_004E,CP05_2012_2016_005E,CP05_2012_2016_006E,CP05_2012_2016_007E,CP05_2012_2016_008E,CP05_2012_2016_009E,CP05_2012_2016_010E,CP05_2012_2016_011E,CP05_2012_2016_012E,CP05_2012_2016_013E,CP05_2012_2016_014E,CP05_2012_2016_015E,CP05_2012_2016_016E,CP05_2012_2016_017E,CP05_2012_2016_018E,CP05_2012_2016_019E,CP05_2012_2016_020E,CP05_2012_2016_021E,CP05_2012_2016_022E,CP05_2012_2016_023E,CP05_2012_2016_024E,CP05_2012_2016_025E,CP05_2012_2016_026E,CP05_2012_2016_027E,CP05_2012_2016_028E,CP05_2012_2016_029E,CP05_2012_2016_030E,CP05_2012_2016_031E,CP05_2012_2016_032E,CP05_2012_2016_033E,CP05_2012_2016_034E,CP05_2012_2016_035E,CP05_2012_2016_036E,CP05_2012_2016_037E,CP05_2012_2016_038E,CP05_2012_2016_039E,CP05_2012_2016_040E,CP05_2012_2016_041E,CP05_2012_2016_042E,CP05_2012_2016_043E,CP05_2012_2016_044E,CP05_2012_2016_045E,CP05_2012_2016_046E,CP05_2012_2016_047E,CP05_2012_2016_048E,CP05_2012_2016_049E,CP05_2012_2016_050E,CP05_2012_2016_051E,CP05_2012_2016_052E,CP05_2012_2016_053E,CP05_2012_2016_054E,CP05_2012_2016_055E,CP05_2012_2016_056E,CP05_2012_2016_057E,CP05_2012_2016_058E,CP05_2012_2016_059E,CP05_2012_2016_060E,CP05_2012_2016_061E,CP05_2012_2016_062E,CP05_2012_2016_063E,CP05_2012_2016_064E,CP05_2012_2016_065E,CP05_2012_2016_066E,CP05_2012_2016_067E,CP05_2012_2016_068E,CP05_2012_2016_069E,CP05_2012_2016_070E,CP05_2012_2016_071E,CP05_2012_2016_072E,CP05_2012_2016_073E,CP05_2012_2016_074E,CP05_2012_2016_075E,CP05_2012_2016_076E,CP05_2012_2016_077E,CP05_2012_2016_078E,CP05_2012_2016_079E,CP05_2012_2016_080E,CP05_2012_2016_081E,CP05_2012_2016_082E,CP05_2012_2016_083E,CP05_2012_2016_084E
0500000US31151,"Saline County, Nebraska",14356,50.4,49.6,6.6,7,6.9,8.5,9.9,9.5,13.3,11.6,6.2,6.1,7.1,4.6,2.7,36.6,76,67.8,18.2,14.4,10916,50.9,49.1,2069,44.8,55.2,14356,98.5,1.5,98.5,90.4,0.8,0.1,0,0,0,0,3,0.1,0,0,0,0,1.5,1.4,0.1,0,0.1,0,0,4.2,1.5,0.2,0.4,0.3,0,14356,91.5,1.2,0.6,3.6,0.1,4.6,14356,23.3,12.4,0,0.1,10.8,76.7,71.9,0.8,0.1,3,0,0,0.9,0.1,0.8,5790,9734,49.5,50.5
0500000US31153,"Sarpy County, Nebraska",172460,50,50,7.8,8.3,7.7,6.7,6.4,14.9,14.1,13.4,5.8,4.8,6.2,3.1,0.9,33.9,71.9,68.5,12.7,10.2,123935,49.3,50.7,17619,44.7,55.3,172460,96.7,3.3,96.7,88.6,4.1,0.4,0.1,0,0,0,2.3,0.3,0.3,0.3,0.1,0.3,0.5,0.4,0.1,0,0.1,0,0,1.3,3.3,1.2,0.5,0.7,0.1,172460,91.6,5.7,1.1,3.4,0.4,1.5,172460,8.4,6.3,0.5,0.1,1.5,91.6,82.3,3.7,0.3,2.3,0.1,0.1,2.8,0,2.8,65751,119735,49.5,50.5
0500000US31155,"Saunders County, Nebraska",20946,50.3,49.7,6.5,7.4,6.9,6.6,5,10.5,10.9,15.2,7.2,6.7,9.3,5.5,2.3,41.1,74.9,71.8,20.7,17.2,15681,50,50,3597,47.2,52.8,20946,98.4,1.6,98.4,97.4,0.2,0.2,0,0,0,0.2,0.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.3,1.6,0.5,0.4,0.1,0,20946,98.7,0.9,0.7,0.8,0.3,0.4,20946,2,1.3,0.1,0,0.6,98,95.8,0.2,0.2,0.2,0,0,1.5,0,1.5,9380,15571,49.9,50.1
0500000US31157,"Scotts Bluff County, Nebraska",36599,48.3,51.7,6.6,7.9,6.4,6.3,6,11.9,11.2,12.3,6.9,6.7,9.1,5.6,3.2,39.6,75.2,71.3,21.7,17.8,27531,47.7,52.3,6514,43,57,36599,98.1,1.9,98.1,93.3,0.8,1.1,0.1,0,0,0.6,0.7,0,0.3,0,0.2,0.1,0,0,0,0,0,0,0,2.2,1.9,0.3,0.9,0.2,0.1,36599,95,1.3,2.1,1,0.1,2.4,36599,22.8,20.4,0.5,0.1,1.9,77.2,73.5,0.6,1,0.7,0,0,1.4,0,1.4,16327,26612,47.4,52.6
0500000US31159,"Seward County, Nebraska",17113,50.8,49.2,6.2,7,6.3,8.7,8.3,10.5,10.8,12.8,6.4,6.3,8.8,5.5,2.4,38.1,76.5,68.3,20.2,16.8,13098,50.8,49.2,2868,45.8,54.2,17113,98.7,1.3,98.7,96.2,0.5,0.1,0,0,0,0,0.6,0,0.3,0,0,0.2,0,0.1,0,0,0,0,0,1.3,1.3,0.5,0.6,0.1,0,17113,97.5,1,0.7,0.7,0,1.4,17113,2.3,1.3,0,0,0.9,97.7,95.3,0.4,0.1,0.6,0,0,1.2,0,1.2,6993,12965,50.8,49.2
0500000US31161,"Sheridan County, Nebraska",5259,49.2,50.8,4.6,6.2,7.3,7.9,3.2,9.7,9.1,12,8.5,7.1,12,7.3,5.1,45.9,76.9,72.7,27.8,24.5,4044,48.6,51.4,1287,45.2,54.8,5259,94,6,94,83.7,0.5,8.6,0,0.2,0,6.8,0.7,0.1,0.1,0.4,0,0.1,0,0,0.1,0,0.1,0,0,0.4,6,0,4.8,0.1,0.9,5259,88.8,1.4,14.4,0.9,0.1,0.6,5259,4.3,4.3,0,0,0.1,95.7,82.5,0.5,7.7,0.7,0.1,0,4.2,0,4.2,2901,4031,48.7,51.3
0500000US31167,"Stanton County, Nebraska",6022,50.2,49.8,6.4,7.2,8.2,6.6,4.8,11.2,11.8,13.8,7.9,6.9,8.1,4.7,2.4,41.1,73.9,70.1,18.7,15.2,4449,49.8,50.2,916,46.8,53.2,6022,98.5,1.5,98.5,97.3,0.7,0,0,0,0,0,0.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.3,1.5,0.7,0.6,0.1,0,6022,98.8,1.4,0.6,0.4,0,0.3,6022,5.3,4.8,0,0,0.4,94.7,92.3,0.7,0,0.2,0,0,1.5,0,1.5,2645,4409,49.8,50.2
0500000US31169,"Thayer County, Nebraska",5163,49.5,50.5,5.7,6.7,5,5.4,4.7,8.3,9.7,13.2,7.1,8.8,11.8,9.3,4.3,48.3,78.9,77,30.7,25.4,4075,49,51,1309,43.7,56.3,5163,98.3,1.7,98.3,97.6,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.7,0.3,1.1,0.1,0,5163,99.3,0.4,1.4,0.1,0.1,0.3,5163,2.2,1.8,0,0,0.3,97.8,95.7,0.1,0.3,0,0,0,1.7,0,1.7,2733,4058,48.8,51.2
0500000US31173,"Thurston County, Nebraska",6989,49.5,50.5,9.6,10.6,10,8.5,6.9,11.5,9.2,10.9,5.3,5.3,6.4,3.5,2.3,28.4,64.4,59.7,15.3,12.1,4498,48.4,51.6,847,43.4,56.6,6989,98.3,1.7,98.3,40.2,0.1,57,0,0.1,0.3,2,0.5,0,0,0,0,0.1,0,0.4,0,0,0,0,0,0.5,1.7,0.2,0.8,0,0.3,6989,41.4,0.7,58.3,0.6,0,0.7,6989,4.7,3.8,0.1,0.1,0.7,95.3,37.3,0.1,56,0.5,0,0,1.3,0,1.3,2408,4416,47.9,52.1
0500000US31177,"Washington County, Nebraska",20338,49.5,50.5,5.7,6.5,7.6,7.4,5.7,10.4,11.3,15.2,8.1,6.2,9,4.5,2.4,41.2,75.9,71.6,19.5,16,15432,48.9,51.1,3248,45.9,54.1,20338,98.3,1.7,98.3,96.8,0.7,0.2,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0.4,1.7,0.8,0.4,0.1,0,20338,98.6,1.5,0.6,0.3,0,0.8,20338,2.7,1.4,0.1,0,1.2,97.3,94.9,0.7,0.2,0.2,0,0,1.3,0,1.3,8419,15298,48.7,51.3
0500000US31179,"Wayne County, Nebraska",9414,51.1,48.9,5.2,5,5.7,13.4,14.8,10.5,9.6,10.5,5.7,5.8,6.5,4.9,2.2,30.7,80.6,67,16.4,13.7,7588,50.7,49.3,1290,45.7,54.3,9414,99.8,0.2,99.8,95.3,3.3,0.3,0,0,0,0,0.4,0,0,0,0,0,0,0.3,0,0,0,0,0,0.6,0.2,0,0.1,0.1,0,9414,95.5,3.3,0.4,0.4,0,0.6,9414,5.4,5.2,0,0,0.2,94.6,90.3,3.3,0.3,0.4,0,0.1,0.2,0,0.2,3833,7453,50.7,49.3
0500000US31185,"York County, Nebraska",13842,49.1,50.9,6.3,6.1,6.3,6.8,6.6,12.1,10.6,12.7,7.2,6.4,9.3,6.4,3.2,40.1,77.2,72.7,22.3,18.8,10687,47.9,52.1,2608,43.1,56.9,13842,97.6,2.4,97.6,95.3,0.8,0.5,0,0.1,0,0.1,0.2,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.7,2.4,0.9,0.5,0.6,0,13842,97.6,1.9,1.4,0.8,0,0.9,13842,4.7,4,0.1,0,0.6,95.3,91.6,0.8,0.5,0.2,0,0,2.2,0,2.2,6273,10568,48,52
0500000US32001,"Churchill County, Nevada",24148,50.9,49.1,7,6.8,5.4,6.3,6.8,13.1,10.3,13.2,7.5,6.1,10.4,5.5,1.7,38.8,76.7,73.2,20.9,17.5,18529,50.3,49.7,4220,47.9,52.1,24148,95.5,4.5,95.5,81.6,2.4,4.9,0.1,0,0,0.2,2.5,0,0,2,0.3,0,0,0.1,0.2,0.2,0,0,0,3.9,4.5,0.3,1.1,1.2,0,24148,85.8,2.9,6.1,4.2,0.7,5.2,24148,12.9,10.2,0.2,0.4,2.1,87.1,74.5,2.3,4.3,2.5,0.2,0.2,3,0,2.9,10683,17664,50.5,49.5
0500000US32003,"Clark County, Nevada",2070153,50,50,6.5,6.8,6.6,6.2,6.6,14.8,14.1,13.5,6.1,5.4,8.3,3.8,1.2,36.7,76.1,72.5,16.5,13.3,1576172,49.7,50.3,274908,46.8,53.2,2070153,95.1,4.9,95.1,62.7,11,0.6,0,0,0.1,0,9.4,0.4,1.5,5,0.4,0.6,0.5,1,0.7,0.3,0.2,0.2,0.1,10.6,4.9,1,0.5,1.3,0.1,2070153,66.6,12.8,1.5,11.6,1.4,11.6,2070153,30.4,22.8,1.1,1.2,5.2,69.6,45,10.6,0.4,9.2,0.7,0.2,3.6,0.1,3.5,864164,1351615,49.8,50.2
0500000US32005,"Douglas County, Nevada",47426,50.4,49.6,4.1,5.3,5.3,5.1,4.7,9.4,10,13.6,8.8,9.1,14.9,7.5,2.1,50.1,81.8,79.5,29.7,24.5,38783,49.9,50.1,11629,49.9,50.1,47426,96.9,3.1,96.9,89.5,0.7,2.1,0,0.1,0,0,1.2,0.1,0.3,0.5,0.2,0.1,0,0,0.3,0.1,0.1,0,0,3.2,3.1,0.6,0.8,0.7,0,47426,92.1,1.4,2.9,2.7,1.1,3.3,47426,12,8.9,0.9,0.2,2.1,88,81.5,0.7,1.8,1.1,0.2,0.1,2.6,0,2.6,23810,37133,50.4,49.6
0500000US32007,"Elko County, Nevada",52029,52.1,47.9,7.2,7.7,8.2,7.5,6.7,14.5,13,13.8,7,5.1,6.1,2.4,0.7,33.5,72.1,68.3,12.1,9.2,37498,52.3,47.7,4802,50,50,52029,98.6,1.4,98.6,88,1.2,5.5,0,0.1,0.1,0,1.1,0.3,0.1,0.5,0.1,0,0,0.1,0.2,0.1,0,0,0.2,2.5,1.4,0.5,0.3,0.4,0,52029,89.4,1.8,5.9,1.6,0.3,2.6,52029,24.1,21.7,0.5,0.1,1.8,75.9,67.4,1.1,5.2,1.1,0.2,0,1,0,1,20425,34740,51.8,48.2
0500000US32013,"Humboldt County, Nevada",17091,52.1,47.9,7.7,7.3,8.7,7.2,6,12.9,13.1,13.2,6.2,7.2,6.6,3.2,0.7,35.2,71.9,67.8,14.2,10.5,12293,52.9,47.1,1803,52.4,47.6,17091,97.5,2.5,97.5,86.7,0.5,4.8,0.1,0,0.2,0.1,0.5,0,0.2,0.2,0,0,0,0,0,0,0,0,0,5,2.5,0.9,0.5,0.6,0,17091,89.1,1.4,5.3,1.2,0.1,5.5,17091,25.9,24.5,0.2,0,1.2,74.1,65.5,0.5,4.6,0.5,0,1.2,2,0,1.9,7223,11430,52.5,47.5
0500000US32015,"Lander County, Nevada",5907,55.1,44.9,7.2,9,8.9,3.8,7.5,11.3,10.2,11.6,13.3,4.5,8,2.7,1.9,37,71.4,69.2,14.3,12.6,4218,52.2,47.8,742,50.5,49.5,5907,97.7,2.3,97.7,87.5,0.1,6,0,0,0,0,0.7,0,0,0.7,0,0,0,0,0.1,0.1,0,0,0,3.3,2.3,1.3,0.4,0,0,5907,89.3,1.4,6.9,0.7,0.1,3.8,5907,26,22.5,0,0,3.4,74,66.9,0.1,3.4,0.7,0.1,1,1.7,0,1.7,2505,3924,50.9,49.1
0500000US32017,"Lincoln County, Nevada",5155,54.7,45.3,5.6,4.2,4.9,10.2,6.5,12.8,11.3,14.5,5.3,6.1,11.7,5.4,1.4,39.6,79.5,72.9,22.4,18.6,4100,56.7,43.3,957,56.1,43.9,5155,99,1,99,87.7,2.9,3.5,0.4,0,0,0,0.9,0,0,0.4,0.4,0,0,0.1,0,0,0,0,0,3.9,1,0,0.9,0,0,5155,88.7,2.9,4.4,1,0.1,4,5155,8.6,6.2,0,0,2.3,91.4,82.9,2.9,3.5,0.9,0,0.3,1,0,1,2581,4019,56.9,43.1
0500000US32019,"Lyon County, Nevada",51897,50.5,49.5,5.6,7,5.7,6.3,4.9,11,11.3,13.6,7.5,7.3,12.8,5.4,1.6,43.7,77.5,74.6,24,19.8,40235,50.4,49.6,10288,49.9,50.1,51897,96,4,96,85.8,1,2.4,0.2,0,0,0.1,1.3,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,5.3,4,0.7,1.6,0.7,0.2,51897,89.4,2,4.3,2.2,0.6,5.7,51897,15.8,12.6,0.6,0,2.6,84.2,76.4,0.9,2.1,1.3,0.1,0.1,3.2,0,3.2,22427,37966,50.2,49.8
0500000US32023,"Nye County, Nevada",43198,49.9,50.1,4.3,4.9,5.2,5.2,4.5,9.1,9.3,13.2,8.6,8.5,16.8,8.1,2.3,51.2,82.4,79,32.3,27.2,35582,50.1,49.9,11759,49.8,50.2,43198,97.4,2.6,97.4,84.8,2.9,1.6,0,0,0,0,1.5,0,0.2,0.7,0.3,0.1,0,0.2,0.4,0.1,0.2,0.1,0,6.1,2.6,0.3,0.9,0.6,0,43198,87.3,3.3,2.6,2.2,0.8,6.5,43198,14.1,12,0.3,0.6,1.3,85.9,77.3,2.9,1.6,1.5,0.4,0,2.1,0,2.1,21786,34033,50.1,49.9
0500000US32027,"Pershing County, Nevada",6690,65.2,34.8,4.3,4.7,5.2,4.4,6.4,17.6,14,16.1,6.1,6.5,10,3.9,0.9,41.3,82.6,80.6,18.9,14.8,5525,67.9,32.1,990,54.7,45.3,6690,98.1,1.9,98.1,85,4.8,2.7,0.3,0,0,0,1.2,0,0,0.9,0.1,0,0,0.2,0.7,0.3,0.2,0.1,0.1,3.8,1.9,0.5,0.9,0,0,6690,86.6,5.4,3.8,1.4,0.8,3.9,6690,23.6,19.7,0.7,0.6,2.7,76.4,66.2,4.8,2.2,1.2,0.7,0.1,1.2,0,1.2,2403,5078,66.7,33.3
0500000US32031,"Washoe County, Nevada",439914,50.3,49.7,6.1,6.2,6.3,6.2,7.2,14.3,12.3,13.6,6.8,6.4,9.2,3.9,1.5,37.9,77.6,73.7,18.3,14.6,341322,49.9,50.1,64093,47.5,52.5,439914,96,4,96,80.5,2.3,1.6,0.1,0.1,0.1,0,5.4,0.6,0.7,2.3,0.3,0.4,0.3,0.8,0.6,0.2,0.1,0.1,0.2,5.6,4,0.8,0.8,1,0,439914,83.9,3.3,2.6,7.1,1.2,6.2,439914,23.5,18.7,0.5,0.1,4.2,76.5,64.2,2.1,1.3,5.3,0.6,0.1,2.9,0.1,2.8,187716,308309,50,50
0500000US32033,"White Pine County, Nevada",9893,58.2,41.8,5.6,5.5,6.5,8,4,14.8,13.1,13.6,6.7,7.2,8.3,5.3,1.4,39.1,78.8,73.9,19.5,15,7797,59.4,40.6,1485,51.3,48.7,9893,98.8,1.2,98.8,85.7,4.2,6.3,0.3,0,0.6,0,0.6,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0,1.6,1.2,0.2,0.7,0.1,0,9893,86.9,4.5,7,0.7,0.3,1.8,9893,15,11.5,0.1,0.3,3.1,85,73.2,4.1,5.8,0.6,0.2,0,1,0.2,0.8,4444,7545,59.1,40.9
0500000US32510,"Carson City, Nevada",54412,51.1,48.9,5.1,5.8,6.1,5.6,6.5,11.8,11.3,14.2,7.5,6.9,10.9,5.5,2.7,43.1,79.3,76,22.8,19.1,43150,51.1,48.9,10378,44.9,55.1,54412,97.1,2.9,97.1,81.6,1.1,2.6,0.1,0,0.1,0,3,0.8,0.3,0.7,0.1,0.2,0.9,0,0.3,0.1,0,0.1,0,8.5,2.9,0.3,0.8,0.8,0,54412,84.3,1.5,3.7,4.2,0.4,9.1,54412,22.9,19,0.4,0.1,3.4,77.1,68.6,0.9,2.1,3,0.3,0.2,2,0,2,23459,39721,51.2,48.8
0500000US33001,"Belknap County, New Hampshire",60392,49,51,4.5,5.1,6,6,5.1,10.3,11.2,15.5,8.7,8.1,11.8,5.4,2.4,46.5,80.8,77.2,24.3,19.6,48770,48.4,51.6,11831,46.8,53.2,60392,98.6,1.4,98.6,96.6,0.5,0.2,0.1,0,0,0,1.1,0.2,0.2,0.2,0.1,0.3,0,0.2,0,0,0,0,0,0.2,1.4,0.5,0.4,0.3,0,60392,98,1,0.7,1.4,0.1,0.3,60392,1.6,0.5,0.5,0,0.6,98.4,95.2,0.5,0.2,1.1,0,0.1,1.3,0,1.3,37715,48219,48.5,51.5
0500000US33003,"Carroll County, New Hampshire",47416,49.9,50.1,3.9,4.5,4.9,5.3,4.7,8.4,10.1,15.5,9.6,8.9,14.5,6.7,3,50.9,83.2,80.6,29,24.2,39439,49.3,50.7,11487,48.5,51.5,47416,98.5,1.5,98.5,97.3,0.4,0.1,0,0,0,0.1,0.7,0.2,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,1.5,0.2,0.8,0.1,0,47416,98.7,0.7,1.2,0.9,0.1,0.1,47416,1.4,0.3,0.1,0,0.9,98.6,96.2,0.4,0.1,0.7,0,0,1.3,0.1,1.2,40287,38798,49.7,50.3
0500000US33005,"Cheshire County, New Hampshire",76320,48.8,51.2,4.7,5.1,5.4,8.5,7.5,11.4,10.6,14.4,7.8,7.4,10,4.9,2.3,42.2,81.5,74.6,21.7,17.2,62183,48.5,51.5,13133,45.7,54.3,76320,98.2,1.8,98.2,95.6,0.7,0.2,0,0,0,0,1.3,0.3,0.4,0.2,0,0,0.1,0.3,0,0,0,0,0,0.4,1.8,0.2,0.6,0.5,0,76320,97.3,1.1,0.9,1.9,0.1,0.8,76320,1.7,0.6,0.7,0,0.4,98.3,94.6,0.7,0.2,1.3,0,0.1,1.5,0.1,1.4,34964,61233,48.5,51.5
0500000US33007,"Coos County, New Hampshire",32219,53,47,3.9,4.4,4.8,5.2,5,10.9,12,15.2,8.8,8.2,12.1,6.3,3.1,47.9,83.4,80.9,26.3,21.5,26876,53.4,46.6,6922,47.4,52.6,32219,99.1,0.9,99.1,96.4,2,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.9,0.2,0.4,0,0,32219,97.2,2.2,0.7,0.1,0,0.6,32219,1.7,0.3,0.7,0.1,0.7,98.3,95.3,2,0.3,0.1,0,0,0.7,0.1,0.6,21277,26526,53.2,46.8
0500000US33009,"Grafton County, New Hampshire",89164,49.2,50.8,4.3,4.8,4.8,7.8,8.9,11.8,10.4,13.8,7.6,7.8,10.3,5.2,2.5,42.4,82.9,75.8,22.6,18,73942,48.9,51.1,16088,46.5,53.5,89164,98,2,98,93,1,0.5,0.1,0,0,0,3.2,0.5,1.2,0.1,0.1,0.5,0,0.8,0.1,0,0,0,0,0.2,2,0.5,0.5,0.6,0,89164,94.9,1.7,1.2,4,0.1,0.4,89164,2.2,0.7,0.5,0.1,0.9,97.8,91.4,0.8,0.5,3.2,0.1,0,1.8,0.1,1.7,51773,71502,48.8,51.2
0500000US33011,"Hillsborough County, New Hampshire",404948,49.6,50.4,5.5,6.2,6.1,6.5,6.4,12.8,12.8,16.2,7.6,6.2,8,4,1.8,40.3,78.3,74.6,17.5,13.9,317016,49.2,50.8,56302,44.2,55.8,404948,97.8,2.2,97.8,90.7,2.4,0.1,0,0,0,0,3.7,1.5,0.6,0.2,0.1,0.2,0.3,0.8,0,0,0,0,0,0.9,2.2,0.7,0.5,0.6,0,404948,92.8,3.2,0.7,4.4,0.1,1.2,404948,6,1.5,1.9,0.2,2.5,94,86.1,2,0.1,3.7,0,0.2,1.8,0,1.7,167606,300824,49,51
0500000US33013,"Merrimack County, New Hampshire",147715,49.2,50.8,4.8,5.4,5.9,6.9,6.7,11.2,12.1,15.6,8.3,6.9,9.2,4.3,2.5,42.7,80,75.4,19.9,16.1,118099,48.8,51.2,23711,44.1,55.9,147715,98.2,1.8,98.2,94.8,1.2,0.1,0,0,0,0,1.7,0.3,0.6,0,0,0.2,0,0.5,0,0,0,0,0,0.4,1.8,0.4,0.7,0.5,0,147715,96.5,1.7,0.9,2.2,0,0.5,147715,1.9,0.3,0.7,0.1,0.8,98.1,93.4,1.1,0.1,1.7,0,0.1,1.7,0,1.6,63711,115214,48.8,51.2
0500000US33015,"Rockingham County, New Hampshire",300365,49.5,50.5,4.6,5.7,6.2,6.3,5.5,11.1,12.4,17.4,8.5,7,9.2,4.3,1.8,43.8,79.3,76.2,19.3,15.2,238203,49.1,50.9,45710,45.3,54.7,300365,98.4,1.6,98.4,95.2,0.7,0.1,0,0,0,0,1.9,0.4,0.4,0.2,0.1,0.2,0.1,0.5,0,0,0,0,0,0.5,1.6,0.4,0.5,0.5,0,300365,96.6,1.2,0.6,2.4,0.1,0.7,300365,2.5,0.3,0.5,0.2,1.4,97.5,93.4,0.7,0.1,1.9,0,0.1,1.4,0,1.4,128637,233064,49.2,50.8
0500000US33017,"Strafford County, New Hampshire",125913,48.9,51.1,5.1,5.4,5.5,8.6,10.9,12.2,11.6,14.2,7.2,5.6,7.8,4.2,1.6,37.1,80.6,72.4,16.8,13.6,101440,48.3,51.7,17164,44.6,55.4,125913,97.7,2.3,97.7,93.3,1,0.1,0,0,0,0,3,0.7,0.7,0.3,0.1,0.1,0.1,1,0,0,0,0,0,0.4,2.3,0.5,0.6,0.5,0.1,125913,95.3,1.7,1,3.8,0.1,0.6,125913,2.1,0.4,0.5,0.1,1,97.9,91.6,0.9,0.1,3,0,0.1,2.2,0.2,2,52396,97920,48.3,51.7
0500000US33019,"Sullivan County, New Hampshire",43051,49.1,50.9,4.7,5.1,6.2,5.6,5.3,10.5,11.7,15.5,8.7,7.9,11.1,5.4,2.1,45.8,80.3,77.2,23,18.7,34556,48.9,51.1,8037,45.7,54.3,43051,98.6,1.4,98.6,96.4,0.6,0.4,0,0,0,0,0.8,0,0.4,0.3,0,0.1,0,0,0.1,0,0.1,0,0,0.3,1.4,0.3,0.6,0.2,0,43051,97.8,1,1.2,0.9,0.3,0.3,43051,1.4,0.2,0.6,0,0.6,98.6,95.5,0.4,0.4,0.8,0.1,0.1,1.2,0,1.2,22363,34330,48.9,51.1
0500000US34001,"Atlantic County, New Jersey",274026,48.4,51.6,5.9,5.7,6.5,6.6,6.9,11.9,11.9,14.9,7.3,6.6,9.1,4.8,2,40.8,77.9,73.8,19.5,15.9,213371,47.7,52.3,43495,43.7,56.3,274026,96.6,3.4,96.6,67.3,15.6,0.2,0,0,0,0,8.3,2.4,1.4,1.1,0.1,0.4,1.3,1.6,0,0,0,0,0,5.2,3.4,0.9,0.2,0.3,0.2,274026,69.5,17.5,0.8,9.1,0.3,6.5,274026,18.3,3.5,7.6,0.3,6.8,81.7,56.8,14.5,0.2,8.2,0,0.2,1.9,0.2,1.7,127617,194912,47.5,52.5
0500000US34003,"Bergen County, New Jersey",930310,48.4,51.6,5.3,6,6.4,6.4,5.7,11.7,13.5,15.6,7.4,6.1,8.5,4.9,2.6,41.5,78.2,74.8,19.5,16,727817,47.6,52.4,149111,42.7,57.3,930310,97.6,2.4,97.6,70.8,5.9,0.2,0,0,0,0,15.8,3.7,2.1,2.3,0.7,6.1,0.1,0.9,0,0,0,0,0,4.9,2.4,0.6,0.1,0.8,0.1,930310,72.7,6.8,0.5,16.9,0.1,5.5,930310,18.4,1.2,3.6,1.5,12.1,81.6,58.7,5.3,0.1,15.8,0,0.2,1.5,0.2,1.4,354772,628713,47.5,52.5
0500000US34005,"Burlington County, New Jersey",450236,49.3,50.7,5.2,6,6.5,6.3,6.5,12.1,12.6,15.8,7.6,6,8.6,4.8,2.2,41.3,78.3,74.8,18.9,15.5,352493,48.9,51.1,69917,42.8,57.2,450236,96.1,3.9,96.1,72.6,16.1,0.1,0,0,0,0,4.8,2.1,0.7,0.7,0.1,0.4,0.1,0.6,0,0,0,0,0,2.5,3.9,1.3,0.3,0.6,0.3,450236,75.6,18.6,1.2,5.9,0.2,3.1,450236,7.5,1.2,3.5,0.2,2.5,92.5,68.7,15.6,0.1,4.7,0,0.4,3.1,0.1,2.9,177623,338583,48.7,51.3
0500000US34007,"Camden County, New Jersey",511145,48.4,51.6,6.2,6.5,6.4,6.4,6.5,13.7,12.7,14.3,7.2,5.7,8,4.1,2.2,38.4,76.7,73.2,17.5,14.2,392067,47.5,52.5,72834,42.1,57.9,511145,97,3,97,63,19.6,0.2,0,0,0,0,5.7,1.7,1.1,0.8,0.1,0.5,1,0.6,0,0,0,0,0,8.6,3,1,0.2,0.4,0.2,511145,65.1,21.5,0.9,6.3,0.1,9.4,511145,15.7,2.5,8.8,0.3,4.1,84.3,58.1,18.2,0.1,5.6,0,0.3,2,0.1,1.9,205800,369327,47.3,52.7
0500000US34009,"Cape May County, New Jersey",95404,48.8,51.2,4.8,5.1,4.8,5.8,6,9.8,9.6,14,7.6,8.7,13.4,7.4,3,48.4,82.1,78.2,29.1,23.9,78283,48.4,51.6,22776,44.5,55.5,95404,98.3,1.7,98.3,91.2,4.6,0.1,0,0,0,0,1.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0,0.1,0,0,1.3,1.7,0.6,0.4,0.2,0.1,95404,92.6,5.4,0.7,1.3,0.2,1.7,95404,7.2,2.5,3.4,0.2,1.1,92.8,85.8,4.5,0.1,1.1,0,0.1,1.3,0,1.3,98900,76079,48.5,51.5
0500000US34011,"Cumberland County, New Jersey",155744,51.3,48.7,6.7,6.9,6.3,5.9,6.8,14.7,13.5,13.6,6.6,5.1,7.8,4.2,1.9,36.7,76.2,72.9,16.6,13.8,118718,51.5,48.5,21515,43,57,155744,95.5,4.5,95.5,63.8,19.8,0.7,0,0,0,0,1.3,0.6,0.1,0.2,0,0.2,0,0.2,0,0,0,0,0,9.9,4.5,1.3,0.5,0.2,0.6,155744,66.8,22.8,2.2,1.9,0.1,11.3,155744,29.1,10,16,0.2,2.9,70.9,48,18.1,0.5,1.3,0,0,3,0.2,2.8,56299,108302,51.2,48.8
