GEO_ID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0023E,DP05_0024E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0081E
id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!SEX AND AGE!!Under 5 years,Estimate!!SEX AND AGE!!5 to 9 years,Estimate!!SEX AND AGE!!10 to 14 years,Estimate!!SEX AND AGE!!15 to 19 years,Estimate!!SEX AND AGE!!20 to 24 years,Estimate!!SEX AND AGE!!25 to 34 years,Estimate!!SEX AND AGE!!35 to 44 years,Estimate!!SEX AND AGE!!45 to 54 years,Estimate!!SEX AND AGE!!55 to 59 years,Estimate!!SEX AND AGE!!60 to 64 years,Estimate!!SEX AND AGE!!65 to 74 years,Estimate!!SEX AND AGE!!75 to 84 years,Estimate!!SEX AND AGE!!85 years and over,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!RACE!!White,Estimate!!RACE!!Black or African American,Estimate!!RACE!!American Indian and Alaska Native,Estimate!!RACE!!Asian,Estimate!!RACE!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!Total housing units
0500000US01001,"Autauga County, Alabama",54590,26538,28052,3529,4028,4328,4515,3046,6452,8055,8098,2992,2855,4207,1825,660,19151,20802,43841,10126,523,672,0,255,54590,22077
0500000US01003,"Baldwin County, Alabama",183226,89270,93956,11218,11813,11922,11361,9641,21214,23582,26714,12324,12386,18079,9753,3219,68106,73010,160739,18164,2584,1985,39,2841,183226,103984
0500000US01005,"Barbour County, Alabama",27469,14749,12720,1578,1859,1529,1639,1882,3866,3582,3955,1826,1737,2293,1217,506,11593,9874,13816,12993,368,310,0,607,27469,11878
0500000US01007,"Bibb County, Alabama",22769,12154,10615,1312,1663,1420,1448,1408,2869,3267,3732,1226,1483,1697,986,258,9364,8117,17661,5171,131,40,0,9,22769,8958
0500000US01009,"Blount County, Alabama",57466,28489,28977,3620,3609,4301,3882,3351,6800,7929,8089,3343,3986,5152,2511,893,21266,22201,55359,1023,710,191,0,1042,57466,23761
0500000US01011,"Bullock County, Alabama",10779,5996,4783,671,558,730,578,667,1305,1888,1504,578,806,792,447,255,4641,3755,3079,7658,95,0,47,0,10779,4501
0500000US01013,"Butler County, Alabama",20730,9738,10992,1292,1403,1474,1279,1201,2480,2350,2950,1466,1362,1809,1307,357,7129,8625,11482,9040,99,195,0,62,20730,9973
0500000US01015,"Calhoun County, Alabama",117834,56686,61148,7196,7845,7317,8274,8899,14683,14701,16725,8338,6706,9493,5829,1828,42869,48097,90272,25310,1154,1210,254,1878,117834,53293
0500000US01017,"Chambers County, Alabama",34228,16232,17996,2053,2160,2181,2220,1993,3831,4353,4978,2392,2311,3136,1914,706,12323,14098,20524,13548,237,198,40,71,34228,17000
0500000US01019,"Cherokee County, Alabama",25917,12748,13169,1424,1382,1574,1561,1473,2656,3202,3972,2302,1679,2960,1351,381,9953,10624,24322,1384,302,86,5,88,25917,16168
0500000US01021,"Chilton County, Alabama",43611,21490,22121,2990,2851,3172,2896,2757,5614,5970,6074,2866,2438,3518,1856,609,15970,16755,38186,4468,279,151,0,868,43611,19240
0500000US01023,"Choctaw County, Alabama",13838,6696,7142,761,725,1049,983,703,1294,1676,2106,857,1117,1468,741,358,5029,5692,7816,5980,112,30,0,76,13838,7301
0500000US01025,"Clarke County, Alabama",25768,12181,13587,1517,1438,2174,1970,1455,2684,3279,3827,1825,1441,2361,1264,533,8979,10391,14062,11473,272,94,0,47,25768,12632
0500000US01027,"Clay County, Alabama",13828,6786,7042,819,713,1097,811,715,1559,1911,1908,898,929,1358,778,332,5124,5577,11523,2220,148,5,0,128,13828,6762
0500000US01029,"Cleburne County, Alabama",14905,7327,7578,947,921,1080,1001,783,1648,2037,2099,933,1040,1424,783,209,5483,5833,14259,644,163,0,0,33,14905,6706
0500000US01031,"Coffee County, Alabama",49966,24676,25290,3386,2926,3712,3205,3328,6343,6850,6866,3334,2745,4057,2348,866,18490,19419,39826,8944,1134,962,39,423,49966,22384
0500000US01033,"Colbert County, Alabama",54451,26164,28287,3093,3270,3427,3655,3070,6040,7030,8115,3827,3437,5260,3122,1105,19930,22507,44545,9196,637,348,12,557,54451,25796
0500000US01035,"Conecuh County, Alabama",13188,6430,6758,763,736,932,917,910,1205,1436,1941,1037,903,1388,724,296,4843,5326,6844,6265,252,12,0,0,13188,7103
0500000US01037,"Coosa County, Alabama",11305,5761,5544,543,650,630,679,650,1064,1560,1827,1022,749,1129,622,180,4421,4600,7731,3586,63,0,0,9,11305,6466
0500000US01039,"Covington County, Alabama",37803,18325,19478,2263,2228,2483,2497,2122,3992,4555,5467,2612,2461,3859,2420,844,13882,15384,32455,4927,409,205,35,258,37803,18821
0500000US01041,"Crenshaw County, Alabama",13971,6809,7162,902,900,931,940,821,1428,1892,2072,862,996,1203,759,265,5084,5561,10506,3390,130,230,0,79,13971,6742
0500000US01043,"Cullman County, Alabama",80403,39849,40554,4920,5288,5227,5238,4811,9665,10197,11802,5175,5144,7443,4117,1376,30154,31630,78287,1292,1060,420,45,546,80403,37026
0500000US01045,"Dale County, Alabama",50129,24827,25302,3643,3566,3228,3192,3480,7288,6157,6767,3343,2614,3968,2072,811,18413,19345,38901,10510,763,871,134,414,50129,22700
0500000US01047,"Dallas County, Alabama",43572,20042,23530,3197,3565,2780,3294,2827,4919,4972,6420,2633,2823,3505,1774,863,14262,17748,12917,30373,243,196,36,196,43572,20248
0500000US01049,"DeKalb County, Alabama",70949,34974,35975,4979,4950,5197,4886,4096,9070,9293,9850,4215,4449,5831,3129,1004,25683,27004,66289,1588,2221,252,5,2193,70949,30974
0500000US01051,"Elmore County, Alabama",79330,38822,40508,4864,5281,5146,5667,5282,10483,11492,12059,5403,4123,5795,2575,1160,29377,31282,61283,16756,726,769,0,1183,79330,32498
0500000US01053,"Escambia County, Alabama",38122,19686,18436,2323,2144,2692,2686,2047,5125,5068,5495,2624,2150,3331,1587,850,15367,13999,24236,12354,1527,180,18,38,38122,16525
0500000US01055,"Etowah County, Alabama",104317,50374,53943,6200,6463,6947,7052,6272,12141,13938,14686,7206,6841,9160,5106,2305,38036,42282,86897,16550,952,884,62,577,104317,47491
0500000US01057,"Fayette County, Alabama",17219,8473,8746,950,991,1224,1069,939,1824,1977,2635,1305,1170,1794,1079,262,6451,7000,15164,2078,119,72,0,50,17219,8450
0500000US01059,"Franklin County, Alabama",31664,15547,16117,2243,2324,2059,2000,1984,3912,4274,4507,1924,1704,2728,1562,443,11658,12182,28308,1565,306,75,0,1733,31664,14023
0500000US01061,"Geneva County, Alabama",26769,13024,13745,1549,1426,1911,1690,1456,2995,3353,3988,1969,1722,2686,1506,518,9970,10835,23573,2693,401,30,0,443,26769,12670
0500000US01063,"Greene County, Alabama",9067,4284,4783,551,421,826,837,466,944,894,1307,592,769,708,586,166,3168,3691,1608,7421,25,13,0,0,9067,5017
0500000US01065,"Hale County, Alabama",15750,7489,8261,935,970,1221,1246,915,1752,1775,2436,1314,786,1308,871,221,5554,6297,6314,9346,50,63,14,0,15750,7682
0500000US01067,"Henry County, Alabama",17275,8225,9050,947,1045,1103,1201,898,1681,2232,2408,1274,1360,1791,1021,314,6324,7108,11976,4818,65,349,0,155,17275,8878
0500000US01069,"Houston County, Alabama",101459,48655,52804,6693,7212,6741,6627,5971,12938,13308,14536,7059,5632,8276,4815,1651,35916,40691,72690,27060,951,1090,126,1366,101459,45310
0500000US01071,"Jackson County, Alabama",53279,26341,26938,2993,3428,3399,3491,2782,6001,6948,7983,3728,3752,5287,2742,745,20050,21232,50020,2042,1685,246,99,245,53279,24798
0500000US01073,"Jefferson County, Alabama",658464,311658,346806,44222,42091,42319,43880,46421,93756,83565,94387,44562,36304,44944,29165,12848,232762,270823,356736,280160,3928,10717,147,12455,658464,301202
0500000US01075,"Lamar County, Alabama",14513,6993,7520,839,979,853,799,817,1483,1889,2079,1133,920,1554,956,212,5391,5899,12769,1804,31,14,0,9,14513,7372
0500000US01077,"Lauderdale County, Alabama",92528,44344,48184,5145,5652,5445,6354,7264,10287,11635,13041,6050,6056,8581,5205,1813,34271,38403,81550,9849,795,828,26,483,92528,43762
0500000US01079,"Lawrence County, Alabama",34148,16696,17452,2107,2387,2048,2235,2097,3795,4719,5258,2468,2108,2990,1523,413,12692,13549,27977,4201,3208,206,14,321,34148,15227
0500000US01081,"Lee County, Alabama",140938,69643,71295,8485,8899,8613,12923,21632,19473,17690,16802,7107,6428,7706,3723,1457,53595,55988,102876,33329,1440,4417,125,1010,140938,62638
0500000US01083,"Limestone County, Alabama",83313,42264,41049,5402,5635,5434,5266,4763,11062,12397,12981,5053,5019,6209,2971,1121,32050,31356,69453,11233,924,1145,3,1836,83313,34658
0500000US01085,"Lowndes County, Alabama",11304,5284,6020,704,628,912,891,740,1082,1399,1810,873,600,1002,487,176,3923,4617,2896,8365,45,0,0,20,11304,5176
0500000US01087,"Macon County, Alabama",21214,9687,11527,1111,927,1402,2291,2568,2003,2278,2795,1465,1339,1654,931,450,7526,9408,3449,17741,127,16,0,28,21214,10285
0500000US01089,"Madison County, Alabama",334661,164288,170373,20811,22606,21288,24394,24185,44069,44435,53435,20498,17640,23443,13398,4459,123740,131902,239660,84270,5809,10450,632,3672,334661,146628
0500000US01091,"Marengo County, Alabama",20909,9816,11093,1268,1067,1757,1513,1243,2099,2549,3065,1262,1528,2002,1135,421,7256,8568,9795,11005,71,70,0,128,20909,10255
0500000US01093,"Marion County, Alabama",30641,15138,15503,1747,1716,1893,1897,1698,3213,4023,4524,1876,2309,3358,1813,574,11700,12364,29236,1295,226,176,0,85,30641,14731
0500000US01095,"Marshall County, Alabama",93070,45911,47159,6764,6344,6304,6483,5598,11498,12079,12848,5986,5308,7954,4227,1677,33857,35814,88429,2016,1326,686,67,1927,93070,40222
0500000US01097,"Mobile County, Alabama",412297,197997,214300,28231,27791,28962,30066,29539,53661,51213,59223,26496,23423,30326,17180,6186,145225,163824,255013,145681,5575,8849,124,2376,412297,178278
0500000US01099,"Monroe County, Alabama",22993,11135,11858,1396,1400,1860,1711,1267,2379,2867,3425,1654,1415,1971,1150,498,8178,9055,12980,9671,395,100,0,94,22993,11339
0500000US01101,"Montgomery County, Alabama",229376,109021,120355,15939,15494,15508,17220,18847,32655,29397,30922,13434,12380,14784,9292,3504,80322,92467,95749,127332,1639,5483,151,2253,229376,101956
0500000US01103,"Morgan County, Alabama",119330,58488,60842,7555,8250,7710,7899,7013,15110,16018,17877,7796,7124,9774,5349,1855,44103,46673,100526,15129,2409,932,125,2531,119330,51180
0500000US01105,"Perry County, Alabama",10525,5105,5420,755,592,820,1022,591,1230,925,1547,581,696,999,525,242,3771,4183,3261,7247,8,75,0,10,10525,4764
0500000US01107,"Pickens County, Alabama",19646,9284,10362,1175,1200,1387,1327,1167,2124,2278,2985,1477,1177,1843,1165,341,6983,8074,11418,8305,91,17,0,25,19646,9485
0500000US01109,"Pike County, Alabama",32750,15499,17251,1808,2022,1637,3261,4967,3864,3456,3877,1896,1756,2430,1312,464,12218,13886,19689,12361,479,734,0,228,32750,15272
0500000US01111,"Randolph County, Alabama",22843,11142,11701,1303,1271,1733,1625,1437,2200,2893,3292,1699,1397,2208,1194,591,8385,9198,17772,4942,265,58,0,74,22843,11910
0500000US01113,"Russell County, Alabama",53938,25974,27964,4178,3209,3955,3873,3775,7540,6748,7550,3188,3122,3814,2173,813,18772,21357,30368,23229,552,435,66,460,53938,24979
0500000US01115,"St. Clair County, Alabama",83530,41802,41728,5620,5676,5286,5160,4698,11327,11880,12392,5346,5039,6895,3302,909,31558,32137,74919,7656,730,666,19,252,83530,35336
0500000US01117,"Shelby County, Alabama",195237,95447,99790,13039,13926,14438,12863,10595,27052,29877,29162,12939,10276,12785,6298,1987,70113,75470,164277,21829,1378,4448,128,5383,195237,80956
0500000US01119,"Sumter County, Alabama",13669,6160,7509,778,780,871,1411,1421,1220,1524,1868,933,817,1040,787,219,4662,5938,3369,10174,12,94,4,62,13669,6796
0500000US01121,"Talladega County, Alabama",82194,40050,42144,4895,4804,6043,5710,4920,9946,11217,12113,5769,5089,6794,3595,1299,30414,32594,54668,27179,613,143,58,410,82194,37037
0500000US01123,"Tallapoosa County, Alabama",41534,20098,21436,2456,2371,2710,2688,2293,4466,5240,6077,2904,3040,4169,2307,813,15342,16933,29738,11587,309,33,0,334,41534,22046
0500000US01125,"Tuscaloosa County, Alabama",194254,93972,100282,11667,11345,11774,17843,27157,26390,22487,23635,11453,9353,11459,6969,2722,72718,79833,132192,58764,1173,2844,44,833,194254,84890
0500000US01127,"Walker County, Alabama",67016,32559,34457,3929,4301,4134,4251,3982,7497,8691,9920,4220,5120,6412,3455,1104,24866,27077,62522,4362,756,279,118,436,67016,30912
0500000US01129,"Washington County, Alabama",17407,8695,8712,944,1366,1288,1349,899,1877,2172,2601,1149,1187,1506,786,283,6284,6724,11488,4281,1532,108,40,144,17407,8407
0500000US01131,"Wilcox County, Alabama",11706,5595,6111,657,721,1076,996,663,1226,1458,1553,836,743,970,524,283,3906,4661,3147,8555,15,0,0,4,11706,5680
0500000US01133,"Winston County, Alabama",24432,11918,12514,1297,1158,1860,1471,1450,2448,3130,3730,1609,1883,2611,1415,370,9282,9870,24002,232,462,55,0,116,24432,13432
0500000US02013,"Aleutians East Borough, Alaska",3114,2301,813,70,57,85,122,351,559,655,683,296,118,95,19,4,2146,705,807,422,645,1282,27,34,3114,597
0500000US02016,"Aleutians West Census Area, Alaska",5507,3666,1841,205,280,222,281,487,851,1099,1118,381,277,252,52,2,3248,1433,2165,371,1046,1715,129,485,5507,1949
0500000US02020,"Anchorage Municipality, Alaska",291470,147903,143567,21755,19996,20603,20599,25219,45238,39110,44038,19558,13609,13679,6340,1726,109277,107170,217293,24216,36144,29862,7508,6196,291470,113070
0500000US02050,"Bethel Census Area, Alaska",17184,8943,8241,1824,1810,1617,1646,1376,2308,1981,2142,880,593,612,332,63,5751,5184,2741,134,14844,229,97,2,17184,5907
0500000US02060,"Bristol Bay Borough, Alaska",929,496,433,38,65,101,67,37,93,87,217,107,29,61,16,11,357,320,624,6,399,9,17,2,929,934
0500000US02068,"Denali Borough, Alaska",1917,989,928,125,136,78,96,100,213,335,466,175,79,101,13,0,836,680,1759,22,116,99,0,3,1917,1581
0500000US02070,"Dillingham Census Area, Alaska",4887,2546,2341,463,421,432,488,400,592,466,721,334,202,232,107,29,1704,1560,1350,38,3855,60,21,57,4887,2427
0500000US02090,"Fairbanks North Star Borough, Alaska",97523,51550,45973,7845,7292,5865,7001,10444,16009,12605,13256,6499,4324,4137,1698,548,38655,33990,82325,5705,10629,3950,747,1262,97523,41371
0500000US02100,"Haines Borough, Alaska",2500,1397,1103,129,144,258,86,50,384,344,353,244,160,167,115,66,1048,869,2268,20,361,71,0,10,2500,1590
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2153,1119,1034,92,124,89,152,65,246,206,387,275,194,247,65,11,937,821,1305,17,1050,39,11,20,2153,1797
0500000US02110,"Juneau City and Borough, Alaska",31636,16133,15503,1965,2086,1994,2357,1876,4445,4364,5367,2647,1896,1732,621,286,12299,11900,25150,507,5998,2619,480,547,31636,13052
0500000US02122,"Kenai Peninsula Borough, Alaska",55474,29000,26474,3380,3589,3735,3799,3185,6336,6814,9514,4919,3916,4067,1613,607,22344,20033,49491,480,6488,1160,191,432,55474,30302
0500000US02130,"Ketchikan Gateway Borough, Alaska",13525,7031,6494,858,966,842,960,811,1779,1734,2294,1187,775,820,436,63,5330,4969,10528,168,2958,1172,135,211,13525,6190
0500000US02150,"Kodiak Island Borough, Alaska",13710,7395,6315,1172,848,1283,1075,1141,1858,1932,1957,895,600,677,163,109,5209,4554,8264,145,2469,2907,138,381,13710,5326
0500000US02164,"Lake and Peninsula Borough, Alaska",1551,751,800,154,119,114,191,128,158,124,280,116,62,74,24,7,497,539,514,15,1069,37,8,3,1551,1653
0500000US02170,"Matanuska-Susitna Borough, Alaska",89319,46172,43147,6807,6469,7800,7004,5162,11611,12180,14304,6353,4448,4699,2022,460,32884,30826,82043,1600,8942,2045,657,715,89319,40578
0500000US02180,"Nome Census Area, Alaska",9580,5144,4436,1113,841,797,850,794,1338,1066,1244,497,432,402,174,32,3431,2877,2367,161,7694,151,53,22,9580,3979
0500000US02185,"North Slope Borough, Alaska",9317,5845,3472,749,641,519,629,868,1324,1297,1613,864,410,259,115,29,4592,2442,3577,113,5543,489,184,130,9317,2527
0500000US02188,"Northwest Arctic Borough, Alaska",7601,4080,3521,883,667,731,711,712,983,893,911,417,224,271,163,35,2690,2217,1322,75,6600,110,36,1,7601,2694
0500000US02195,"Petersburg Census Area, Alaska",3822,2007,1815,304,156,197,252,209,436,491,755,327,303,256,105,31,1553,1451,3120,65,727,199,5,95,3822,2149
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",5603,3074,2529,405,362,385,344,359,607,737,961,550,334,388,150,21,2342,1853,3124,28,2689,117,39,32,5603,2987
0500000US02220,"Sitka City and Borough, Alaska",8909,4460,4449,589,472,627,664,517,1251,1106,1433,818,456,580,299,97,3444,3413,6531,166,2198,609,48,201,8909,4094
0500000US02230,"Skagway Municipality, Alaska",1050,549,501,103,33,46,27,58,125,108,216,203,39,57,34,1,445,408,853,3,63,182,3,0,1050,611
0500000US02240,"Southeast Fairbanks Census Area, Alaska",7039,3839,3200,533,466,582,571,408,839,926,1118,565,385,474,160,12,2884,2245,6053,116,1059,98,26,51,7039,3889
0500000US02261,"Valdez-Cordova Census Area, Alaska",9614,5217,4397,570,693,715,671,504,1116,1272,1815,845,604,501,260,48,3957,3275,7628,44,1854,463,31,133,9614,6057
0500000US02270,"Wade Hampton Census Area, Alaska",7556,3970,3586,925,810,884,854,735,886,754,803,299,216,239,119,32,2319,2090,651,43,7254,13,33,5,7556,2176
0500000US02275,"Wrangell City and Borough, Alaska",2368,1127,1241,78,125,159,147,92,206,212,327,376,164,319,119,44,928,989,1968,31,519,44,93,2,2368,1472
0500000US02282,"Yakutat City and Borough, Alaska",644,370,274,24,35,56,48,51,69,92,75,91,47,41,13,2,294,198,336,8,363,15,8,5,644,454
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5637,3053,2584,433,439,386,467,363,675,573,912,459,320,410,155,45,2268,1833,1657,33,4286,35,33,38,5637,4032
0500000US04001,"Apache County, Arizona",71618,35672,35946,5921,5777,6670,7141,4565,7762,8119,9453,3907,3867,5278,2382,776,24222,24797,18122,426,52932,328,144,771,71618,32548
0500000US04003,"Cochise County, Arizona",131118,66837,64281,8416,8101,8165,9280,8351,16478,14933,17132,8487,8955,13448,6885,2487,51443,49732,111217,6977,3388,4165,993,11668,131118,59160
0500000US04005,"Coconino County, Arizona",134011,66429,67582,8949,8248,8706,13414,16562,17699,15473,17652,8845,6282,7600,3394,1187,50169,52325,87194,2402,38163,2869,699,6903,134011,63270
0500000US04007,"Gila County, Arizona",53436,26751,26685,3116,3096,3089,3257,2513,4669,5081,7372,4248,4541,7355,3604,1495,20790,21263,43479,463,8340,452,34,2001,53436,32644
0500000US04009,"Graham County, Arizona",37115,19936,17179,3093,2767,2861,3073,3140,5228,4612,4379,2165,1483,2382,1392,540,14657,12044,28762,877,5624,277,172,2361,37115,13003
0500000US04011,"Greenlee County, Arizona",8592,4505,4087,672,609,805,601,558,1135,1152,1071,517,461,531,385,95,3130,2956,7643,100,235,58,0,795,8592,4345
0500000US04012,"La Paz County, Arizona",20460,10332,10128,980,940,1021,766,882,1815,1632,2439,1410,1779,4216,1966,614,8642,8259,14844,209,2794,143,14,2696,20460,16039
0500000US04013,"Maricopa County, Arizona",3841819,1901825,1939994,284400,281058,279033,273625,272305,549662,528091,502692,211671,189374,259734,153081,57093,1385799,1446255,3203746,226442,98225,165587,14486,243755,3841819,1636502
0500000US04015,"Mohave County, Arizona",201216,101109,100107,11025,11338,11773,11467,9749,18569,20240,28364,15349,16368,28439,14222,4313,79763,80008,187156,2886,8174,3474,871,7381,201216,110603
0500000US04017,"Navajo County, Arizona",107415,53736,53679,8608,8167,9400,9056,6950,11752,11892,14232,6880,6093,8969,4153,1263,37609,37928,55497,1472,48057,1089,243,5014,107415,56910
0500000US04019,"Pima County, Arizona",981048,482244,498804,62486,61699,61501,69507,76258,127227,116317,130496,62947,59429,82825,49317,21039,367451,389206,802265,43654,40366,34488,3374,87277,981048,441175
0500000US04021,"Pinal County, Arizona",368374,193667,174707,28572,28879,24739,22387,20601,53973,49956,43695,21156,21435,33756,15033,4192,144669,127761,293590,19900,22824,8602,2548,32132,368374,158891
0500000US04023,"Santa Cruz County, Arizona",47057,22375,24682,3749,3742,4181,4191,2672,4789,5656,6231,2702,2810,3743,1980,611,15042,17659,35423,451,348,328,34,11535,47057,17961
0500000US04025,"Yavapai County, Arizona",211280,103607,107673,10346,9995,12548,11837,10277,18691,20324,29442,17694,18772,29368,15597,6389,82872,88306,198288,2036,6478,2935,353,7000,211280,110317
0500000US04027,"Yuma County, Arizona",196420,98901,97519,15042,14305,15830,16128,15493,24375,22906,22303,9102,9555,17636,11244,2501,71084,70487,153921,5440,4074,3162,555,34058,196420,88064
0500000US05001,"Arkansas County, Arkansas",19029,9166,9863,1161,1286,1183,1294,943,2300,2291,2722,1446,1244,1655,1141,363,6969,7652,13980,4777,124,126,11,221,19029,9462
0500000US05003,"Ashley County, Arkansas",21811,10561,11250,1407,1417,1572,1504,1172,2531,2750,3019,1356,1533,2052,1143,355,7830,8645,15454,5751,164,28,0,725,21811,10181
0500000US05005,"Baxter County, Arkansas",41387,19893,21494,1864,2054,2190,2126,1716,3611,4017,5526,3132,3510,6344,3868,1429,16055,17888,40684,163,579,258,33,211,41387,22516
0500000US05007,"Benton County, Arkansas",222028,109694,112334,17631,18315,16454,14462,13378,32373,31313,28742,11056,11145,14991,8512,3656,78146,82317,197651,3949,6572,7251,769,12315,222028,92947
0500000US05009,"Boone County, Arkansas",37032,18140,18892,2238,2632,2177,2394,1971,4246,4558,5142,2394,2519,3771,2130,860,13783,14709,36368,194,709,221,5,181,37032,16814
0500000US05011,"Bradley County, Arkansas",11510,5576,5934,786,631,913,647,770,1216,1415,1688,867,581,1019,676,301,4209,4585,7093,3236,172,0,0,1106,11510,5865
0500000US05013,"Calhoun County, Arkansas",5373,2788,2585,240,405,219,322,376,679,589,832,434,320,528,334,95,2154,2120,4057,1319,80,7,0,2,5373,2909
0500000US05015,"Carroll County, Arkansas",27321,13400,13921,1668,1782,1639,1616,1413,2779,3000,3981,1842,2443,3038,1609,511,10331,10884,25702,230,644,149,5,1277,27321,13507
0500000US05017,"Chicot County, Arkansas",11759,5752,6007,800,588,884,742,678,1196,1433,1724,892,681,1126,756,259,4394,4629,4909,6464,96,24,0,358,11759,5445
0500000US05019,"Clark County, Arkansas",23050,10989,12061,1247,1240,1228,2500,3406,2278,2406,2760,1343,1190,1895,1089,468,8715,9834,17252,5621,180,170,13,97,23050,10402
0500000US05021,"Clay County, Arkansas",15981,7827,8154,877,818,1148,1059,831,1642,1979,2207,1091,1121,1754,1068,386,6024,6443,15818,98,175,9,0,76,15981,8057
0500000US05023,"Cleburne County, Arkansas",25849,12727,13122,1315,1512,1375,1419,1247,2591,2861,3720,1726,1955,3472,2025,631,10151,10603,25611,112,417,59,35,41,25849,15765
0500000US05025,"Cleveland County, Arkansas",8685,4295,4390,543,531,729,627,396,930,1070,1283,456,730,788,471,131,3181,3340,7583,1096,80,0,0,59,8685,4054
0500000US05027,"Columbia County, Arkansas",24644,11782,12862,1434,1517,1558,2283,2488,2674,2757,3162,1443,1398,2024,1388,518,8968,10133,14988,9371,165,206,4,326,24644,11617
0500000US05029,"Conway County, Arkansas",21203,10450,10753,1352,1301,1552,1375,1326,2283,2614,3077,1376,1309,2010,1163,465,7896,8222,18419,2656,294,36,0,114,21203,9703
0500000US05031,"Craighead County, Arkansas",96709,47118,49591,6990,6728,6607,7235,8709,14408,12207,11894,5260,5094,6427,3756,1394,34716,37897,82028,13383,752,1320,118,493,96709,40699
0500000US05033,"Crawford County, Arkansas",61670,30457,31213,4197,4613,4517,4258,3831,7324,8233,8927,3924,3507,5081,2593,665,22197,23332,58228,1064,2517,1062,56,853,61670,25985
0500000US05035,"Crittenden County, Arkansas",50618,24105,26513,4228,3659,4266,3875,3323,6593,6388,7241,2974,2571,3222,1716,562,16625,19352,23853,26257,354,136,70,743,50618,21560
0500000US05037,"Cross County, Arkansas",17891,8557,9334,1144,1235,1258,1384,844,1981,2353,2629,1180,1102,1538,895,348,6329,7054,13577,4302,127,110,0,19,17891,7876
0500000US05039,"Dallas County, Arkansas",8122,4125,3997,407,699,576,520,409,716,999,1147,632,530,738,571,178,2923,3199,4504,3495,6,41,0,76,8122,4317
0500000US05041,"Desha County, Arkansas",12922,6093,6829,992,884,921,879,626,1561,1490,1854,914,779,1127,667,228,4435,5134,6323,6211,66,7,0,435,12922,6289
0500000US05043,"Drew County, Arkansas",18615,8948,9667,1140,1120,1376,1540,1645,2080,2196,2593,1017,1170,1555,837,346,6818,7422,13068,5393,129,134,0,84,18615,8473
0500000US05045,"Faulkner County, Arkansas",113730,55936,57794,7951,7562,7773,9280,13015,16411,14406,14627,6430,4822,6534,3567,1352,41641,44410,99002,12540,1607,1726,74,913,113730,46571
0500000US05047,"Franklin County, Arkansas",18110,8855,9255,1119,1187,1341,1272,1003,2115,2192,2478,1207,1132,1649,1007,408,6655,7026,17744,213,477,91,8,59,18110,8022
0500000US05049,"Fulton County, Arkansas",12301,6030,6271,637,727,698,770,556,1048,1371,1713,866,1066,1668,868,313,4678,5046,12119,109,154,105,0,0,12301,6751
0500000US05051,"Garland County, Arkansas",96249,46616,49633,5433,4925,6147,6096,5153,10247,10987,13380,7199,6756,10737,6582,2607,36187,39810,83575,8603,1469,958,14,3194,96249,50384
0500000US05053,"Grant County, Arkansas",17852,8824,9028,1157,1099,1236,1223,1043,2188,2361,2774,1019,1177,1539,796,240,6620,6938,17245,419,148,119,0,109,17852,7756
0500000US05055,"Greene County, Arkansas",42224,20849,21375,2836,2906,3079,2854,2704,5233,5703,5845,2495,2567,3433,1873,696,15284,16336,41528,393,573,85,6,258,42224,17954
0500000US05057,"Hempstead County, Arkansas",22548,10945,11603,1722,1592,1652,1624,1340,2694,2474,3310,1246,1499,1938,923,534,7916,8715,15041,6935,237,16,0,767,22548,10425
0500000US05059,"Hot Spring County, Arkansas",33011,16831,16180,2024,2113,2063,2300,1935,4088,4031,4769,2500,2000,2965,1651,572,12933,12400,29186,3934,375,39,0,90,33011,14309
0500000US05061,"Howard County, Arkansas",13790,6592,7198,1018,1178,840,1000,737,1674,1710,1903,896,750,1138,607,339,4745,5415,9655,2987,166,42,0,995,13790,6268
0500000US05063,"Independence County, Arkansas",36572,18018,18554,2477,2562,2352,2472,2096,4562,4628,5121,2437,2126,3126,1846,767,13367,14399,35094,1248,409,42,44,193,36572,16158
0500000US05065,"Izard County, Arkansas",13614,7040,6574,630,797,621,777,625,1376,1535,1952,1057,1040,1845,1061,298,5684,5375,13296,275,208,27,49,40,13614,7216
0500000US05067,"Jackson County, Arkansas",17885,8861,9024,1015,1045,981,1037,1204,2376,2418,2684,1159,1130,1620,862,354,6941,7243,14704,3176,278,40,6,118,17885,7624
