GEO_ID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0023E,DP05_0024E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0081E
id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!SEX AND AGE!!Under 5 years,Estimate!!SEX AND AGE!!5 to 9 years,Estimate!!SEX AND AGE!!10 to 14 years,Estimate!!SEX AND AGE!!15 to 19 years,Estimate!!SEX AND AGE!!20 to 24 years,Estimate!!SEX AND AGE!!25 to 34 years,Estimate!!SEX AND AGE!!35 to 44 years,Estimate!!SEX AND AGE!!45 to 54 years,Estimate!!SEX AND AGE!!55 to 59 years,Estimate!!SEX AND AGE!!60 to 64 years,Estimate!!SEX AND AGE!!65 to 74 years,Estimate!!SEX AND AGE!!75 to 84 years,Estimate!!SEX AND AGE!!85 years and over,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!RACE!!White,Estimate!!RACE!!Black or African American,Estimate!!RACE!!American Indian and Alaska Native,Estimate!!RACE!!Asian,Estimate!!RACE!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!Total housing units
0500000US18071,"Jackson County, Indiana",42414,21121,21293,2764,2711,3094,2862,2321,5640,5485,6276,2960,2171,3366,1997,767,15676,16241,40964,534,236,419,0,976,42414,18224
0500000US18073,"Jasper County, Indiana",33369,16675,16694,2148,2394,2540,2455,2100,3890,4173,4905,2247,1790,2739,1447,541,12244,12577,32895,362,213,212,22,67,33369,13165
0500000US18075,"Jay County, Indiana",21353,10499,10854,1519,1437,1726,1555,1179,2380,2642,2976,1318,1301,1818,1083,419,7602,8061,21220,108,216,9,0,26,21353,9224
0500000US18077,"Jefferson County, Indiana",32501,15741,16760,1854,1813,2215,2553,2259,3739,4121,5008,2385,1787,2663,1514,590,11947,13222,31051,860,102,284,0,516,32501,14314
0500000US18079,"Jennings County, Indiana",28373,14290,14083,1812,1812,2311,2280,1564,3284,4006,4205,1847,1651,2219,1110,272,10444,10497,28097,154,249,232,0,116,28373,12112
0500000US18081,"Johnson County, Indiana",140033,68789,71244,9546,10374,10666,9914,8035,17837,19872,20584,8319,7498,9646,5363,2379,49727,53433,132875,2664,885,3490,233,2252,140033,56735
0500000US18083,"Knox County, Indiana",38392,19305,19087,2382,2359,2008,3342,3339,4376,4195,5487,2495,2319,3218,1974,898,15074,15060,36797,1217,206,292,10,373,38392,17055
0500000US18085,"Kosciusko County, Indiana",77328,38482,38846,5352,5647,5412,5474,4906,9486,9714,11404,5232,4281,5892,3118,1410,28413,29144,72445,972,542,859,19,3484,77328,36999
0500000US18087,"LaGrange County, Indiana",37284,18836,18448,3731,3321,3739,3138,2339,4325,4196,4292,2093,1769,2555,1315,471,12095,12366,37011,66,468,57,0,324,37284,14127
0500000US18089,"Lake County, Indiana",495230,239123,256107,33200,36036,35153,35899,29778,62591,62787,73169,32884,27451,34914,22368,9000,174455,193999,318966,131715,4267,7946,257,44966,495230,208913
0500000US18091,"LaPorte County, Indiana",111335,57603,53732,6646,6518,7591,7242,6771,14349,14628,16828,8013,6806,8609,5375,1959,44638,41347,97477,13367,653,834,20,1266,111335,48481
0500000US18093,"Lawrence County, Indiana",46131,22884,23247,2716,2744,3353,3035,2283,5127,5907,6932,3331,3037,4248,2619,799,17257,18119,45278,333,393,315,0,314,46131,21071
0500000US18095,"Madison County, Indiana",131244,65445,65799,8130,8737,7984,8935,8302,16204,17356,18617,8588,8025,10850,6578,2938,49874,51157,119793,10292,2859,887,47,1792,131244,59078
0500000US18097,"Marion County, Indiana",904535,436373,468162,68480,61902,60430,61109,68364,145744,119350,126221,53690,42408,51145,32290,13402,320449,357032,603493,256203,8034,22341,694,40730,904535,418040
0500000US18099,"Marshall County, Indiana",47045,23432,23613,3266,3450,3588,3393,2618,5300,5949,6764,3063,2769,3520,2248,1117,16812,17698,44266,524,327,340,27,2421,47045,19826
0500000US18101,"Martin County, Indiana",10300,5181,5119,647,707,683,674,510,1050,1294,1638,729,729,933,549,157,3909,3915,10156,49,39,88,27,3,10300,4783
0500000US18103,"Miami County, Indiana",36850,19664,17186,2104,2257,2489,2520,2220,4514,5209,5692,2494,2142,2862,1708,639,15322,13137,34393,1913,553,213,0,448,36850,15478
0500000US18105,"Monroe County, Indiana",138048,68589,69459,6426,6035,6452,14874,28638,19685,14328,14487,7008,5992,7479,4724,1920,57054,58503,123776,5755,1273,8540,128,1800,138048,59018
0500000US18107,"Montgomery County, Indiana",38207,19159,19048,2425,2389,2625,2846,2539,4230,4819,5812,2198,2360,3259,1911,794,14573,14592,37098,624,245,308,0,363,38207,16537
0500000US18109,"Morgan County, Indiana",69033,34136,34897,4240,4733,5060,4878,3558,7735,9453,11272,4860,4193,5411,2753,887,25325,26495,68117,411,526,390,0,272,69033,27820
0500000US18111,"Newton County, Indiana",14199,7177,7022,746,883,1048,1018,663,1537,1771,2270,1035,888,1366,688,286,5506,5443,14016,108,171,41,34,100,14199,6023
0500000US18113,"Noble County, Indiana",47547,23817,23730,3350,3261,3896,3382,2898,5644,6215,7034,2879,2971,3277,1983,757,17332,17466,46704,157,486,252,4,612,47547,20106
0500000US18115,"Ohio County, Indiana",6093,3005,3088,292,424,346,383,282,675,774,1028,420,433,626,332,78,2378,2431,6036,71,8,0,0,41,6093,2776
0500000US18117,"Orange County, Indiana",19828,9820,10008,1177,1202,1555,1517,1047,2110,2524,2932,1399,1231,1761,1047,326,7291,7632,19420,322,152,37,0,57,19828,9141
0500000US18119,"Owen County, Indiana",21583,10881,10702,1224,1319,1469,1465,1220,2171,2782,3612,1588,1504,1960,927,342,8279,8356,21293,130,166,97,0,49,21583,10094
0500000US18121,"Parke County, Indiana",17251,8147,9104,973,892,1095,1146,1026,2083,2304,2677,1145,1193,1587,885,245,6219,7337,16757,442,98,45,0,22,17251,8077
0500000US18123,"Perry County, Indiana",19408,10327,9081,1200,1063,1164,1128,1196,2636,2459,3018,1330,1229,1513,1041,431,8215,7078,18709,610,74,116,0,147,19408,8494
0500000US18125,"Pike County, Indiana",12849,6421,6428,763,780,828,808,647,1366,1624,2053,773,1006,1229,692,280,4967,4999,12800,10,23,38,1,7,12849,5754
0500000US18127,"Porter County, Indiana",164386,80946,83440,9731,11094,11558,11922,10410,20270,22031,25071,11740,9886,11728,6471,2474,60571,64219,154489,5840,1279,2628,101,2619,164386,66208
0500000US18129,"Posey County, Indiana",25840,12843,12997,1424,1571,1863,1933,1414,2726,3191,4338,2049,1615,2076,1154,486,9648,10086,25268,418,58,125,0,245,25840,11246
0500000US18131,"Pulaski County, Indiana",13395,6752,6643,757,832,1038,1012,665,1392,1623,2077,977,774,1220,703,325,5058,5073,13243,74,166,54,0,61,13395,6074
0500000US18133,"Putnam County, Indiana",37995,20096,17899,1882,2321,2234,3331,3549,4440,4927,5697,2448,1980,2918,1819,449,15940,14109,35932,1701,217,349,16,110,37995,14697
0500000US18135,"Randolph County, Indiana",26101,12783,13318,1395,1840,1933,1833,1301,2787,3311,3860,1754,1619,2334,1445,689,9602,10134,25770,98,390,10,3,247,26101,11743
0500000US18137,"Ripley County, Indiana",28702,14046,14656,1920,2137,2218,2046,1418,3112,3788,4233,1716,1818,2286,1497,513,10277,10804,28332,138,208,206,1,90,28702,11956
0500000US18139,"Rush County, Indiana",17349,8588,8761,964,1149,1344,1260,913,1797,2237,2706,1073,1107,1474,940,385,6425,6630,17081,223,74,53,0,85,17349,7507
0500000US18141,"St. Joseph County, Indiana",266785,129158,137627,17698,18156,18341,21020,20745,33858,32598,36700,17967,13993,17367,12810,5532,95742,105527,220112,38152,2531,6253,322,8135,266785,114803
0500000US18143,"Scott County, Indiana",24044,12000,12044,1414,1733,1534,1608,1461,2892,3357,3658,1686,1421,1980,954,346,9071,9262,23693,123,232,17,0,184,24044,10476
0500000US18145,"Shelby County, Indiana",44435,21914,22521,2728,2964,3238,3018,2453,5197,5801,7124,3506,2174,3409,2006,817,16379,17153,42446,598,257,320,81,1169,44435,19064
0500000US18147,"Spencer County, Indiana",20948,10544,10404,1205,1407,1339,1468,945,2276,2628,3508,1669,1239,1855,1052,357,8030,7993,20262,153,97,129,0,355,20948,8894
0500000US18149,"Starke County, Indiana",23310,11513,11797,1421,1449,1672,1681,1285,2472,3002,3504,1793,1351,2206,1154,320,8639,9067,22979,133,157,85,18,216,23310,10956
0500000US18151,"Steuben County, Indiana",34116,17265,16851,1868,2048,2393,2725,2377,3471,4290,5118,2424,2298,2977,1744,383,13296,13059,33397,439,1440,347,9,140,34116,19379
0500000US18153,"Sullivan County, Indiana",21379,11650,9729,1145,1043,1464,1377,1317,2952,2929,3252,1436,1282,1741,1035,406,9304,7574,20163,1130,129,32,13,68,21379,8945
0500000US18155,"Switzerland County, Indiana",10509,5387,5122,765,809,631,715,582,1186,1369,1616,652,664,937,429,154,3966,3897,10357,100,21,25,0,98,10509,4989
0500000US18157,"Tippecanoe County, Indiana",173317,88307,85010,10999,9924,9066,16751,32040,24639,18721,18760,8784,7231,8761,5158,2483,70164,67361,152089,8632,1313,11981,191,3468,173317,71147
0500000US18159,"Tipton County, Indiana",15917,7837,8080,786,988,1144,1083,740,1547,2120,2501,1073,1119,1525,931,360,5950,6385,15765,103,21,114,0,74,15917,7016
0500000US18161,"Union County, Indiana",7449,3688,3761,431,446,561,535,438,774,965,1141,495,542,653,383,85,2733,2923,7361,78,90,39,0,28,7449,3247
0500000US18163,"Vanderburgh County, Indiana",179610,86658,92952,11609,10954,10682,12405,14987,23890,20838,26282,12571,9377,12901,9053,4061,66324,73506,159899,18912,1159,2652,109,1417,179610,82968
0500000US18165,"Vermillion County, Indiana",16224,8039,8185,900,1158,1016,1060,799,1719,2117,2343,1314,1049,1495,875,379,6012,6448,16080,67,93,59,14,20,16224,7488
0500000US18167,"Vigo County, Indiana",107805,54597,53208,6187,6020,6701,8912,10791,13766,13557,14578,7045,5684,7496,4710,2358,42760,42128,97310,8879,943,2289,143,974,107805,46129
0500000US18169,"Wabash County, Indiana",32804,16025,16779,1849,2047,2046,2638,2162,3367,3797,4647,2172,2081,2951,2104,943,12188,13155,31867,275,377,183,0,319,32804,14184
0500000US18171,"Warren County, Indiana",8490,4247,4243,464,591,507,629,394,831,1101,1407,631,512,799,440,184,3232,3283,8379,7,88,18,0,80,8490,3680
0500000US18173,"Warrick County, Indiana",59643,29538,30105,3915,4401,4367,3965,2787,6599,7974,9419,4088,4007,4724,2396,1001,21409,22924,57713,1081,342,1172,0,454,59643,24259
0500000US18175,"Washington County, Indiana",28162,14109,14053,1673,2006,2033,2026,1535,3227,3843,4427,1733,1805,2228,1310,316,10476,10637,27941,174,130,120,4,23,28162,12211
0500000US18177,"Wayne County, Indiana",68797,33246,35551,4353,4259,4288,5061,4313,7680,8746,9960,4849,3964,5980,3837,1507,25199,27790,64990,3696,1492,725,42,871,68797,31283
0500000US18179,"Wells County, Indiana",27677,13613,14064,1777,1771,1997,1955,1502,3106,3298,4361,1856,1630,2254,1338,832,10149,10706,27358,310,162,30,0,89,27677,11681
0500000US18181,"White County, Indiana",24612,12120,12492,1490,1754,1627,1648,1177,2525,3066,3664,1480,1941,2277,1506,457,9118,9594,24281,139,177,127,8,197,24612,12969
0500000US18183,"Whitley County, Indiana",33234,16653,16581,2167,2042,2482,2259,1806,3738,4240,5253,2591,1978,2446,1552,680,12413,12679,32653,266,240,184,24,320,33234,14267
0500000US19001,"Adair County, Iowa",7628,3798,3830,406,472,500,466,324,796,801,1219,511,472,760,634,267,2911,3022,7554,39,32,67,21,33,7628,3689
0500000US19003,"Adams County, Iowa",4027,1994,2033,222,217,234,248,182,404,412,667,273,275,427,308,158,1566,1627,3998,36,21,21,0,14,4027,2008
0500000US19005,"Allamakee County, Iowa",14285,7210,7075,935,768,951,921,698,1469,1572,2091,1109,967,1451,964,389,5583,5458,13878,57,428,136,0,50,14285,7617
0500000US19007,"Appanoose County, Iowa",12858,6279,6579,832,745,812,789,650,1314,1408,1909,925,854,1275,930,415,4791,5172,12712,116,144,57,32,53,12858,6629
0500000US19009,"Audubon County, Iowa",6077,2948,3129,314,334,393,422,212,544,634,987,463,354,649,483,288,2293,2459,6019,15,46,28,11,23,6077,2970
0500000US19011,"Benton County, Iowa",26044,13004,13040,1584,1897,1883,1831,1136,2814,3458,4301,1684,1428,2014,1508,506,9590,9861,25755,118,203,104,4,261,26044,11095
0500000US19013,"Black Hawk County, Iowa",130843,63594,67249,8392,7947,7204,9992,15419,17209,14140,16477,8627,7209,9054,6422,2751,49324,53325,114971,13406,732,2374,108,2187,130843,55923
0500000US19015,"Boone County, Iowa",26324,13112,13212,1434,1721,1805,1993,1311,3158,3086,4063,1978,1559,2073,1336,807,9772,10281,25802,306,180,164,0,30,26324,11745
0500000US19017,"Bremer County, Iowa",24294,11920,12374,1365,1508,1545,2124,1960,2463,2823,3277,1595,1461,2135,1279,759,9135,9699,23861,283,127,183,45,57,24294,9939
0500000US19019,"Buchanan County, Iowa",20988,10421,10567,1566,1553,1587,1420,1059,2388,2491,3125,1342,1222,1703,1038,494,7492,7849,20601,168,98,119,10,111,20988,8965
0500000US19021,"Buena Vista County, Iowa",20215,10301,9914,1512,1301,1366,1647,1634,2311,2174,2859,1344,982,1297,1103,685,7625,7538,17138,557,310,1192,112,1441,20215,8235
0500000US19023,"Butler County, Iowa",14899,7278,7621,987,1045,882,877,638,1591,1648,2140,1187,927,1419,1018,540,5548,5844,14771,56,74,65,7,10,14899,6645
0500000US19025,"Calhoun County, Iowa",9936,4991,4945,526,401,691,583,452,962,1093,1484,852,602,1028,810,452,3951,4000,9804,102,92,22,0,29,9936,5031
0500000US19027,"Carroll County, Iowa",20751,10049,10702,1426,1587,1225,1394,956,2222,2294,3210,1493,1062,1677,1441,764,7470,8097,20317,131,60,169,8,193,20751,9379
0500000US19029,"Cass County, Iowa",13865,6818,7047,875,827,861,927,629,1432,1407,2104,1007,889,1410,1042,455,5164,5551,13672,118,113,12,0,96,13865,6603
0500000US19031,"Cedar County, Iowa",18446,9045,9401,1127,1427,1105,1194,758,1978,2299,2935,1395,1069,1552,1111,496,6806,7162,18232,56,75,197,0,74,18446,8060
0500000US19033,"Cerro Gordo County, Iowa",44083,21350,22733,2456,2177,3013,2954,2419,4939,4989,6904,3420,2845,3756,2799,1412,16677,17975,42719,1070,200,515,0,351,44083,22155
0500000US19035,"Cherokee County, Iowa",12011,6009,6002,619,831,595,771,589,1136,1163,1927,908,852,1139,957,524,4682,4782,11782,153,79,52,15,110,12011,5787
0500000US19037,"Chickasaw County, Iowa",12409,6266,6143,775,795,837,828,545,1227,1382,1940,947,763,1170,841,359,4712,4741,12189,37,114,77,0,50,12409,5672
0500000US19039,"Clarke County, Iowa",9286,4706,4580,731,641,502,517,576,1150,947,1373,661,572,827,539,250,3595,3485,9180,91,58,12,0,0,9286,4105
0500000US19041,"Clay County, Iowa",16649,8098,8551,1101,904,1151,1008,805,1913,1911,2497,1363,879,1389,1058,670,6190,6657,16253,143,82,94,54,223,16649,8049
0500000US19043,"Clayton County, Iowa",18056,8997,9059,1078,1226,1081,1168,813,1711,2013,2886,1449,1124,1711,1184,612,6904,7003,17895,135,77,69,14,127,18056,8989
0500000US19045,"Clinton County, Iowa",49074,24157,24917,2958,3238,3332,3214,2750,5505,5697,7684,3514,2921,4204,2765,1292,18244,19280,47045,1861,318,359,29,346,49074,21753
0500000US19047,"Crawford County, Iowa",17100,8621,8479,1264,1256,1203,1371,852,1953,1927,2451,1124,855,1434,1004,406,6293,6276,16024,133,237,12,0,1012,17100,6943
0500000US19049,"Dallas County, Iowa",66997,32887,34110,5809,5887,4938,3811,3073,10714,10571,8850,3232,3459,3650,1947,1056,23038,24624,62910,1335,386,2077,103,1545,66997,27182
0500000US19051,"Davis County, Iowa",8718,4330,4388,733,629,777,605,440,862,949,1193,544,487,761,516,222,3031,3154,8662,39,27,50,3,4,8718,3601
0500000US19053,"Decatur County, Iowa",8382,4188,4194,496,484,532,911,712,764,858,1057,485,572,733,634,144,3209,3287,8078,165,97,73,2,35,8382,3830
0500000US19055,"Delaware County, Iowa",17721,8825,8896,1097,985,1497,1257,785,1789,2097,3014,1193,1030,1478,964,535,6613,6675,17666,46,154,46,0,29,17721,8022
0500000US19057,"Des Moines County, Iowa",40268,19549,20719,2471,2742,2499,2527,2108,4692,4647,5943,3155,2355,3565,2299,1265,14763,16176,37640,2624,333,395,0,132,40268,18541
0500000US19059,"Dickinson County, Iowa",16778,8354,8424,816,713,1087,838,723,1702,1805,2477,1339,1449,1924,1295,610,6712,6900,16550,121,23,76,73,71,16778,12845
0500000US19061,"Dubuque County, Iowa",93776,46009,47767,5935,6103,6321,7061,6566,11178,11074,13618,6118,5503,7096,5052,2151,34841,36749,90766,2237,1807,1364,213,197,93776,39150
0500000US19063,"Emmet County, Iowa",10263,5180,5083,654,705,549,768,694,1253,997,1384,622,705,873,665,394,4063,3838,10035,118,297,34,24,105,10263,4782
0500000US19065,"Fayette County, Iowa",20894,10365,10529,1207,1203,1435,1618,1350,1976,2227,3144,1586,1099,1975,1430,644,7950,8218,20481,306,157,138,12,80,20894,9560
0500000US19067,"Floyd County, Iowa",16204,7886,8318,996,1069,1029,1153,730,1662,1821,2300,1265,946,1571,994,668,5940,6436,15774,258,52,229,14,55,16204,7520
0500000US19069,"Franklin County, Iowa",10650,5307,5343,648,800,635,614,519,1197,1178,1540,807,668,935,767,342,4027,4115,9967,53,49,55,0,711,10650,4885
0500000US19071,"Fremont County, Iowa",7373,3672,3701,446,440,472,491,324,700,783,1165,591,515,684,553,209,2827,2870,7249,23,93,7,14,86,7373,3439
0500000US19073,"Greene County, Iowa",9304,4576,4728,496,568,646,605,429,903,984,1416,648,653,893,621,442,3436,3748,9186,20,91,49,0,89,9304,4548
0500000US19075,"Grundy County, Iowa",12431,6097,6334,803,860,748,835,540,1285,1456,1891,899,751,1153,822,388,4610,4850,12327,66,43,48,0,36,12431,5528
0500000US19077,"Guthrie County, Iowa",10915,5438,5477,584,740,745,717,346,1050,1297,1706,792,773,1089,738,338,4111,4239,10768,80,147,3,7,72,10915,5746
0500000US19079,"Hamilton County, Iowa",15614,7762,7852,884,1075,1142,987,748,1731,1830,2336,1171,802,1321,1098,489,5830,6058,14774,69,279,413,0,313,15614,7217
0500000US19081,"Hancock County, Iowa",11320,5668,5652,678,729,760,659,462,1186,1217,1833,815,832,1023,668,458,4279,4402,11072,18,106,82,0,205,11320,5333
0500000US19083,"Hardin County, Iowa",17479,8754,8725,1044,1077,1165,1352,817,1704,1846,2564,1226,1007,1665,1366,646,6494,6817,17020,211,78,204,0,157,17479,8236
0500000US19085,"Harrison County, Iowa",14838,7340,7498,899,940,1046,1053,637,1454,1796,2390,1007,965,1318,782,551,5500,5752,14728,54,114,61,0,55,14838,6724
0500000US19087,"Henry County, Iowa",20242,10207,10035,1207,1298,1263,1329,1302,2565,2507,2817,1624,1150,1595,968,617,7807,7822,19195,586,117,574,5,47,20242,8297
0500000US19089,"Howard County, Iowa",9568,4697,4871,687,593,735,601,485,1040,1008,1427,711,434,845,635,367,3454,3664,9454,94,9,69,0,11,9568,4367
0500000US19091,"Humboldt County, Iowa",9818,4818,5000,622,601,685,563,502,1048,1013,1516,666,572,893,778,359,3691,3860,9723,18,104,48,2,94,9818,4693
0500000US19093,"Ida County, Iowa",7113,3578,3535,487,406,514,438,295,710,719,1072,536,456,640,547,293,2666,2755,7075,37,23,29,2,7,7113,3434
0500000US19095,"Iowa County, Iowa",16320,8041,8279,985,1114,1092,1146,656,1734,1994,2699,1106,964,1314,921,595,6081,6276,16194,117,105,42,17,24,16320,7224
0500000US19097,"Jackson County, Iowa",19807,9816,9991,1083,1126,1470,1375,869,1944,2347,3193,1486,1209,1882,1314,509,7464,7760,19480,288,770,104,97,48,19807,9400
0500000US19099,"Jasper County, Iowa",36823,18915,17908,2074,2170,2585,2270,1856,4378,4783,5776,2524,2276,3098,2145,888,14558,13964,35915,586,330,254,4,98,36823,16179
0500000US19101,"Jefferson County, Iowa",16791,8542,8249,737,875,1074,1098,1250,1856,1718,2417,1736,1465,1341,700,524,6917,6506,15234,242,205,1385,0,186,16791,7595
0500000US19103,"Johnson County, Iowa",131627,65738,65889,8020,7038,7020,11161,21590,22169,15115,15037,6733,6399,6270,3408,1667,52431,53229,115580,7580,900,7923,111,2629,131627,56045
0500000US19105,"Jones County, Iowa",20686,10744,9942,1137,1182,1374,1348,993,2347,2636,3293,1395,1416,1754,1277,534,8383,7718,19976,391,220,110,42,106,20686,8875
0500000US19107,"Keokuk County, Iowa",10480,5224,5256,612,715,677,696,460,1093,1135,1698,722,645,943,678,406,3956,4054,10411,54,88,2,0,27,10480,4943
0500000US19109,"Kossuth County, Iowa",15510,7631,7879,874,885,1026,1042,595,1454,1540,2493,1151,1046,1568,1190,646,5870,6173,15345,102,44,85,0,50,15510,7481
0500000US19111,"Lee County, Iowa",35741,17977,17764,2033,1891,2503,2317,2048,4108,4095,5521,2707,2429,3111,1972,1006,13936,13923,34247,1514,232,255,9,298,35741,16262
0500000US19113,"Linn County, Iowa",211954,104310,107644,14057,14670,14455,15010,14441,29021,27848,30154,13842,10713,14521,8961,4261,77927,82092,196439,11350,1802,4914,127,2609,211954,92375
0500000US19115,"Louisa County, Iowa",11448,5816,5632,667,782,945,840,560,1317,1398,1794,837,559,926,571,252,4284,4212,10840,192,96,67,13,424,11448,5014
0500000US19117,"Lucas County, Iowa",8913,4435,4478,531,662,536,629,389,833,973,1348,714,507,867,668,256,3320,3437,8829,21,90,21,0,6,8913,4225
0500000US19119,"Lyon County, Iowa",11623,5794,5829,949,1034,739,770,522,1336,1297,1607,751,649,850,708,411,4125,4274,11506,37,67,33,0,102,11623,4858
0500000US19121,"Madison County, Iowa",15630,7776,7854,1076,1161,1285,1016,611,1631,2201,2352,991,980,1236,620,470,5559,5850,15436,142,108,49,0,42,15630,6566
0500000US19123,"Mahaska County, Iowa",22432,11207,11225,1427,1519,1669,1568,1511,2639,2529,3196,1429,1346,1713,1224,662,8320,8617,21827,329,121,315,25,252,22432,9759
0500000US19125,"Marion County, Iowa",33388,16589,16799,2202,2186,2429,2919,1982,3695,3998,4724,1855,2139,2652,1856,751,12285,12816,32666,344,157,486,0,82,33388,13913
0500000US19127,"Marshall County, Iowa",40568,20366,20202,2900,2910,2671,2923,2204,4759,4505,5733,2779,2525,3259,2506,894,15025,15266,35850,967,267,717,8,3381,40568,16852
0500000US19129,"Mills County, Iowa",15028,7502,7526,920,967,1223,1044,614,1566,1903,2432,1170,1093,1158,610,328,5545,5666,14843,101,119,111,0,73,15028,6081
0500000US19131,"Mitchell County, Iowa",10761,5292,5469,614,713,768,741,490,1001,1112,1657,710,615,1040,792,508,3982,4199,10675,63,12,27,23,25,10761,4852
0500000US19133,"Monona County, Iowa",9242,4589,4653,509,563,592,571,361,830,919,1425,585,692,1005,777,413,3531,3674,9151,68,160,24,0,55,9242,4712
0500000US19135,"Monroe County, Iowa",7979,3982,3997,470,624,422,462,474,850,955,1144,613,490,744,452,279,3009,3102,7716,63,101,67,0,47,7979,3869
0500000US19137,"Montgomery County, Iowa",10710,5198,5512,585,688,692,745,409,980,1222,1666,940,621,972,838,352,3953,4299,10586,13,147,22,0,117,10710,5252
0500000US19139,"Muscatine County, Iowa",42729,21141,21588,3002,3115,2984,3027,2430,5157,5439,6317,2910,2497,3015,2036,800,15553,16050,40486,743,353,529,162,1249,42729,17927
0500000US19141,"O'Brien County, Iowa",14302,7091,7211,848,771,1110,925,633,1510,1462,2189,994,898,1204,1183,575,5340,5632,14044,90,167,64,3,158,14302,6634
0500000US19143,"Osceola County, Iowa",6413,3163,3250,408,439,383,369,337,705,699,996,398,389,579,481,230,2433,2491,6328,54,24,16,0,15,6413,2984
0500000US19145,"Page County, Iowa",15902,8091,7811,890,776,997,1112,777,1779,1836,2337,1308,931,1460,1135,564,6356,6119,15228,435,179,158,13,128,15902,7186
0500000US19147,"Palo Alto County, Iowa",9402,4702,4700,592,567,558,652,563,1002,945,1343,634,578,832,838,298,3570,3767,9284,92,75,49,0,4,9402,4633
0500000US19149,"Plymouth County, Iowa",24911,12286,12625,1623,1575,2003,1777,1023,2614,2954,3941,1724,1485,1977,1702,513,9041,9460,24281,169,141,264,25,391,24911,10553
0500000US19151,"Pocahontas County, Iowa",7307,3648,3659,369,376,509,481,315,635,729,1246,503,517,760,500,367,2808,2918,7189,76,28,3,19,37,7307,3808
0500000US19153,"Polk County, Iowa",431811,211945,219866,32637,31501,28891,27741,28885,67899,59940,59974,25614,21688,25201,15278,6562,155454,166459,379032,31074,3876,17792,630,10596,431811,183029
0500000US19155,"Pottawattamie County, Iowa",92793,45516,47277,6159,6156,6129,6725,5845,11645,11211,13818,6396,5408,6957,4446,1898,34104,36295,88781,1880,867,845,62,2008,92793,39350
0500000US19157,"Poweshiek County, Iowa",18888,9221,9667,983,1193,1060,1700,1644,1771,1949,2653,1353,1041,1700,1211,630,7144,7741,18250,287,77,442,4,88,18888,8940
0500000US19159,"Ringgold County, Iowa",5123,2516,2607,340,387,313,332,221,454,497,694,332,347,527,455,224,1855,1996,5070,29,36,20,0,0,5123,2633
0500000US19161,"Sac County, Iowa",10307,5064,5243,611,680,613,611,388,938,1107,1598,776,697,967,886,435,3905,4096,10153,86,7,21,16,62,10307,5436
0500000US19163,"Scott County, Iowa",165432,81090,84342,11159,11527,11108,11195,10382,22052,21156,24179,11203,9641,11627,7090,3113,60324,64485,147784,14625,1838,3881,23,2557,165432,71849
0500000US19165,"Shelby County, Iowa",12158,5908,6250,629,818,910,785,465,1031,1330,1972,948,671,1155,978,466,4469,4807,11994,16,58,90,17,130,12158,5531
0500000US19167,"Sioux County, Iowa",33776,16987,16789,2601,2587,2314,3129,3099,4063,3386,4268,1941,1559,2188,1754,887,12386,12384,31939,249,167,310,0,1436,33776,12271
0500000US19169,"Story County, Iowa",89734,46321,43413,4677,4485,4070,9732,19527,12548,8318,9228,4374,3819,4546,2881,1529,38374,35582,81010,2913,394,5980,9,566,89734,36741
0500000US19171,"Tama County, Iowa",17746,8678,9068,1074,1268,1290,1380,742,1714,2156,2601,1154,1107,1546,1170,544,6404,6817,16064,178,1474,75,13,268,17746,7769
0500000US19173,"Taylor County, Iowa",6292,3112,3180,347,402,488,344,244,692,686,905,441,420,604,465,254,2355,2449,6127,11,96,36,0,101,6292,3103
0500000US19175,"Union County, Iowa",12525,6043,6482,814,755,888,874,700,1396,1361,1825,868,788,1093,845,318,4542,5045,12231,321,76,73,1,1,12525,5930
0500000US19177,"Van Buren County, Iowa",7565,3798,3767,472,441,513,483,337,798,833,1094,610,470,797,506,211,2882,2940,7492,50,49,28,0,14,7565,3658
0500000US19179,"Wapello County, Iowa",35449,17312,18137,2326,1960,2385,2506,2337,4257,4248,5071,2472,2104,2842,1954,987,13201,14209,33653,714,363,342,40,919,35449,16085
0500000US19181,"Warren County, Iowa",46239,22500,23739,3003,3436,3422,3611,2898,4981,6159,6928,2929,2654,3316,2056,846,16389,17917,45642,400,222,367,70,192,46239,18385
0500000US19183,"Washington County, Iowa",21765,10690,11075,1355,1545,1585,1434,973,2350,2620,3235,1577,1313,1774,1263,741,7915,8410,20962,279,162,85,29,613,21765,9479
