GEO_ID,NAME,B08130_001E,B08130_002E,B08130_003E,B08130_004E,B08130_005E,B08130_006E,B08130_007E,B08130_008E,B08130_009E,B08130_010E,B08130_011E,B08130_012E,B08130_013E,B08130_014E,B08130_015E,B08130_016E,B08130_017E,B08130_018E,B08130_019E,B08130_020E,B08130_021E,B08130_022E,B08130_023E,B08130_024E,B08130_025E,B08130_026E,B08130_027E,B08130_028E,B08130_029E,B08130_030E,B08130_031E
id,Geographic Area Name,Estimate!!Total,Estimate!!Total!!Worked in state of residence,Estimate!!Total!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Worked outside state of residence,"Estimate!!Total!!Car, truck, or van - drove alone","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked outside state of residence","Estimate!!Total!!Car, truck, or van - carpooled","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked outside state of residence",Estimate!!Total!!Public transportation (excluding taxicab),Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked outside state of residence,Estimate!!Total!!Walked,Estimate!!Total!!Walked!!Worked in state of residence,Estimate!!Total!!Walked!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Walked!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Walked!!Worked outside state of residence,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked outside state of residence",Estimate!!Total!!Worked at home
0500000US01001,"Autauga County, Alabama",24302,24136,8712,15424,166,21082,20981,7004,13977,101,2225,2207,988,1219,18,19,19,19,0,0,116,116,110,6,0,352,305,83,222,47,508
0500000US01003,"Baldwin County, Alabama",86310,79995,62234,17761,6315,73058,67974,51699,16275,5084,6584,5932,4590,1342,652,185,161,131,30,24,943,922,908,14,21,1158,624,524,100,534,4382
0500000US01005,"Barbour County, Alabama",8783,8261,6397,1864,522,7271,6829,5197,1632,442,1026,974,802,172,52,34,34,8,26,0,188,185,182,3,3,153,128,97,31,25,111
0500000US01007,"Bibb County, Alabama",8280,8221,3412,4809,59,7044,6990,2858,4132,54,931,931,306,625,0,40,35,17,18,5,44,44,44,0,0,120,120,86,34,0,101
0500000US01009,"Blount County, Alabama",21350,21173,7203,13970,177,18384,18248,5722,12526,136,2166,2145,724,1421,21,37,37,37,0,0,188,188,188,0,0,95,75,52,23,20,480
0500000US01011,"Bullock County, Alabama",4165,4129,2465,1664,36,3184,3171,1770,1401,13,514,506,365,141,8,15,15,1,14,0,232,232,221,11,0,112,97,0,97,15,108
0500000US01013,"Butler County, Alabama",7691,7508,5753,1755,183,6544,6445,4965,1480,99,872,788,534,254,84,0,0,0,0,0,60,60,53,7,0,49,49,35,14,0,166
0500000US01015,"Calhoun County, Alabama",45797,44502,35631,8871,1295,38921,38127,30637,7490,794,4419,4089,2879,1210,330,102,75,75,0,27,632,626,549,77,6,522,384,290,94,138,1201
0500000US01017,"Chambers County, Alabama",13846,9657,5703,3954,4189,12190,8242,4938,3304,3948,1184,957,370,587,227,34,20,7,13,14,94,94,68,26,0,44,44,20,24,0,300
0500000US01019,"Cherokee County, Alabama",9952,7266,4878,2388,2686,8419,6194,4147,2047,2225,1204,775,434,341,429,54,44,44,0,10,59,59,59,0,0,28,6,6,0,22,188
0500000US01021,"Chilton County, Alabama",17304,16922,8333,8589,382,14339,14087,6882,7205,252,2187,2057,885,1172,130,17,17,0,17,0,144,144,108,36,0,300,300,141,159,0,317
0500000US01023,"Choctaw County, Alabama",4143,3010,2375,635,1133,3502,2602,2075,527,900,424,249,147,102,175,0,0,0,0,0,82,80,80,0,2,78,22,16,6,56,57
0500000US01025,"Clarke County, Alabama",8011,7695,5801,1894,316,6693,6419,4932,1487,274,903,873,474,399,30,13,4,4,0,9,103,103,103,0,0,220,217,209,8,3,79
0500000US01027,"Clay County, Alabama",5382,5226,3388,1838,156,4712,4572,2954,1618,140,453,437,223,214,16,6,6,6,0,0,104,104,98,6,0,28,28,28,0,0,79
0500000US01029,"Cleburne County, Alabama",5575,3236,1707,1529,2339,4579,2642,1260,1382,1937,799,409,262,147,390,1,1,1,0,0,20,20,20,0,0,48,36,36,0,12,128
0500000US01031,"Coffee County, Alabama",21990,21545,13197,8348,445,18851,18517,11080,7437,334,2053,2023,1193,830,30,3,0,0,0,3,209,199,199,0,10,257,189,108,81,68,617
0500000US01033,"Colbert County, Alabama",21628,20977,14093,6884,651,19364,18790,12474,6316,574,1590,1541,1028,513,49,25,25,25,0,0,182,182,160,22,0,122,94,61,33,28,345
0500000US01035,"Conecuh County, Alabama",3753,3646,2213,1433,107,3496,3391,2022,1369,105,156,154,99,55,2,0,0,0,0,0,24,24,15,9,0,19,19,19,0,0,58
0500000US01037,"Coosa County, Alabama",3630,3612,739,2873,18,2996,2987,469,2518,9,404,404,61,343,0,19,19,19,0,0,76,76,64,12,0,19,10,10,0,9,116
0500000US01039,"Covington County, Alabama",14210,12892,11093,1799,1318,12100,11232,9624,1608,868,1433,1088,919,169,345,28,11,11,0,17,145,143,143,0,2,247,161,139,22,86,257
0500000US01041,"Crenshaw County, Alabama",5550,5383,2822,2561,167,4569,4454,2341,2113,115,676,624,190,434,52,6,6,6,0,0,87,87,87,0,0,36,36,22,14,0,176
0500000US01043,"Cullman County, Alabama",31809,31336,22251,9085,473,27433,27049,19177,7872,384,2916,2868,1711,1157,48,39,39,39,0,0,409,409,409,0,0,293,252,196,56,41,719
0500000US01045,"Dale County, Alabama",20525,20056,11846,8210,469,17876,17588,10006,7582,288,1188,1142,688,454,46,27,27,12,15,0,535,499,497,2,36,414,315,158,157,99,485
0500000US01047,"Dallas County, Alabama",13879,13713,11401,2312,166,11657,11534,9588,1946,123,1470,1436,1118,318,34,39,30,30,0,9,281,281,267,14,0,251,251,217,34,0,181
0500000US01049,"DeKalb County, Alabama",27645,25784,19808,5976,1861,23870,22299,17029,5270,1571,2783,2531,1850,681,252,11,11,11,0,0,184,184,174,10,0,265,227,212,15,38,532
0500000US01051,"Elmore County, Alabama",32720,32301,10381,21920,419,28146,27746,8435,19311,400,3396,3390,968,2422,6,54,54,18,36,0,132,132,132,0,0,309,296,145,151,13,683
0500000US01053,"Escambia County, Alabama",11737,10863,9121,1742,874,10716,9876,8364,1512,840,694,660,495,165,34,39,39,39,0,0,124,124,65,59,0,55,55,49,6,0,109
0500000US01055,"Etowah County, Alabama",40546,40104,29674,10430,442,34618,34281,24939,9342,337,3542,3469,2444,1025,73,106,97,53,44,9,255,255,255,0,0,251,228,209,19,23,1774
0500000US01057,"Fayette County, Alabama",6057,5985,3070,2915,72,5131,5084,2661,2423,47,729,704,212,492,25,1,1,1,0,0,57,57,57,0,0,21,21,21,0,0,118
0500000US01059,"Franklin County, Alabama",12197,11331,7692,3639,866,9952,9268,6442,2826,684,1410,1334,868,466,76,29,29,29,0,0,37,37,37,0,0,523,417,70,347,106,246
0500000US01061,"Geneva County, Alabama",10100,9226,4418,4808,874,8413,7761,3490,4271,652,1021,912,420,492,109,3,0,0,0,3,77,65,65,0,12,243,145,100,45,98,343
0500000US01063,"Greene County, Alabama",2330,2310,982,1328,20,1950,1930,757,1173,20,179,179,54,125,0,24,24,9,15,0,30,30,30,0,0,51,51,36,15,0,96
0500000US01065,"Hale County, Alabama",4933,4915,1860,3055,18,4428,4419,1642,2777,9,314,314,69,245,0,2,2,2,0,0,30,21,21,0,9,71,71,38,33,0,88
0500000US01067,"Henry County, Alabama",6958,6628,2857,3771,330,5987,5704,2287,3417,283,472,454,129,325,18,5,5,5,0,0,78,78,78,0,0,226,197,168,29,29,190
0500000US01069,"Houston County, Alabama",43371,41399,36397,5002,1972,38582,36878,32294,4584,1704,2982,2767,2394,373,215,75,71,59,12,4,359,355,355,0,4,406,361,328,33,45,967
0500000US01071,"Jackson County, Alabama",20676,17730,13548,4182,2946,18232,15548,11757,3791,2684,1550,1327,1001,326,223,11,11,10,1,0,206,206,206,0,0,174,135,71,64,39,503
0500000US01073,"Jefferson County, Alabama",292781,290358,257413,32945,2423,248421,246623,216602,30021,1798,27560,27348,24618,2730,212,2634,2531,2477,54,103,3778,3703,3596,107,75,2827,2592,2559,33,235,7561
0500000US01075,"Lamar County, Alabama",5093,3865,2786,1079,1228,4279,3258,2400,858,1021,703,496,301,195,207,33,33,33,0,0,14,14,14,0,0,27,27,1,26,0,37
0500000US01077,"Lauderdale County, Alabama",38705,37340,26405,10935,1365,33875,32780,23127,9653,1095,3168,2964,1715,1249,204,84,84,84,0,0,644,636,636,0,8,292,234,201,33,58,642
0500000US01079,"Lawrence County, Alabama",12429,12331,4496,7835,98,10871,10791,3802,6989,80,1165,1147,379,768,18,34,34,17,17,0,88,88,53,35,0,54,54,28,26,0,217
0500000US01081,"Lee County, Alabama",70201,56392,47432,8960,13809,59570,46877,38753,8124,12693,5210,4316,3603,713,894,599,566,520,46,33,1468,1455,1416,39,13,778,602,564,38,176,2576
0500000US01083,"Limestone County, Alabama",37985,36842,17733,19109,1143,33302,32358,15067,17291,944,3168,3016,1275,1741,152,31,31,31,0,0,191,176,176,0,15,255,223,146,77,32,1038
0500000US01085,"Lowndes County, Alabama",3390,3371,1091,2280,19,2840,2828,838,1990,12,424,424,160,264,0,13,13,5,8,0,8,8,8,0,0,25,18,0,18,7,80
0500000US01087,"Macon County, Alabama",7375,7242,3756,3486,133,5754,5638,2701,2937,116,841,837,370,467,4,70,70,39,31,0,480,480,474,6,0,116,103,58,45,13,114
0500000US01089,"Madison County, Alabama",165459,163175,155124,8051,2284,144800,142972,135546,7426,1828,11465,11276,10748,528,189,320,306,306,0,14,1462,1394,1377,17,68,2293,2108,2028,80,185,5119
0500000US01091,"Marengo County, Alabama",6554,6415,4354,2061,139,5580,5462,3590,1872,118,522,504,329,175,18,31,31,31,0,0,92,92,92,0,0,144,141,127,14,3,185
0500000US01093,"Marion County, Alabama",11521,10915,7582,3333,606,9729,9270,6283,2987,459,1223,1105,776,329,118,5,5,5,0,0,97,97,97,0,0,169,140,123,17,29,298
0500000US01095,"Marshall County, Alabama",37549,37110,27944,9166,439,31232,30899,23289,7610,333,4536,4464,2937,1527,72,113,113,109,4,0,438,429,429,0,9,200,175,150,25,25,1030
0500000US01097,"Mobile County, Alabama",169768,159840,153191,6649,9928,145700,137382,131400,5982,8318,13190,12142,11545,597,1048,819,689,675,14,130,1825,1759,1759,0,66,1609,1243,1187,56,366,6625
0500000US01099,"Monroe County, Alabama",6424,6346,4935,1411,78,5863,5802,4448,1354,61,319,309,271,38,10,18,18,8,10,0,51,51,51,0,0,53,46,37,9,7,120
0500000US01101,"Montgomery County, Alabama",100032,99251,91332,7919,781,84737,84102,77104,6998,635,9295,9253,8420,833,42,711,711,653,58,0,1467,1422,1405,17,45,715,656,643,13,59,3107
0500000US01103,"Morgan County, Alabama",49680,49153,33649,15504,527,43885,43443,29324,14119,442,4110,4050,2811,1239,60,114,114,114,0,0,374,362,347,15,12,381,368,237,131,13,816
0500000US01105,"Perry County, Alabama",2477,2461,1405,1056,16,2082,2066,1092,974,16,167,167,85,82,0,0,0,0,0,0,110,110,110,0,0,95,95,95,0,0,23
0500000US01107,"Pickens County, Alabama",6728,5843,3322,2521,885,5490,4716,2571,2145,774,754,647,288,359,107,32,28,28,0,4,93,93,90,3,0,45,45,31,14,0,314
0500000US01109,"Pike County, Alabama",14002,13911,12040,1871,91,12138,12083,10431,1652,55,849,838,683,155,11,83,83,57,26,0,310,289,253,36,21,92,88,86,2,4,530
0500000US01111,"Randolph County, Alabama",8266,6178,4744,1434,2088,6993,5112,3890,1222,1881,719,519,316,203,200,9,9,0,9,0,74,73,73,0,1,70,64,64,0,6,401
0500000US01113,"Russell County, Alabama",24308,8905,6852,2053,15403,20981,7095,5302,1793,13886,2047,768,560,208,1279,82,72,55,17,10,305,208,208,0,97,191,60,25,35,131,702
0500000US01115,"St. Clair County, Alabama",37613,37047,14079,22968,566,32469,31999,10899,21100,470,3019,2962,1295,1667,57,74,47,13,34,27,208,208,193,15,0,518,506,354,152,12,1325
0500000US01117,"Shelby County, Alabama",101261,99753,50892,48861,1508,87081,85929,41280,44649,1152,7772,7651,3664,3987,121,187,187,96,91,0,596,557,531,26,39,805,609,501,108,196,4820
0500000US01119,"Sumter County, Alabama",4199,3642,2725,917,557,3628,3106,2261,845,522,336,301,242,59,35,20,20,20,0,0,118,118,118,0,0,13,13,0,13,0,84
0500000US01121,"Talladega County, Alabama",30027,29497,18963,10534,530,25304,24826,15691,9135,478,3192,3140,1805,1335,52,182,182,167,15,0,429,429,429,0,0,360,360,311,49,0,560
0500000US01123,"Tallapoosa County, Alabama",14904,14609,10019,4590,295,12719,12477,8496,3981,242,1496,1469,897,572,27,21,21,14,7,0,84,73,73,0,11,113,98,68,30,15,471
0500000US01125,"Tuscaloosa County, Alabama",88779,88126,79993,8133,653,75657,75170,67934,7236,487,7876,7780,7001,779,96,342,337,265,72,5,1319,1309,1287,22,10,907,852,828,24,55,2678
0500000US01127,"Walker County, Alabama",23352,22978,15781,7197,374,19937,19719,13450,6269,218,2590,2533,1634,899,57,73,72,72,0,1,206,194,194,0,12,239,153,124,29,86,307
0500000US01129,"Washington County, Alabama",5536,4909,2504,2405,627,4539,4055,1972,2083,484,802,685,374,311,117,0,0,0,0,0,75,75,64,11,0,48,22,22,0,26,72
0500000US01131,"Wilcox County, Alabama",2961,2946,1939,1007,15,2610,2606,1650,956,4,184,173,139,34,11,4,4,4,0,0,36,36,19,17,0,28,28,28,0,0,99
0500000US01133,"Winston County, Alabama",8471,8363,4932,3431,108,7037,6967,4061,2906,70,1004,986,473,513,18,0,0,0,0,0,44,44,44,0,0,154,134,122,12,20,232
0500000US02013,"Aleutians East Borough, Alaska",2458,2458,2453,5,0,588,588,588,0,0,120,120,117,3,0,4,4,4,0,0,1630,1630,1630,0,0,58,58,56,2,0,58
0500000US02016,"Aleutians West Census Area, Alaska",4110,4094,4087,7,16,1805,1792,1787,5,13,309,306,305,1,3,5,5,5,0,0,1772,1772,1772,0,0,133,133,132,1,0,86
0500000US02020,"Anchorage Municipality, Alaska",158110,157331,151493,5838,779,119114,118836,116737,2099,278,18782,18690,17881,809,92,2838,2818,2655,163,20,5144,5064,4539,525,80,6156,5847,3605,2242,309,6076
0500000US02050,"Bethel Census Area, Alaska",5791,5791,5755,36,0,1417,1417,1393,24,0,832,832,830,2,0,25,25,25,0,0,1842,1842,1838,4,0,1418,1418,1412,6,0,257
0500000US02060,"Bristol Bay Borough, Alaska",540,540,510,30,0,347,347,329,18,0,90,90,90,0,0,1,1,1,0,0,62,62,59,3,0,18,18,9,9,0,22
0500000US02068,"Denali Borough, Alaska",1321,1321,1237,84,0,584,584,519,65,0,112,112,106,6,0,11,11,6,5,0,291,291,285,6,0,25,25,23,2,0,298
0500000US02070,"Dillingham Census Area, Alaska",1891,1891,1877,14,0,700,700,700,0,0,318,318,309,9,0,18,18,18,0,0,436,436,434,2,0,272,272,269,3,0,147
0500000US02090,"Fairbanks North Star Borough, Alaska",51580,51374,50011,1363,206,38458,38331,37865,466,127,7500,7484,7285,199,16,549,549,296,253,0,1975,1975,1836,139,0,1510,1447,1141,306,63,1588
0500000US02100,"Haines Borough, Alaska",1288,1273,1187,86,15,736,736,730,6,0,175,170,164,6,5,18,18,0,18,0,121,121,121,0,0,126,116,60,56,10,112
0500000US02105,"Hoonah-Angoon Census Area, Alaska",1017,1017,931,86,0,392,392,345,47,0,83,83,76,7,0,19,19,19,0,0,317,317,317,0,0,86,86,54,32,0,120
0500000US02110,"Juneau City and Borough, Alaska",17589,17561,17378,183,28,12238,12235,12144,91,3,2468,2468,2461,7,0,702,702,702,0,0,1212,1199,1177,22,13,429,417,354,63,12,540
0500000US02122,"Kenai Peninsula Borough, Alaska",24774,24609,22920,1689,165,16846,16739,16107,632,107,2527,2524,2431,93,3,237,237,219,18,0,1361,1348,1278,70,13,1898,1856,980,876,42,1905
0500000US02130,"Ketchikan Gateway Borough, Alaska",6774,6739,6674,65,35,4414,4400,4379,21,14,1149,1144,1137,7,5,216,216,216,0,0,615,605,593,12,10,183,177,152,25,6,197
0500000US02150,"Kodiak Island Borough, Alaska",7623,7600,7554,46,23,4873,4873,4847,26,0,1042,1029,1029,0,13,56,56,56,0,0,732,722,722,0,10,516,516,496,20,0,404
0500000US02158,"Kusilvak Census Area, Alaska",2109,2109,2096,13,0,97,97,97,0,0,60,60,60,0,0,0,0,0,0,0,1044,1044,1036,8,0,808,808,803,5,0,100
0500000US02164,"Lake and Peninsula Borough, Alaska",589,589,569,20,0,122,122,122,0,0,53,53,51,2,0,4,4,4,0,0,195,195,189,6,0,189,189,177,12,0,26
0500000US02170,"Matanuska-Susitna Borough, Alaska",40829,40682,26141,14541,147,29214,29156,20009,9147,58,5218,5186,2402,2784,32,436,430,95,335,6,766,759,548,211,7,2696,2652,588,2064,44,2499
0500000US02180,"Nome Census Area, Alaska",3457,3454,3445,9,3,906,903,903,0,3,376,376,374,2,0,4,4,3,1,0,1269,1269,1264,5,0,754,754,753,1,0,148
0500000US02185,"North Slope Borough, Alaska",5280,5267,5194,73,13,1095,1090,1082,8,5,794,794,794,0,0,103,103,103,0,0,2199,2199,2173,26,0,392,384,345,39,8,697
0500000US02188,"Northwest Arctic Borough, Alaska",2472,2472,2439,33,0,392,392,392,0,0,248,248,248,0,0,4,4,4,0,0,1169,1169,1148,21,0,533,533,521,12,0,126
0500000US02195,"Petersburg Borough, Alaska",1584,1583,1454,129,1,779,779,696,83,0,268,268,258,10,0,15,15,4,11,0,388,387,385,2,1,82,82,59,23,0,52
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2611,2594,2513,81,17,1389,1378,1354,24,11,400,400,388,12,0,29,29,22,7,0,479,478,464,14,1,183,178,154,24,5,131
0500000US02220,"Sitka City and Borough, Alaska",4682,4655,4597,58,27,2664,2656,2635,21,8,671,671,647,24,0,74,74,74,0,0,784,784,778,6,0,299,280,273,7,19,190
0500000US02230,"Skagway Municipality, Alaska",670,670,647,23,0,266,266,261,5,0,41,41,39,2,0,6,6,0,6,0,273,273,263,10,0,45,45,45,0,0,39
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2927,2927,2813,114,0,1618,1618,1534,84,0,458,458,434,24,0,20,20,20,0,0,452,452,452,0,0,29,29,23,6,0,350
0500000US02261,"Valdez-Cordova Census Area, Alaska",4505,4501,4429,72,4,2904,2902,2885,17,2,521,519,519,0,2,12,12,12,0,0,754,754,744,10,0,161,161,116,45,0,153
0500000US02275,"Wrangell City and Borough, Alaska",1033,1033,989,44,0,582,582,573,9,0,142,142,140,2,0,9,9,0,9,0,166,166,163,3,0,44,44,23,21,0,90
0500000US02282,"Yakutat City and Borough, Alaska",349,347,342,5,2,171,171,169,2,0,48,48,48,0,0,3,1,1,0,2,91,91,88,3,0,20,20,20,0,0,16
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2024,2024,1882,142,0,560,560,480,80,0,157,157,150,7,0,7,7,3,4,0,765,765,750,15,0,387,387,351,36,0,148
0500000US04001,"Apache County, Arizona",18056,15978,14059,1919,2078,13938,12180,10516,1664,1758,1714,1466,1331,135,248,211,195,99,96,16,920,913,909,4,7,162,113,93,20,49,1111
0500000US04003,"Cochise County, Arizona",46332,45736,43904,1832,596,36218,35796,34325,1471,422,4660,4575,4277,298,85,256,256,256,0,0,1705,1698,1687,11,7,1135,1053,1001,52,82,2358
0500000US04005,"Coconino County, Arizona",63961,62173,58751,3422,1788,44183,42892,40263,2629,1291,7415,7111,6570,541,304,1058,1014,956,58,44,5211,5126,4989,137,85,2823,2759,2702,57,64,3271
0500000US04007,"Gila County, Arizona",17506,17462,15085,2377,44,13416,13403,11556,1847,13,2124,2122,1659,463,2,42,35,16,19,7,653,653,615,38,0,322,300,290,10,22,949
0500000US04009,"Graham County, Arizona",11566,11517,9277,2240,49,8977,8947,7537,1410,30,1565,1556,842,714,9,115,115,69,46,0,337,337,310,27,0,218,208,165,43,10,354
0500000US04011,"Greenlee County, Arizona",3545,3504,3301,203,41,2958,2931,2749,182,27,380,370,349,21,10,0,0,0,0,0,71,71,71,0,0,67,63,63,0,4,69
0500000US04012,"La Paz County, Arizona",6263,5681,5494,187,582,4636,4132,3987,145,504,574,500,462,38,74,21,21,21,0,0,382,378,374,4,4,139,139,139,0,0,511
0500000US04013,"Maricopa County, Arizona",1844233,1824311,1803761,20550,19922,1413761,1401797,1385161,16636,11964,199556,197588,194455,3133,1968,41658,41052,40866,186,606,28038,27153,26932,221,885,48358,43859,43485,374,4499,112862
0500000US04015,"Mohave County, Arizona",65396,53934,52922,1012,11462,52212,43066,42381,685,9146,8113,6359,6065,294,1754,421,327,327,0,94,1222,1144,1128,16,78,1526,1136,1119,17,390,1902
0500000US04017,"Navajo County, Arizona",31629,31019,28686,2333,610,22992,22541,20748,1793,451,3878,3809,3392,417,69,339,339,293,46,0,1564,1555,1535,20,9,752,671,614,57,81,2104
0500000US04019,"Pima County, Arizona",423598,419263,409822,9441,4335,324182,321560,314496,7064,2622,42087,41545,39808,1737,542,11963,11879,11868,11,84,9862,9708,9599,109,154,15637,14704,14184,520,933,19867
0500000US04021,"Pinal County, Arizona",138406,136651,69570,67081,1755,108307,107112,50847,56265,1195,17066,16923,7500,9423,143,336,298,81,217,38,2140,2078,1945,133,62,2924,2607,1564,1043,317,7633
0500000US04023,"Santa Cruz County, Arizona",17222,16914,14795,2119,308,14165,13943,12060,1883,222,1456,1435,1238,197,21,56,56,56,0,0,276,255,235,20,21,304,260,241,19,44,965
0500000US04025,"Yavapai County, Arizona",81006,80080,73949,6131,926,60309,59656,54417,5239,653,10475,10442,9735,707,33,329,329,318,11,0,2296,2212,2120,92,84,1853,1697,1615,82,156,5744
0500000US04027,"Yuma County, Arizona",74388,70963,70477,486,3425,59438,56944,56529,415,2494,8017,7393,7329,64,624,1067,937,937,0,130,1968,1902,1902,0,66,1511,1400,1393,7,111,2387
0500000US05001,"Arkansas County, Arkansas",7864,7843,7262,581,21,6296,6282,5750,532,14,1018,1011,992,19,7,20,20,20,0,0,191,191,185,6,0,127,127,103,24,0,212
0500000US05003,"Ashley County, Arkansas",7856,7437,6550,887,419,6654,6283,5561,722,371,546,511,382,129,35,17,17,17,0,0,208,208,208,0,0,223,210,174,36,13,208
0500000US05005,"Baxter County, Arkansas",15045,14760,12857,1903,285,12557,12341,10709,1632,216,1447,1442,1217,225,5,64,48,48,0,16,393,369,358,11,24,152,128,93,35,24,432
0500000US05007,"Benton County, Arkansas",114069,110913,95712,15201,3156,95933,93462,79669,13793,2471,10578,10068,8819,1249,510,127,118,76,42,9,1681,1681,1636,45,0,914,748,676,72,166,4836
0500000US05009,"Boone County, Arkansas",14916,13857,12606,1251,1059,12480,11550,10521,1029,930,1592,1479,1296,183,113,0,0,0,0,0,163,162,162,0,1,279,264,225,39,15,402
0500000US05011,"Bradley County, Arkansas",3934,3916,2817,1099,18,3091,3073,2190,883,18,468,468,261,207,0,13,13,13,0,0,37,37,37,0,0,93,93,84,9,0,232
0500000US05013,"Calhoun County, Arkansas",2158,2128,791,1337,30,1903,1873,658,1215,30,111,111,17,94,0,6,6,6,0,0,49,49,39,10,0,35,35,17,18,0,54
0500000US05015,"Carroll County, Arkansas",11116,10311,9133,1178,805,9059,8408,7282,1126,651,1101,973,921,52,128,1,1,1,0,0,446,437,437,0,9,72,55,55,0,17,437
0500000US05017,"Chicot County, Arkansas",3660,3164,2576,588,496,3065,2604,2177,427,461,318,297,162,135,21,50,50,35,15,0,77,72,72,0,5,103,94,83,11,9,47
0500000US05019,"Clark County, Arkansas",9908,9801,7018,2783,107,7859,7775,5534,2241,84,1193,1170,630,540,23,43,43,43,0,0,381,381,381,0,0,41,41,39,2,0,391
0500000US05021,"Clay County, Arkansas",6174,5406,3758,1648,768,5142,4470,3116,1354,672,640,562,272,290,78,0,0,0,0,0,184,178,174,4,6,78,66,66,0,12,130
0500000US05023,"Cleburne County, Arkansas",9625,9348,6818,2530,277,7850,7649,5435,2214,201,1047,1042,756,286,5,0,0,0,0,0,128,106,106,0,22,151,102,72,30,49,449
0500000US05025,"Cleveland County, Arkansas",3152,3100,817,2283,52,2683,2631,588,2043,52,235,235,63,172,0,19,19,6,13,0,108,108,108,0,0,76,76,21,55,0,31
0500000US05027,"Columbia County, Arkansas",9930,9290,8044,1246,640,8610,8011,6928,1083,599,602,567,410,157,35,6,6,0,6,0,422,416,416,0,6,74,74,74,0,0,216
0500000US05029,"Conway County, Arkansas",8222,8099,4757,3342,123,6852,6745,3892,2853,107,878,870,416,454,8,64,64,64,0,0,108,108,106,2,0,99,91,58,33,8,221
0500000US05031,"Craighead County, Arkansas",46201,45366,40741,4625,835,38177,37539,33653,3886,638,4789,4641,3962,679,148,143,143,143,0,0,955,919,914,5,36,524,511,456,55,13,1613
0500000US05033,"Crawford County, Arkansas",25208,24617,12030,12587,591,21806,21301,9789,11512,505,2320,2251,1259,992,69,49,49,49,0,0,444,428,377,51,16,89,88,56,32,1,500
0500000US05035,"Crittenden County, Arkansas",19914,13058,11952,1106,6856,16283,10171,9190,981,6112,2187,1569,1517,52,618,69,43,43,0,26,387,346,282,64,41,474,415,406,9,59,514
0500000US05037,"Cross County, Arkansas",7002,6510,4729,1781,492,5657,5311,3838,1473,346,810,664,404,260,146,9,9,9,0,0,125,125,125,0,0,128,128,80,48,0,273
0500000US05039,"Dallas County, Arkansas",2914,2901,1671,1230,13,2302,2290,1251,1039,12,381,380,193,187,1,1,1,0,1,0,130,130,130,0,0,54,54,51,3,0,46
0500000US05041,"Desha County, Arkansas",4375,4286,3337,949,89,3726,3646,2866,780,80,391,391,232,159,0,7,6,0,6,1,97,89,85,4,8,98,98,98,0,0,56
0500000US05043,"Drew County, Arkansas",7279,7150,5130,2020,129,5786,5716,4139,1577,70,1106,1049,630,419,57,0,0,0,0,0,161,159,159,0,2,59,59,35,24,0,167
0500000US05045,"Faulkner County, Arkansas",56370,55614,38969,16645,756,47132,46560,31993,14567,572,5520,5469,3516,1953,51,90,90,90,0,0,1019,1010,985,25,9,762,638,538,100,124,1847
0500000US05047,"Franklin County, Arkansas",6382,6219,3508,2711,163,5082,4986,2656,2330,96,764,704,359,345,60,48,48,23,25,0,118,118,115,3,0,18,11,3,8,7,352
0500000US05049,"Fulton County, Arkansas",4275,3671,2448,1223,604,3597,3068,1967,1101,529,429,358,239,119,71,22,22,19,3,0,36,32,32,0,4,40,40,40,0,0,151
0500000US05051,"Garland County, Arkansas",39036,38468,33616,4852,568,30418,29977,25730,4247,441,5418,5307,4825,482,111,164,164,164,0,0,657,657,646,11,0,471,455,343,112,16,1908
