GEO_ID,NAME,B08130_001E,B08130_002E,B08130_003E,B08130_004E,B08130_005E,B08130_006E,B08130_007E,B08130_008E,B08130_009E,B08130_010E,B08130_011E,B08130_012E,B08130_013E,B08130_014E,B08130_015E,B08130_016E,B08130_017E,B08130_018E,B08130_019E,B08130_020E,B08130_021E,B08130_022E,B08130_023E,B08130_024E,B08130_025E,B08130_026E,B08130_027E,B08130_028E,B08130_029E,B08130_030E,B08130_031E
id,Geographic Area Name,Estimate!!Total,Estimate!!Total!!Worked in state of residence,Estimate!!Total!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Worked outside state of residence,"Estimate!!Total!!Car, truck, or van - drove alone","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked outside state of residence","Estimate!!Total!!Car, truck, or van - carpooled","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked outside state of residence",Estimate!!Total!!Public transportation (excluding taxicab),Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Public transportation (excluding taxicab)!!Worked outside state of residence,Estimate!!Total!!Walked,Estimate!!Total!!Walked!!Worked in state of residence,Estimate!!Total!!Walked!!Worked in state of residence!!Worked in county of residence,Estimate!!Total!!Walked!!Worked in state of residence!!Worked outside county of residence,Estimate!!Total!!Walked!!Worked outside state of residence,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked outside state of residence",Estimate!!Total!!Worked at home
0500000US35043,"Sandoval County, New Mexico",58130,57422,24869,32553,708,47855,47345,18779,28566,510,4694,4614,1527,3087,80,701,690,61,629,11,802,790,743,47,12,912,817,593,224,95,3166
0500000US35045,"San Juan County, New Mexico",49278,47048,46299,749,2230,41516,39811,39158,653,1705,4643,4230,4150,80,413,152,109,103,6,43,1009,1006,1001,5,3,537,471,466,5,66,1421
0500000US35047,"San Miguel County, New Mexico",9247,9124,7290,1834,123,7082,6997,5585,1412,85,802,802,394,408,0,36,36,22,14,0,306,306,306,0,0,172,134,134,0,38,849
0500000US35049,"Santa Fe County, New Mexico",68321,67683,56986,10697,638,52186,51810,42783,9027,376,7067,6999,5787,1212,68,898,856,476,380,42,1489,1466,1440,26,23,1224,1095,1043,52,129,5457
0500000US35051,"Sierra County, New Mexico",3885,3832,3704,128,53,3062,3009,2940,69,53,437,437,378,59,0,5,5,5,0,0,153,153,153,0,0,38,38,38,0,0,190
0500000US35053,"Socorro County, New Mexico",5667,5608,4603,1005,59,4351,4292,3499,793,59,456,456,258,198,0,18,18,18,0,0,346,346,332,14,0,339,339,339,0,0,157
0500000US35055,"Taos County, New Mexico",13848,13820,13024,796,28,9695,9678,9032,646,17,1660,1660,1551,109,0,52,52,52,0,0,573,571,532,39,2,263,254,252,2,9,1605
0500000US35057,"Torrance County, New Mexico",5419,5397,3004,2393,22,4192,4170,1952,2218,22,369,369,201,168,0,2,2,2,0,0,97,97,97,0,0,26,26,19,7,0,733
0500000US35059,"Union County, New Mexico",1531,1402,1359,43,129,1192,1081,1060,21,111,193,184,162,22,9,14,5,5,0,9,25,25,25,0,0,42,42,42,0,0,65
0500000US35061,"Valencia County, New Mexico",27702,27317,14759,12558,385,22550,22331,11589,10742,219,2733,2713,1337,1376,20,361,361,68,293,0,273,241,227,14,32,549,435,302,133,114,1236
0500000US36001,"Albany County, New York",153524,152458,122093,30365,1066,118650,118047,91003,27044,603,11758,11673,9793,1880,85,8520,8460,7782,678,60,7055,6948,6589,359,107,2498,2287,1883,404,211,5043
0500000US36003,"Allegany County, New York",19888,19256,13931,5325,632,14883,14341,9708,4633,542,1695,1631,1088,543,64,126,123,97,26,3,2385,2364,2288,76,21,302,300,253,47,2,497
0500000US36005,"Bronx County, New York",560324,546810,239884,306926,13514,127241,120707,63594,57113,6534,26020,23945,12392,11553,2075,337095,332717,100557,232160,4378,42655,42473,39219,3254,182,9500,9155,6309,2846,345,17813
0500000US36007,"Broome County, New York",86807,85247,76809,8438,1560,69293,68033,60769,7264,1260,7150,6910,6143,767,240,2833,2811,2634,177,22,3810,3775,3647,128,35,935,932,830,102,3,2786
0500000US36009,"Cattaraugus County, New York",33359,31932,23034,8898,1427,27176,25947,18185,7762,1229,2833,2679,1709,970,154,100,87,79,8,13,1712,1698,1645,53,14,544,527,422,105,17,994
0500000US36011,"Cayuga County, New York",36006,35872,22333,13539,134,29538,29438,17304,12134,100,2926,2897,1753,1144,29,382,382,320,62,0,1478,1477,1407,70,1,431,427,298,129,4,1251
0500000US36013,"Chautauqua County, New York",55259,52534,48645,3889,2725,44784,42381,38945,3436,2403,5342,5138,4751,387,204,176,176,176,0,0,2348,2278,2219,59,70,625,577,570,7,48,1984
0500000US36015,"Chemung County, New York",37386,35846,28377,7469,1540,30927,29742,23020,6722,1185,3383,3089,2471,618,294,677,671,595,76,6,1141,1132,1109,23,9,364,318,288,30,46,894
0500000US36017,"Chenango County, New York",20846,20725,14144,6581,121,16027,15946,10279,5667,81,2496,2480,1683,797,16,102,90,71,19,12,1019,1012,926,86,7,216,211,199,12,5,986
0500000US36019,"Clinton County, New York",34648,33626,31265,2361,1022,27067,26256,24326,1930,811,3912,3725,3320,405,187,217,215,213,2,2,1615,1607,1600,7,8,978,964,947,17,14,859
0500000US36021,"Columbia County, New York",29416,27507,17936,9571,1909,22584,20890,13134,7756,1694,2669,2489,1555,934,180,764,742,93,649,22,1129,1129,963,166,0,345,332,266,66,13,1925
0500000US36023,"Cortland County, New York",23749,23670,17124,6546,79,18226,18166,12389,5777,60,2540,2540,1906,634,0,176,176,125,51,0,1441,1439,1404,35,2,201,184,135,49,17,1165
0500000US36025,"Delaware County, New York",19380,19179,13563,5616,201,14876,14745,9981,4764,131,1527,1499,935,564,28,309,309,124,185,0,1242,1233,1156,77,9,206,173,147,26,33,1220
0500000US36027,"Dutchess County, New York",140507,135305,93417,41888,5202,106179,101916,69788,32128,4263,11007,10441,6863,3578,566,7188,7100,1589,5511,88,6466,6296,5877,419,170,1605,1490,1238,252,115,8062
0500000US36029,"Erie County, New York",434029,431626,406374,25252,2403,353408,351781,329805,21976,1627,35647,35597,33348,2249,50,16022,15919,15449,470,103,12006,11793,11519,274,213,5125,4715,4432,283,410,11821
0500000US36031,"Essex County, New York",16975,16146,12378,3768,829,13050,12454,9347,3107,596,1789,1616,1128,488,173,113,93,77,16,20,466,466,441,25,0,621,581,449,132,40,936
0500000US36033,"Franklin County, New York",19643,19557,15945,3612,86,15261,15177,12113,3064,84,2066,2066,1672,394,0,118,116,43,73,2,845,845,821,24,0,298,298,241,57,0,1055
0500000US36035,"Fulton County, New York",23674,23505,13738,9767,169,19279,19166,10934,8232,113,2581,2566,1221,1345,15,137,100,40,60,37,620,616,570,46,4,490,490,406,84,0,567
0500000US36037,"Genesee County, New York",29209,29159,17989,11170,50,24230,24192,14109,10083,38,2616,2606,1628,978,10,87,87,50,37,0,967,967,945,22,0,490,488,438,50,2,819
0500000US36039,"Greene County, New York",19234,19095,11053,8042,139,15729,15596,8677,6919,133,1521,1521,842,679,0,232,232,6,226,0,563,557,482,75,6,332,332,189,143,0,857
0500000US36041,"Hamilton County, New York",1830,1815,1062,753,15,1365,1355,729,626,10,202,200,94,106,2,5,5,3,2,0,70,70,68,2,0,131,128,111,17,3,57
0500000US36043,"Herkimer County, New York",28266,28076,14615,13461,190,23072,22954,11091,11863,118,2450,2394,1020,1374,56,240,232,141,91,8,1172,1169,1076,93,3,258,253,213,40,5,1074
0500000US36045,"Jefferson County, New York",54184,53617,51469,2148,567,41346,41155,39381,1774,191,5499,5387,5115,272,112,190,190,187,3,0,3734,3657,3641,16,77,1258,1071,988,83,187,2157
0500000US36047,"Kings County, New York",1165434,1138673,579044,559629,26761,215117,205494,136031,69463,9623,50363,46682,31400,15282,3681,719776,708402,248823,459579,11374,101038,100095,94754,5341,943,30945,29805,19841,9964,1140,48195
0500000US36049,"Lewis County, New York",11593,11467,7222,4245,126,9209,9140,5475,3665,69,1045,1024,547,477,21,13,13,9,4,0,645,634,607,27,11,147,122,50,72,25,534
0500000US36051,"Livingston County, New York",29090,29026,15689,13337,64,23655,23605,11592,12013,50,2048,2043,928,1115,5,137,137,102,35,0,1838,1835,1725,110,3,390,384,320,64,6,1022
0500000US36053,"Madison County, New York",32625,32475,16562,15913,150,26535,26428,11753,14675,107,2126,2106,1119,987,20,150,150,120,30,0,2007,1997,1915,82,10,437,424,285,139,13,1370
0500000US36055,"Monroe County, New York",355665,354078,333633,20445,1587,288579,287531,269370,18161,1048,27275,27191,25517,1674,84,10866,10846,10668,178,20,11705,11595,11383,212,110,4335,4010,3790,220,325,12905
0500000US36057,"Montgomery County, New York",21140,21059,11624,9435,81,16768,16692,8463,8229,76,2014,2011,1094,917,3,277,275,105,170,2,885,885,818,67,0,459,459,407,52,0,737
0500000US36059,"Nassau County, New York",660186,652019,378447,273572,8167,453627,448714,286896,161818,4913,47376,46860,29098,17762,516,109597,107791,16864,90927,1806,17454,17033,15853,1180,421,7331,6820,4935,1885,511,24801
0500000US36061,"New York County, New York",875398,839093,739475,99618,36305,52845,41212,19634,21578,11633,15814,11649,7277,4372,4165,518573,502526,434887,67639,16047,180220,178134,175021,3113,2086,47905,45531,42615,2916,2374,60041
0500000US36063,"Niagara County, New York",98585,98016,59905,38111,569,85754,85306,50352,34954,448,6054,6006,3481,2525,48,1066,1066,816,250,0,2108,2080,1951,129,28,1207,1162,909,253,45,2396
0500000US36065,"Oneida County, New York",100764,100203,88179,12024,561,82221,81824,71399,10425,397,8579,8528,7140,1388,51,1075,1055,1025,30,20,3953,3953,3868,85,0,902,809,713,96,93,4034
0500000US36067,"Onondaga County, New York",219060,217949,204324,13625,1111,174137,173423,161534,11889,714,17960,17876,16522,1354,84,6878,6839,6728,111,39,9654,9600,9462,138,54,2591,2371,2238,133,220,7840
0500000US36069,"Ontario County, New York",52951,52697,32577,20120,254,43738,43540,25103,18437,198,4300,4268,2862,1406,32,404,404,307,97,0,1987,1982,1914,68,5,503,484,372,112,19,2019
0500000US36071,"Orange County, New York",171898,158858,113969,44889,13040,127918,116803,84480,32323,11115,17150,15866,10410,5456,1284,8963,8730,2012,6718,233,6249,6108,5947,161,141,3195,2928,2697,231,267,8423
0500000US36073,"Orleans County, New York",17496,17434,9983,7451,62,14201,14167,7648,6519,34,1924,1924,1097,827,0,126,126,95,31,0,337,337,331,6,0,337,309,241,68,28,571
0500000US36075,"Oswego County, New York",50895,50547,31352,19195,348,41314,41005,24252,16753,309,4709,4699,2541,2158,10,400,400,290,110,0,2118,2118,2029,89,0,523,494,409,85,29,1831
0500000US36077,"Otsego County, New York",27541,27322,21570,5752,219,20288,20099,15068,5031,189,2391,2371,1895,476,20,521,521,399,122,0,2315,2314,2228,86,1,357,348,311,37,9,1669
0500000US36079,"Putnam County, New York",49848,45597,14878,30719,4251,37326,33611,9861,23750,3715,4710,4281,1496,2785,429,4219,4198,258,3940,21,639,595,540,55,44,362,320,131,189,42,2592
0500000US36081,"Queens County, New York",1090910,1071413,462296,609117,19497,345193,336978,178333,158645,8215,72225,68827,34917,33910,3398,567642,560766,156172,404594,6876,62474,62012,56118,5894,462,16606,16060,9986,6074,546,26770
0500000US36083,"Rensselaer County, New York",78576,75741,33940,41801,2835,63253,60895,24538,36357,2358,6758,6420,2489,3931,338,2091,2066,983,1083,25,3200,3181,2971,210,19,598,503,283,220,95,2676
0500000US36085,"Richmond County, New York",206773,192844,106424,86420,13929,116661,105183,70223,34960,11478,15832,14621,7991,6630,1211,62339,61344,17599,43745,995,4978,4920,4431,489,58,1818,1631,1035,596,187,5145
0500000US36087,"Rockland County, New York",144060,125096,85682,39414,18964,101312,85189,58409,26780,16123,16236,14228,9114,5114,2008,12465,11912,4715,7197,553,4818,4762,4661,101,56,2334,2110,1888,222,224,6895
0500000US36089,"St. Lawrence County, New York",43218,43004,38817,4187,214,33545,33407,30100,3307,138,4044,4001,3246,755,43,221,201,184,17,20,2755,2748,2681,67,7,698,692,651,41,6,1955
0500000US36091,"Saratoga County, New York",114143,113169,63233,49936,974,94691,93992,48706,45286,699,8884,8802,5195,3607,82,1078,1076,339,737,2,2218,2175,2059,116,43,867,719,529,190,148,6405
0500000US36093,"Schenectady County, New York",72215,71877,37979,33898,338,57674,57347,28369,28978,327,5512,5512,2930,2582,0,3179,3179,1298,1881,0,2435,2430,2256,174,5,1001,995,712,283,6,2414
0500000US36095,"Schoharie County, New York",13586,13408,7635,5773,178,10574,10416,5488,4928,158,1257,1257,626,631,0,200,195,44,151,5,873,868,828,40,5,71,61,38,23,10,611
0500000US36097,"Schuyler County, New York",8135,8058,3916,4142,77,6533,6477,2866,3611,56,857,839,409,430,18,67,67,18,49,0,271,271,266,5,0,104,101,54,47,3,303
0500000US36099,"Seneca County, New York",15113,14942,8222,6720,171,12167,12055,6195,5860,112,1500,1486,780,706,14,71,71,23,48,0,519,519,436,83,0,257,212,189,23,45,599
0500000US36101,"Steuben County, New York",42245,40744,31491,9253,1501,33725,32577,24645,7932,1148,4510,4224,3172,1052,286,252,243,172,71,9,1841,1816,1756,60,25,631,598,460,138,33,1286
0500000US36103,"Suffolk County, New York",723743,718154,551525,166629,5589,574120,570181,456455,113726,3939,57834,57619,44618,13001,215,46676,45785,7800,37985,891,10906,10644,9775,869,262,8101,7819,6771,1048,282,26106
0500000US36105,"Sullivan County, New York",31731,30923,21999,8924,808,25198,24523,16928,7595,675,2840,2784,1977,807,56,680,637,169,468,43,1078,1060,1037,23,18,418,402,371,31,16,1517
0500000US36107,"Tioga County, New York",22446,20279,8927,11352,2167,18884,16882,6827,10055,2002,2074,1919,884,1035,155,198,195,42,153,3,333,326,300,26,7,299,299,216,83,0,658
0500000US36109,"Tompkins County, New York",48415,47817,43950,3867,598,30578,30308,26896,3412,270,4181,4132,3873,259,49,3158,2994,2965,29,164,6829,6756,6635,121,73,963,921,875,46,42,2706
0500000US36111,"Ulster County, New York",83526,82219,55819,26400,1307,65324,64364,41755,22609,960,6476,6300,4496,1804,176,1938,1888,473,1415,50,3294,3247,2963,284,47,1143,1069,781,288,74,5351
0500000US36113,"Warren County, New York",31466,31154,22481,8673,312,25452,25237,17582,7655,215,2965,2953,2093,860,12,301,299,204,95,2,1006,1006,961,45,0,527,444,426,18,83,1215
0500000US36115,"Washington County, New York",28175,25626,12359,13267,2549,22463,20358,8952,11406,2105,2861,2485,1003,1482,376,274,268,74,194,6,888,860,803,57,28,296,262,134,128,34,1393
0500000US36117,"Wayne County, New York",42287,42090,21956,20134,197,35669,35539,17255,18284,130,3359,3340,1677,1663,19,275,261,247,14,14,1052,1035,986,49,17,544,527,403,124,17,1388
0500000US36119,"Westchester County, New York",459790,430996,285059,145937,28794,266728,243570,184343,59227,23158,35989,33815,25002,8813,2174,102817,100494,24432,76062,2323,23204,22802,21927,875,402,7496,6759,5799,960,737,23556
0500000US36121,"Wyoming County, New York",18049,17976,9709,8267,73,14965,14945,7592,7353,20,1501,1474,695,779,27,67,67,30,37,0,750,745,722,23,5,247,226,151,75,21,519
0500000US36123,"Yates County, New York",10980,10834,6700,4134,146,7498,7355,3827,3528,143,1087,1084,519,565,3,35,35,22,13,0,914,914,901,13,0,441,441,426,15,0,1005
0500000US37001,"Alamance County, North Carolina",71314,70685,47154,23531,629,60184,59664,38747,20917,520,7187,7121,4660,2461,66,174,174,166,8,0,1040,1040,996,44,0,796,753,652,101,43,1933
0500000US37003,"Alexander County, North Carolina",15281,15120,6669,8451,161,13338,13195,5409,7786,143,1241,1241,737,504,0,0,0,0,0,0,57,57,57,0,0,329,311,150,161,18,316
0500000US37005,"Alleghany County, North Carolina",4334,3970,3222,748,364,3467,3184,2485,699,283,503,422,394,28,81,6,6,6,0,0,109,109,98,11,0,22,22,12,10,0,227
0500000US37007,"Anson County, North Carolina",9920,9580,5611,3969,340,8395,8131,4593,3538,264,1247,1188,762,426,59,73,73,73,0,0,67,52,52,0,15,23,21,16,5,2,115
0500000US37009,"Ashe County, North Carolina",11415,11081,7884,3197,334,8995,8784,6051,2733,211,1687,1564,1118,446,123,18,18,18,0,0,187,187,187,0,0,155,155,137,18,0,373
0500000US37011,"Avery County, North Carolina",6396,6312,4643,1669,84,5078,5013,3571,1442,65,855,837,617,220,18,34,34,34,0,0,212,212,212,0,0,41,40,33,7,1,176
0500000US37013,"Beaufort County, North Carolina",18773,18572,13825,4747,201,16290,16107,11695,4412,183,1189,1171,860,311,18,21,21,21,0,0,280,280,280,0,0,124,124,100,24,0,869
0500000US37015,"Bertie County, North Carolina",6998,6795,4028,2767,203,5598,5487,2947,2540,111,878,820,632,188,58,51,25,22,3,26,161,161,150,11,0,152,144,119,25,8,158
0500000US37017,"Bladen County, North Carolina",12503,12400,7749,4651,103,10282,10200,6284,3916,82,1499,1478,874,604,21,49,49,19,30,0,301,301,221,80,0,112,112,91,21,0,260
0500000US37019,"Brunswick County, North Carolina",45376,42149,28974,13175,3227,36222,33649,22386,11263,2573,5453,4956,3209,1747,497,146,139,139,0,7,575,532,519,13,43,559,452,300,152,107,2421
0500000US37021,"Buncombe County, North Carolina",116999,115790,105412,10378,1209,93657,92833,83379,9454,824,9746,9549,8667,882,197,821,821,821,0,0,2934,2884,2845,39,50,1186,1048,1045,3,138,8655
0500000US37023,"Burke County, North Carolina",35924,35669,24586,11083,255,30939,30752,20763,9989,187,3270,3261,2311,950,9,72,72,28,44,0,494,474,440,34,20,244,205,139,66,39,905
0500000US37025,"Cabarrus County, North Carolina",90790,89541,45168,44373,1249,75613,74656,35760,38896,957,9459,9306,4413,4893,153,406,398,159,239,8,627,614,493,121,13,697,579,355,224,118,3988
0500000US37027,"Caldwell County, North Carolina",33236,32896,20451,12445,340,27699,27470,16403,11067,229,3447,3373,2143,1230,74,38,38,38,0,0,271,271,220,51,0,494,457,360,97,37,1287
0500000US37029,"Camden County, North Carolina",4458,2760,742,2018,1698,4019,2494,532,1962,1525,284,122,86,36,162,10,10,10,0,0,2,2,2,0,0,56,45,25,20,11,87
0500000US37031,"Carteret County, North Carolina",30151,29639,22655,6984,512,23973,23714,17492,6222,259,3333,3225,2589,636,108,134,134,106,28,0,448,425,411,14,23,838,716,632,84,122,1425
0500000US37033,"Caswell County, North Carolina",8948,7307,2193,5114,1641,6971,5550,1634,3916,1421,1513,1332,184,1148,181,17,17,0,17,0,114,113,113,0,1,120,82,49,33,38,213
0500000US37035,"Catawba County, North Carolina",69477,68615,53184,15431,862,59222,58602,44458,14144,620,6410,6350,5197,1153,60,58,31,31,0,27,681,660,633,27,21,742,608,501,107,134,2364
0500000US37037,"Chatham County, North Carolina",28976,28413,11519,16894,563,22632,22285,7801,14484,347,3125,3065,996,2069,60,236,202,37,165,34,371,303,292,11,68,353,299,134,165,54,2259
0500000US37039,"Cherokee County, North Carolina",9364,8015,7239,776,1349,7741,6518,5823,695,1223,579,471,411,60,108,35,35,35,0,0,278,269,261,8,9,167,158,145,13,9,564
0500000US37041,"Chowan County, North Carolina",5399,5073,2936,2137,326,4272,4022,1982,2040,250,514,451,366,85,63,0,0,0,0,0,200,200,200,0,0,185,172,160,12,13,228
0500000US37043,"Clay County, North Carolina",4063,3011,1895,1116,1052,3619,2578,1476,1102,1041,123,123,109,14,0,0,0,0,0,0,92,92,92,0,0,67,56,56,0,11,162
0500000US37045,"Cleveland County, North Carolina",39452,37196,26486,10710,2256,33612,31576,22119,9457,2036,3779,3679,2524,1155,100,86,34,16,18,52,844,828,766,62,16,177,125,107,18,52,954
0500000US37047,"Columbus County, North Carolina",20127,18195,13516,4679,1932,17524,15865,11849,4016,1659,1970,1704,1158,546,266,28,28,28,0,0,197,197,190,7,0,188,181,71,110,7,220
0500000US37049,"Craven County, North Carolina",46375,45803,37926,7877,572,37812,37476,30557,6919,336,5217,5153,4279,874,64,118,94,79,15,24,966,948,936,12,18,938,808,751,57,130,1324
0500000US37051,"Cumberland County, North Carolina",143280,141474,129553,11921,1806,117604,116417,106382,10035,1187,13117,12976,11269,1707,141,920,833,827,6,87,5759,5644,5556,88,115,1717,1441,1356,85,276,4163
0500000US37053,"Currituck County, North Carolina",11985,6651,4090,2561,5334,10087,5261,3244,2017,4826,1151,665,204,461,486,30,30,18,12,0,200,189,152,37,11,132,121,87,34,11,385
0500000US37055,"Dare County, North Carolina",18056,17620,16433,1187,436,14400,14057,12954,1103,343,1844,1833,1767,66,11,0,0,0,0,0,288,285,285,0,3,449,370,352,18,79,1075
0500000US37057,"Davidson County, North Carolina",69950,69004,32596,36408,946,59715,58995,26202,32793,720,6488,6303,3100,3203,185,243,230,193,37,13,725,717,618,99,8,636,616,340,276,20,2143
0500000US37059,"Davie County, North Carolina",18349,17903,7152,10751,446,15219,14953,5510,9443,266,1899,1801,655,1146,98,73,66,51,15,7,205,205,186,19,0,346,271,143,128,75,607
0500000US37061,"Duplin County, North Carolina",24059,23984,14047,9937,75,18336,18270,10694,7576,66,4359,4359,2119,2240,0,2,2,2,0,0,360,360,317,43,0,286,277,199,78,9,716
0500000US37063,"Durham County, North Carolina",146585,144741,100024,44717,1844,110961,109944,72567,37377,1017,16172,15985,10443,5542,187,6056,5982,4752,1230,74,3709,3518,3306,212,191,2599,2224,1868,356,375,7088
0500000US37065,"Edgecombe County, North Carolina",20840,20687,11093,9594,153,17319,17205,8784,8421,114,1753,1735,1009,726,18,134,113,113,0,21,269,269,242,27,0,951,951,531,420,0,414
0500000US37067,"Forsyth County, North Carolina",161825,160080,128603,31477,1745,135294,134086,105789,28297,1208,12443,12258,9553,2705,185,1722,1690,1579,111,32,2672,2637,2538,99,35,1928,1643,1378,265,285,7766
0500000US37069,"Franklin County, North Carolina",26686,26341,9769,16572,345,22119,21874,7065,14809,245,2516,2464,867,1597,52,43,43,5,38,0,405,386,379,7,19,354,325,204,121,29,1249
0500000US37071,"Gaston County, North Carolina",91608,87726,52769,34957,3882,78361,75079,43466,31613,3282,8552,8116,5281,2835,436,269,265,157,108,4,618,595,483,112,23,939,802,513,289,137,2869
0500000US37073,"Gates County, North Carolina",4989,2487,1438,1049,2502,4221,2200,1189,1011,2021,598,126,88,38,472,0,0,0,0,0,38,38,38,0,0,80,71,71,0,9,52
0500000US37075,"Graham County, North Carolina",2959,2768,2064,704,191,2380,2261,1700,561,119,381,309,194,115,72,1,1,1,0,0,81,81,53,28,0,0,0,0,0,0,116
0500000US37077,"Granville County, North Carolina",23936,23569,10223,13346,367,20308,19993,8197,11796,315,2465,2423,998,1425,42,10,10,10,0,0,166,166,99,67,0,219,209,151,58,10,768
0500000US37079,"Greene County, North Carolina",7983,7971,2821,5150,12,6540,6528,2092,4436,12,961,961,289,672,0,17,17,17,0,0,276,276,276,0,0,65,65,23,42,0,124
0500000US37081,"Guilford County, North Carolina",236026,233195,197950,35245,2831,194330,192364,161436,30928,1966,20905,20460,16544,3916,445,2744,2694,2603,91,50,3366,3265,3169,96,101,2364,2095,1881,214,269,12317
0500000US37083,"Halifax County, North Carolina",19092,17986,12108,5878,1106,15966,15178,10009,5169,788,2254,1960,1360,600,294,28,28,13,15,0,350,350,285,65,0,186,162,133,29,24,308
0500000US37085,"Harnett County, North Carolina",51265,50769,18612,32157,496,43503,43167,14517,28650,336,5012,4979,1879,3100,33,84,75,22,53,9,568,520,496,24,48,534,464,134,330,70,1564
0500000US37087,"Haywood County, North Carolina",24548,24035,16900,7135,513,20371,19980,13635,6345,391,2428,2319,1582,737,109,122,122,117,5,0,421,415,415,0,6,312,305,257,48,7,894
0500000US37089,"Henderson County, North Carolina",46669,45121,30831,14290,1548,37806,36457,23638,12819,1349,4675,4535,3239,1296,140,106,106,66,40,0,753,753,716,37,0,422,363,265,98,59,2907
0500000US37091,"Hertford County, North Carolina",8725,7815,6088,1727,910,7522,6811,5198,1613,711,635,503,391,112,132,54,19,17,2,35,304,298,298,0,6,95,69,69,0,26,115
0500000US37093,"Hoke County, North Carolina",20223,19778,5777,14001,445,17403,17071,4426,12645,332,1723,1699,528,1171,24,159,159,100,59,0,142,129,98,31,13,308,232,137,95,76,488
0500000US37095,"Hyde County, North Carolina",2080,2080,1582,498,0,1448,1448,1036,412,0,246,246,160,86,0,13,13,13,0,0,137,137,137,0,0,76,76,76,0,0,160
0500000US37097,"Iredell County, North Carolina",76677,75531,51959,23572,1146,64440,63646,41907,21739,794,6388,6263,4825,1438,125,288,279,81,198,9,727,723,702,21,4,1178,964,788,176,214,3656
0500000US37099,"Jackson County, North Carolina",17218,16952,13238,3714,266,13587,13381,10157,3224,206,1978,1962,1504,458,16,72,72,58,14,0,818,808,801,7,10,128,94,83,11,34,635
0500000US37101,"Johnston County, North Carolina",81508,80993,39232,41761,515,68309,68050,30693,37357,259,7642,7484,3322,4162,158,130,120,107,13,10,464,440,389,51,24,570,506,328,178,64,4393
0500000US37103,"Jones County, North Carolina",3815,3815,1129,2686,0,3052,3052,669,2383,0,327,327,80,247,0,3,3,3,0,0,153,153,151,2,0,87,87,33,54,0,193
0500000US37105,"Lee County, North Carolina",25486,25272,17893,7379,214,21878,21689,15209,6480,189,2355,2344,1624,720,11,60,49,49,0,11,282,282,146,136,0,135,132,89,43,3,776
0500000US37107,"Lenoir County, North Carolina",23819,23591,17552,6039,228,18610,18433,13385,5048,177,4039,4000,3090,910,39,122,122,122,0,0,550,550,531,19,0,199,187,125,62,12,299
0500000US37109,"Lincoln County, North Carolina",36071,35422,15769,19653,649,30645,30107,12471,17636,538,3282,3237,1458,1779,45,72,67,25,42,5,234,227,227,0,7,351,297,101,196,54,1487
0500000US37111,"McDowell County, North Carolina",17198,16963,12325,4638,235,13451,13319,9387,3932,132,2898,2815,2142,673,83,0,0,0,0,0,104,104,104,0,0,189,169,136,33,20,556
0500000US37113,"Macon County, North Carolina",13501,12580,11074,1506,921,10904,10191,9048,1143,713,1498,1436,1073,363,62,63,63,63,0,0,243,173,173,0,70,369,293,293,0,76,424
0500000US37115,"Madison County, North Carolina",9044,8882,4347,4535,162,7104,6956,2958,3998,148,959,950,448,502,9,10,10,0,10,0,204,204,195,9,0,76,71,55,16,5,691
0500000US37117,"Martin County, North Carolina",9066,9026,5415,3611,40,7755,7719,4496,3223,36,912,912,541,371,0,6,6,6,0,0,129,129,114,15,0,52,48,46,2,4,212
0500000US37119,"Mecklenburg County, North Carolina",508464,484432,441455,42977,24032,392886,374205,336573,37632,18681,49722,46740,42017,4723,2982,16239,15857,15748,109,382,10135,9805,9679,126,330,7058,5401,5014,387,1657,32424
0500000US37121,"Mitchell County, North Carolina",5924,5708,3982,1726,216,5021,4817,3402,1415,204,622,610,328,282,12,1,1,1,0,0,107,107,107,0,0,48,48,19,29,0,125
