GEO_ID,NAME,CP05_2007_2011_001E,CP05_2007_2011_002E,CP05_2007_2011_003E,CP05_2007_2011_004E,CP05_2007_2011_005E,CP05_2007_2011_006E,CP05_2007_2011_007E,CP05_2007_2011_008E,CP05_2007_2011_009E,CP05_2007_2011_010E,CP05_2007_2011_011E,CP05_2007_2011_012E,CP05_2007_2011_013E,CP05_2007_2011_014E,CP05_2007_2011_015E,CP05_2007_2011_016E,CP05_2007_2011_032E,CP05_2007_2011_033E,CP05_2007_2011_034E,CP05_2007_2011_039E,CP05_2007_2011_047E,CP05_2007_2011_052E
id,Geographic Area Name,2007-2011 Estimates!!SEX AND AGE!!Total population,2007-2011 Estimates!!SEX AND AGE!!Total population!!Male,2007-2011 Estimates!!SEX AND AGE!!Total population!!Female,2007-2011 Estimates!!SEX AND AGE!!Under 5 years,2007-2011 Estimates!!SEX AND AGE!!5 to 9 years,2007-2011 Estimates!!SEX AND AGE!!10 to 14 years,2007-2011 Estimates!!SEX AND AGE!!15 to 19 years,2007-2011 Estimates!!SEX AND AGE!!20 to 24 years,2007-2011 Estimates!!SEX AND AGE!!25 to 34 years,2007-2011 Estimates!!SEX AND AGE!!35 to 44 years,2007-2011 Estimates!!SEX AND AGE!!45 to 54 years,2007-2011 Estimates!!SEX AND AGE!!55 to 59 years,2007-2011 Estimates!!SEX AND AGE!!60 to 64 years,2007-2011 Estimates!!SEX AND AGE!!65 to 74 years,2007-2011 Estimates!!SEX AND AGE!!75 to 84 years,2007-2011 Estimates!!SEX AND AGE!!85 years and over,2007-2011 Estimates!!RACE!!One race!!White,2007-2011 Estimates!!RACE!!One race!!Black or African American,2007-2011 Estimates!!RACE!!One race!!American Indian and Alaska Native,2007-2011 Estimates!!RACE!!One race!!Asian,2007-2011 Estimates!!RACE!!One race!!Native Hawaiian and Other Pacific Islander,2007-2011 Estimates!!RACE!!One race!!Some other race
0500000US01001,"Autauga County, Alabama",53944,48.5,51.5,6.6,7.6,7.8,8.3,5.6,12,15.2,14.7,5.5,5.1,7.2,3.4,1.1,78.9,18.1,0.2,0.7,0,0.5
0500000US01003,"Baldwin County, Alabama",179523,48.8,51.2,6.2,6.3,6.7,6.3,5.2,11.5,13.1,14.8,6.6,6.7,9.6,5.3,1.8,86.4,9.4,0.6,0.7,0,1.5
0500000US01005,"Barbour County, Alabama",27546,53.2,46.8,6.1,6.7,5.6,6.3,6.7,13.9,13.3,14.4,6.7,6.1,8,4.6,1.7,49.3,45.9,0.3,0.5,0,1.8
0500000US01007,"Bibb County, Alabama",22746,52.1,47.9,5.7,7.4,6.3,6.3,7,12,14.8,16.2,5.5,6.1,7.4,4.1,1.1,76.7,22.7,0.3,0.1,0,0
0500000US01009,"Blount County, Alabama",57140,49.6,50.4,6.3,6.5,7.4,6.8,5.6,12.1,14,14.2,5.9,6.7,8.7,4.4,1.4,95.3,1.4,0.6,0.1,0,1.3
0500000US01011,"Bullock County, Alabama",10877,54.7,45.3,6.2,4.7,6.6,7.2,5.9,12.9,14.6,16,6.4,6.1,6.7,4.1,2.6,28.6,70,0.2,0,0.2,0
0500000US01013,"Butler County, Alabama",20860,46.9,53.1,6.5,6.7,6.8,6.7,5.8,11.9,11.5,14.5,7.1,6,8.5,6.1,1.9,54.8,43.6,0.1,0.8,0,0
0500000US01015,"Calhoun County, Alabama",117614,48.1,51.9,6.1,6.4,6.4,7.2,7.4,12.6,12.6,14.4,6.9,5.6,7.9,4.9,1.5,75.2,20.5,0.3,0.6,0.1,1.5
0500000US01017,"Chambers County, Alabama",34375,47.4,52.6,5.8,6.2,6.6,6.6,5.7,11.6,12.8,14.6,7,6.5,8.9,5.6,2,59.1,39.2,0,0.4,0,0.1
0500000US01019,"Cherokee County, Alabama",25819,50,50,5.1,5.3,6.7,6,4.7,10.8,12.7,15.3,9,6.3,11.6,5,1.5,92.8,5,0.7,0.2,0,0.4
0500000US01021,"Chilton County, Alabama",43444,49.3,50.7,6.9,6.3,7.5,6.7,6.2,12.7,13.9,14,6.5,5.6,7.9,4.3,1.4,87.4,9.6,0.6,0.2,0,0.9
0500000US01023,"Choctaw County, Alabama",13953,48,52,5.6,7.2,5.8,7.8,4,8.7,13.5,15.3,5.8,8.3,10.2,5.2,2.5,55.5,43.1,0,0.3,0,0
0500000US01025,"Clarke County, Alabama",26046,48.3,51.7,5.9,5.8,8.6,9,4.6,10.1,13.1,14.8,6.7,5.7,8.9,4.8,2,55,41.7,1.9,0.4,0,0.2
0500000US01027,"Clay County, Alabama",14010,48.8,51.2,5.7,5.8,7.3,5.7,5.3,11.2,13.9,14.1,7.2,5.9,10.1,5.5,2.3,81.6,15.8,0.1,0,0,1.1
0500000US01029,"Cleburne County, Alabama",14881,49.7,50.3,6.3,6.7,6.5,7,5.2,11,13.9,14.4,6.5,6.8,9.3,5,1.5,94.6,3.7,0.3,0,0,0.1
0500000US01031,"Coffee County, Alabama",49221,49.1,50.9,6.7,6.3,7.1,6.6,6.4,13,13.7,13.6,6.9,5.1,8.1,4.7,1.8,77.5,17.4,0.9,1.1,0,0.7
0500000US01033,"Colbert County, Alabama",54478,48.1,51.9,5.7,6,6.4,6.7,5.5,11.1,13.2,15.2,6.7,6.3,9.5,5.7,2,80.9,16.1,0.6,0.4,0,0.6
0500000US01035,"Conecuh County, Alabama",13286,49.3,50.7,6,6.2,7,7.8,6.7,8.7,10.5,15,7.8,6.7,9.5,6,2.3,51.7,44.4,1,0,0,0
0500000US01037,"Coosa County, Alabama",11303,51.1,48.9,4.9,5.8,5.9,6,5.6,9.5,14.6,16.3,8.5,6.9,9.5,4.7,1.7,67.3,31.8,0,0,0,0.1
0500000US01039,"Covington County, Alabama",37736,48.6,51.4,6,6.3,6.3,6.7,5.4,11,12.3,14.5,6.5,6.7,9.9,6.3,2.2,84.7,12.5,0.6,0.3,0,0.7
0500000US01041,"Crenshaw County, Alabama",13938,48.7,51.3,6.1,6.8,6.4,6.8,5.7,10.8,13.6,14.7,5.4,7.7,8.5,5.6,1.9,73,22.5,0.7,1.3,0,0
0500000US01043,"Cullman County, Alabama",80246,49.6,50.4,6.1,6.7,6.5,6.6,5.9,12.1,13,14.6,6.9,5.7,9,5.1,1.7,95.8,1,0.6,0.5,0,0.6
0500000US01045,"Dale County, Alabama",49920,49.4,50.6,7.4,7.4,6,6.6,7.1,14.3,12.4,13.7,6.5,5.2,7.7,4.2,1.5,74.9,19.8,0.3,1.4,0.1,0.9
0500000US01047,"Dallas County, Alabama",43868,46,54,7.3,8.5,6.1,7.8,6.3,11.2,11.7,14.9,5.8,6.5,7.8,4.2,1.8,29.6,68.9,0.1,0.4,0,0.5
0500000US01049,"DeKalb County, Alabama",70608,49.6,50.4,7.2,7.1,7.3,6.6,5.8,13.1,13.2,14,6.1,5.9,8,4.4,1.3,91.6,1.7,1.5,0.3,0,3
0500000US01051,"Elmore County, Alabama",78641,49.1,50.9,6.1,6.9,6.3,7.3,6.5,13.1,14.8,15.3,6.6,5.2,7,3.3,1.4,75.9,20,0.4,0.5,0,1.6
0500000US01053,"Escambia County, Alabama",38081,51.4,48.6,6.3,5.9,6.7,7.3,5.5,13.3,13.4,14.5,6.8,5.7,8.5,4.3,2,63,31.7,3.7,0.4,0,0.4
0500000US01055,"Etowah County, Alabama",104216,48.4,51.6,6,6.3,6.5,6.9,5.9,11.8,13.4,14.2,6.6,6.6,8.5,5,2.1,82.1,15.1,0.3,0.6,0.1,0.3
0500000US01057,"Fayette County, Alabama",17361,48.9,51.1,5.5,5.3,7.8,6.3,5.4,10.5,11.6,15.4,7.6,6.5,10.4,6.2,1.5,86.7,11.1,0.2,0.4,0,0
0500000US01059,"Franklin County, Alabama",31532,48.9,51.1,6.9,7.1,6.8,6.5,5.9,12,14,14.3,5.7,5.7,8.6,5.2,1.2,88.2,4.3,0.5,0.1,0,5.9
0500000US01061,"Geneva County, Alabama",26646,48.6,51.4,5.9,5.4,7.1,6.5,5.8,11.2,12.3,14.9,6.9,6.6,9.9,5.6,1.9,87.5,9.6,0.2,0.1,0,1.1
0500000US01063,"Greene County, Alabama",9170,47.5,52.5,6,5.5,8.7,10.3,5.3,9.9,9.9,14.5,6.3,7.9,8.4,5.8,1.5,17.9,81.7,0.2,0,0,0
0500000US01065,"Hale County, Alabama",15972,47.7,52.3,5.9,6.2,8.2,8.4,5.5,11.2,11.7,15.5,8.3,4.5,8,4.8,1.9,39.9,59.1,0.2,0.4,0,0
0500000US01067,"Henry County, Alabama",17240,48.2,51.8,5.4,6.5,6,7.7,5.2,9.2,13.2,14.2,7,7.9,9.8,6,1.6,68.6,28.1,0,2.3,0,0.5
0500000US01069,"Houston County, Alabama",100310,48,52,6.6,7,6.8,6.7,5.9,12.7,13.3,14.5,6.9,5.5,7.9,4.7,1.6,70.2,25.4,0.4,0.8,0,1.4
0500000US01071,"Jackson County, Alabama",53357,49.3,50.7,5.7,6.6,6.3,6.5,5.3,11.5,13.1,15.2,7,6.8,9.7,5.2,1.2,91.9,3.4,1.6,0.4,0,0.4
0500000US01073,"Jefferson County, Alabama",657486,47.3,52.7,6.7,6.3,6.6,6.8,7,14.2,12.9,14.6,6.6,5.3,6.7,4.5,1.9,53.9,42,0.2,1.4,0,1.8
0500000US01075,"Lamar County, Alabama",14644,48.2,51.8,5.9,6.9,6,5.7,5.5,10.1,12.5,15,7.7,6.9,10.3,5.8,1.5,87,12,0,0,0,0.1
0500000US01077,"Lauderdale County, Alabama",92269,47.9,52.1,5.6,6.4,5.8,7,7.7,11.2,12.8,14.2,6.3,6.6,9.1,5.6,2,87.3,10.2,0.4,0.7,0,0.4
0500000US01079,"Lawrence County, Alabama",34250,48.9,51.1,6.2,6.8,6.2,6.8,6,11.3,14.2,15.4,6.6,6.5,8.4,4.3,1.3,77.8,11.3,5.5,0.2,0,0.6
0500000US01081,"Lee County, Alabama",137855,49.5,50.5,6.1,6.2,6.3,9.6,15.7,13.4,12.5,12,5.3,4,5.3,2.6,1,72.3,22.9,0.4,2.6,0.1,0.4
0500000US01083,"Limestone County, Alabama",80966,50.8,49.2,6.5,6.9,6.5,6.3,5.8,13,15.3,15.6,6,6,7.2,3.6,1.3,82.6,13.1,0.6,1.1,0,1.5
0500000US01085,"Lowndes County, Alabama",11538,46.7,53.3,6.2,6,7.9,8.4,6.4,9.2,12.8,16.2,7.8,4.8,8.6,4.3,1.4,25.5,73.8,0.2,0,0,0.3
0500000US01087,"Macon County, Alabama",21489,45.5,54.5,5.2,4.4,7,12.1,11.2,9.2,10.9,13.3,6.4,6.4,7.5,4.4,2,15.5,82.6,0.3,0,0,0
0500000US01089,"Madison County, Alabama",329299,49.1,50.9,6.2,6.7,6.6,7.4,7.2,13,13.7,15.9,5.9,5.3,6.9,3.9,1.3,69.6,23.7,0.6,2.4,0.1,0.8
0500000US01091,"Marengo County, Alabama",21130,47.1,52.9,6.2,5,8.9,7.6,5.9,10.2,12.5,14.5,5.8,7.2,8.6,5.6,1.8,45.9,53.3,0,0,0,0
0500000US01093,"Marion County, Alabama",30771,49.6,50.4,5.9,5.6,6.3,6.1,5.2,11.1,13.1,14.8,6.8,6.7,10.7,5.7,2,93.4,3.8,0.2,0.2,0,1.1
0500000US01095,"Marshall County, Alabama",92052,49.3,50.7,7.4,6.7,6.8,7,5.9,12.3,13.2,14,6.7,5.4,8.4,4.6,1.7,93.4,1.7,0.7,0.5,0.1,2.2
0500000US01097,"Mobile County, Alabama",410520,48,52,6.9,6.7,7.2,7.4,7.1,13,12.6,14.5,6.5,5.4,7.1,4.1,1.5,61,34.6,0.7,1.8,0,0.6
0500000US01099,"Monroe County, Alabama",23159,48.6,51.4,6.1,5.8,8.6,7.8,5.7,8.5,14.2,15.1,6.6,6.5,8.2,4.6,2.4,55.4,40.9,1.3,0.4,0,0.6
0500000US01101,"Montgomery County, Alabama",228939,47.6,52.4,6.9,7.1,6.5,7.5,8.2,14.2,13,13.7,5.8,5.2,6.3,4,1.5,41.5,54.2,0.4,2,0,0.7
0500000US01103,"Morgan County, Alabama",118521,49,51,6.4,6.9,6.5,6.8,5.8,12.6,13.8,14.9,6.6,5.7,8,4.5,1.5,82.2,11.8,1,0.7,0.1,2.4
0500000US01105,"Perry County, Alabama",10620,46.9,53.1,6.6,7,7,9.3,5.9,12.6,10,13.5,6.6,5.4,9,5.3,1.9,30,68.6,0,0.3,0,0.1
0500000US01107,"Pickens County, Alabama",19765,47.2,52.8,6.1,6.7,7,7.3,5.6,10.4,11.9,15.1,7.3,6,9.2,5.9,1.6,57.1,42,0.1,0,0,0
0500000US01109,"Pike County, Alabama",32471,47.3,52.7,5.7,5.9,5.5,10.3,14.4,11.5,10.9,12.2,5.7,5.3,7.3,3.9,1.5,58.7,36.3,0.8,1.9,0,0.2
0500000US01111,"Randolph County, Alabama",22838,49.2,50.8,5.9,6.2,7.1,7.4,5.9,9.9,13.1,14.4,7.5,5.7,9.2,5.9,1.7,77,21.2,0.4,0.1,0,0.5
0500000US01113,"Russell County, Alabama",52490,47.9,52.1,7.1,6.1,7.6,7.4,6.8,13.5,12.8,14.3,5.5,6.1,7.2,3.9,1.7,54.3,41.6,0.1,0.4,0.2,0.6
0500000US01115,"St. Clair County, Alabama",82363,49.9,50.1,6.7,6.9,6.2,6.4,5.6,13.6,14.4,15,6.2,6,7.9,3.9,1,89.1,8.8,0.5,0.6,0,0.2
0500000US01117,"Shelby County, Alabama",191705,49,51,6.8,7.2,7.3,6.5,5.5,14.1,15.6,15,6.6,5,6.3,3.1,1,84,10.5,0.3,2,0,2.2
0500000US01119,"Sumter County, Alabama",13758,45.2,54.8,5.9,5.4,6.9,10.4,9.7,10.4,10,14.5,6.9,5.1,7.4,5.5,2,24.7,73.7,0.1,0,0,0.4
0500000US01121,"Talladega County, Alabama",82265,48.6,51.4,6,5.9,7.3,7.2,5.9,12,14,15,7,5.9,8,4.5,1.3,65.5,32.1,0.3,0.5,0,0.8
0500000US01123,"Tallapoosa County, Alabama",41614,48.3,51.7,5.9,5.7,6.6,6.7,5.8,10.8,12.7,14.6,6.9,7.1,9.7,5.5,2,70.9,26.7,0.1,0,0,0.8
0500000US01125,"Tuscaloosa County, Alabama",191489,48.4,51.6,6,5.9,6,9.4,13.9,13.5,11.7,12.4,5.8,4.6,5.8,3.7,1.3,67.3,29.8,0.3,1.2,0,0.6
0500000US01127,"Walker County, Alabama",67308,48.7,51.3,6,6.7,6,6.4,5.7,11.6,13.2,14.8,6.2,7.5,9.1,5.1,1.8,91.7,5.4,0.3,0.3,0,0.4
0500000US01129,"Washington County, Alabama",17487,50.6,49.4,5.5,8.3,7.1,7.7,5.1,10.9,12.8,14.9,6.7,6.2,8.3,5.1,1.3,65.4,25.4,7.7,0.3,0.2,0.2
0500000US01131,"Wilcox County, Alabama",11862,47.4,52.6,5.9,6.2,10,7.9,5.7,10.8,11.3,14.8,7.8,5.3,7.8,4.3,2.3,26.8,72.9,0,0,0,0
0500000US01133,"Winston County, Alabama",24593,49.1,50.9,5.2,4.5,8.6,6.6,5.1,10.5,13.1,15.2,5.9,8,10.1,5.6,1.6,96.5,0.8,0.2,0.1,0,0.4
0500000US02016,"Aleutians West Census Area, Alaska",5488,66,34,3.5,4.6,4.1,4,6.7,15.7,18.5,23,9.3,5.4,4.1,1,0.1,37.4,6.6,16.8,25,2.4,5.6
0500000US02020,"Anchorage Municipality, Alaska",287390,50.7,49.3,7.4,6.9,7.2,7.3,8.5,15.2,13.7,15.5,6.5,4.5,4.5,2.1,0.6,67.3,5.5,6.5,7.7,1.9,1.8
0500000US02050,"Bethel Census Area, Alaska",16973,51.9,48.1,10.5,9.6,10.1,10.2,7.9,12.9,12.7,11.9,5.6,2.9,3.5,1.8,0.4,12,0.5,81.1,1,0,0
0500000US02090,"Fairbanks North Star Borough, Alaska",96161,52.8,47.2,8,7.2,6.5,7.3,10.6,16.2,13.2,14,6.5,4.3,4.1,1.7,0.4,77.6,4.5,7,2.6,0.4,1.2
0500000US02110,"Juneau City and Borough, Alaska",31244,50.8,49.2,6.3,6.5,6.5,7.6,6.1,13.2,14.3,17.6,8,6.2,5,2,0.8,69.9,0.8,11.3,5.4,0.7,1.4
0500000US02122,"Kenai Peninsula Borough, Alaska",54718,52.2,47.8,6,6.7,6.7,7.2,5.5,11.1,12.6,18,9.2,6.2,6.8,2.8,1.1,85,0.6,7.3,1.4,0.2,0.5
0500000US02130,"Ketchikan Gateway Borough, Alaska",13417,50.9,49.1,6.2,7.3,6.1,7.2,6.2,13,13.6,16.9,8.9,5.1,5.7,3.3,0.6,68.3,0.5,14.7,5.6,0,1.5
0500000US02150,"Kodiak Island Borough, Alaska",13488,53,47,8.6,6.8,8.5,8.2,8.6,12.8,14.7,14.7,6.9,3.8,4.3,1.1,1.1,57.1,1.1,15.8,20.3,0.1,2.1
0500000US02170,"Matanuska-Susitna Borough, Alaska",86817,51.6,48.4,7.7,7.2,8.8,8,5.7,12.7,14,16.4,7,4.7,5,2.3,0.5,85.3,1,4.7,1.2,0.2,0.6
0500000US02180,"Nome Census Area, Alaska",9443,53.6,46.4,11,9.1,8.2,9.4,7.9,13.7,12,13,5.4,4.4,3.8,1.7,0.3,16.7,1.6,72.1,0.9,0.3,0.3
0500000US02185,"North Slope Borough, Alaska",9088,59.1,40.9,8,8.5,8.5,10.7,8.3,12.8,12,15.9,7.8,3.3,2.8,1.2,0.4,31.7,0.5,58,1,0.8,1.3
0500000US02188,"Northwest Arctic Borough, Alaska",7532,53.7,46.3,10.8,9.1,9.3,10.2,9.1,12.4,12.4,12.1,5.6,2.9,3.4,2.2,0.5,11.8,0.3,79.1,1.2,0.1,0.2
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",5541,54.5,45.5,7.1,6.6,7.1,6.7,6.6,10.1,13.4,17.5,9.4,5.6,7.4,2.3,0.3,50,0.1,41.4,0.9,0.3,0.3
0500000US02220,"Sitka City and Borough, Alaska",8879,49.3,50.7,6.5,5,6.6,8.4,7.2,12.4,13.4,16.2,8.8,5.7,6.2,2.7,1,67.5,0.4,18.3,4.3,0,1
0500000US02240,"Southeast Fairbanks Census Area, Alaska",7000,55.2,44.8,7.4,7.2,8.1,8,6.7,10.5,14.2,15.9,7.8,5.5,6.4,2.1,0,81.2,2.3,9.1,0.9,0.5,0.1
0500000US02261,"Valdez-Cordova Census Area, Alaska",9596,53.3,46.7,6.4,6.7,7,7.5,6,10.4,13.4,19.5,9.3,5.8,4.7,2.6,0.7,71.7,0.5,16.3,3.5,0.3,1.1
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5613,53.4,46.6,7.3,8,6.7,9.1,6.7,11.8,10.5,16.5,7.9,5.4,6.9,2.2,0.9,22.2,0.1,68.1,0.6,0.4,0.1
0500000US04001,"Apache County, Arizona",70906,49.8,50.2,8.3,7.7,9.7,10.3,6.3,10.7,11.5,13.4,5.3,5.4,7.1,3.1,1.2,24.5,0.4,72.4,0.3,0.1,1
0500000US04003,"Cochise County, Arizona",130464,50.9,49.1,6.5,6.2,6.2,7.2,6.3,12.3,11.5,13.5,6.6,6.7,9.9,5.3,1.9,81.1,3.8,1,1.9,0.3,6.9
0500000US04005,"Coconino County, Arizona",132978,49.6,50.4,6.8,6.5,6.3,10.1,12.1,13.3,11.7,13.5,6.4,4.6,5.4,2.5,0.9,61.8,1.2,27.1,1.4,0.1,5.5
0500000US04007,"Gila County, Arizona",53380,50,50,5.8,6.5,5.3,6.8,4.4,8.3,10.2,13.8,7.7,8.5,13.3,6.8,2.5,79.1,0.4,14.7,0.2,0.1,3.4
0500000US04009,"Graham County, Arizona",36720,53.4,46.6,8.3,7.5,7.7,8.4,8.9,13.5,12.5,11.8,5.7,3.8,6.4,3.9,1.5,72.3,2.2,14.2,0.5,0.3,8.1
0500000US04011,"Greenlee County, Arizona",8472,52.4,47.6,7.9,6.7,9.5,7.3,5,13.6,13.1,13.9,7.1,4.2,6.3,4.8,0.6,82.6,0.6,1.8,0.6,0.2,11
0500000US04012,"La Paz County, Arizona",20521,51.4,48.6,5,4.6,5.1,4.1,4,8.7,8.7,11.9,5.9,9.5,20.5,9.2,3,71,1.1,12.4,0.8,0.1,13.4
0500000US04013,"Maricopa County, Arizona",3798374,49.6,50.4,7.6,7.3,7.2,7.2,7.1,14.5,13.9,13.1,5.4,4.8,6.5,4,1.4,80.7,4.9,1.8,3.4,0.2,6.4
0500000US04015,"Mohave County, Arizona",200690,50.2,49.8,5.6,5.5,6.1,5.8,4.7,9.3,10.4,14.2,7.5,8.1,13.8,6.9,1.9,89.9,1,1.8,1,0.1,2.5
0500000US04017,"Navajo County, Arizona",107418,50,50,8.1,7.5,9,8.8,6.4,11,11.3,13.3,6.1,5.6,8.1,3.8,1,48.6,0.9,42.6,0.4,0.1,4
0500000US04019,"Pima County, Arizona",974181,49.1,50.9,6.5,6.2,6.4,7.2,7.7,13,12.1,13.5,6.4,5.8,8.1,5.1,2,77.7,3.6,3.2,2.7,0.1,9.9
0500000US04021,"Pinal County, Arizona",351709,52.6,47.4,8,7.8,6.7,6,5.6,14.9,13.7,11.8,5.7,5.7,8.9,4.1,1,75.7,4.3,5.4,1.7,0.4,9.3
0500000US04023,"Santa Cruz County, Arizona",46727,47.5,52.5,7.9,8,9.1,9.1,5.7,10.3,12.1,13.5,6,5.5,7.6,3.7,1.6,68.7,0.6,0.6,0.7,0,27.3
0500000US04025,"Yavapai County, Arizona",210838,49.1,50.9,5,4.8,6,5.6,4.9,8.8,10,14.3,8.4,8.5,13.3,7.4,2.7,91,0.5,1.9,0.7,0,3.2
0500000US04027,"Yuma County, Arizona",193995,50.2,49.8,7.8,7.2,8.3,8.2,7.5,12.4,12,11.4,4.6,4.9,9,5.6,1.3,75.8,2.1,1.4,1.1,0.2,17.1
0500000US05001,"Arkansas County, Arkansas",19146,48.3,51.7,6,6,7,7.2,5.3,11.3,12.5,14.7,7.5,6.2,8.3,5.8,2.3,72.3,24.4,0.5,0.9,0,1
0500000US05003,"Ashley County, Arkansas",21966,48.3,51.7,6.4,6.6,7.2,7,5.2,12,12.8,13.9,6,7,9.2,4.9,1.9,69,25.8,0.2,0.2,0,3.3
0500000US05005,"Baxter County, Arkansas",41527,48,52,4.6,4.8,5.4,5.2,4.2,8.6,9.9,13.6,7.5,8.4,15.1,9.2,3.4,97.1,0.3,0.5,0.4,0,0.3
0500000US05007,"Benton County, Arkansas",216314,49.4,50.6,8.1,8.1,7.5,6.5,6,14.5,14.3,12.9,5.1,4.9,6.6,3.9,1.6,85.4,1.1,1.4,2.7,0.2,6.3
0500000US05009,"Boone County, Arkansas",36908,48.9,51.1,6.1,6.4,6.7,6.4,5.5,11.5,12.5,13.9,6.3,6.7,9.9,5.8,2.2,96.6,0.3,0.7,0.6,0,0.2
0500000US05011,"Bradley County, Arkansas",11580,47.9,52.1,6.7,5.8,7.6,6.3,5.1,11,13,14.8,6.8,4.9,9.3,5.8,2.8,61.8,28.5,1.3,0,0,7.8
0500000US05013,"Calhoun County, Arkansas",5417,52.4,47.6,4.5,7.8,4.3,6.7,6.9,13.1,11,15.2,8,5.7,9.5,5.9,1.4,74.5,23.8,0,0,0,0
0500000US05015,"Carroll County, Arkansas",27145,49.2,50.8,6.1,6.9,5.7,5.9,4.9,10.6,11.5,14.3,6.9,8.8,10.6,5.8,1.9,90.2,0.3,0.9,0.7,0.3,5.9
0500000US05017,"Chicot County, Arkansas",11947,49.2,50.8,6.6,5.4,7.3,6.5,6.3,9.4,12.7,15,6.9,6.1,9.5,6.2,2.1,41.9,54.7,0,0.2,0,2.4
0500000US05019,"Clark County, Arkansas",23066,47.9,52.1,5.5,4.5,6.3,10.3,15.5,10.2,10.3,12,4.9,5.8,7.8,4.7,2.2,73.6,24.2,0.2,0.7,0,0.3
0500000US05021,"Clay County, Arkansas",16136,48.8,51.2,5.7,5.3,7,6.8,5.1,10.2,12.6,13.8,6.6,7,10.7,7.1,2.1,97.8,0.3,0.4,0,0,0.2
0500000US05023,"Cleburne County, Arkansas",25788,49.3,50.7,5,6.3,5.3,5.7,4.6,9.8,11.5,14.4,6.4,7.8,13.2,7.1,3,97.4,0.4,0.5,0,0,0.1
0500000US05025,"Cleveland County, Arkansas",8738,49.6,50.4,6.2,6.1,8.7,6.9,4.9,10.8,12.5,15.2,5.4,7.7,9.1,5.4,1.2,85.8,12.8,0,0,0,0.3
0500000US05027,"Columbia County, Arkansas",24607,47.7,52.3,5.9,6.5,6.2,8.8,10.4,10.3,11.5,13.1,5.9,5.5,8.3,5.6,2.2,60.5,36.9,0.2,0.8,0,0
0500000US05029,"Conway County, Arkansas",21164,49.4,50.6,6.6,5.8,7.9,6.2,6.4,10.7,12.4,14.5,6.6,5.7,9.5,5.6,2.2,85.1,11.9,0.6,0.2,0,0.8
0500000US05031,"Craighead County, Arkansas",95034,48.7,51.3,7.3,6.5,7.2,7.6,8.8,14.9,12.7,12.4,5.4,5.3,6.5,4,1.4,83.9,12.8,0.4,1.2,0,0.3
0500000US05033,"Crawford County, Arkansas",61336,49.4,50.6,6.9,7.4,7.5,7,6.2,11.9,13.7,14.6,6.2,5.6,7.7,4.2,1,91.1,1.4,1.2,1.5,0,1.5
0500000US05035,"Crittenden County, Arkansas",50701,47.9,52.1,8.4,7.6,8.2,7.9,6.6,13,12.9,14.3,5.6,4.9,6.1,3.3,1.1,46.6,50.5,0,0.1,0.1,1.3
0500000US05037,"Cross County, Arkansas",17992,47.5,52.5,6.7,6.4,7.5,6.9,4.8,11.8,13.8,14.3,5.9,6.8,8,5.3,1.8,75.4,22.4,0.5,0.6,0,0.2
0500000US05039,"Dallas County, Arkansas",8200,49.1,50.9,5.4,6.4,9,5.8,5.8,8.7,12.9,14.2,7.2,6.8,9.1,6.6,2.1,54.9,43.4,0,0,0,1.7
0500000US05041,"Desha County, Arkansas",13131,47.3,52.7,7.8,8,6.1,6.7,5.3,12.1,11.3,14.5,7.2,5.6,8.4,4.8,2.1,48,47.5,0.5,0,0,3
0500000US05043,"Drew County, Arkansas",18499,48.4,51.6,6.1,5.8,7.5,8.7,8,12.1,11.7,14,6.2,5.5,8.1,4.3,2,69.8,27.9,0.1,0.7,0,0.4
0500000US05045,"Faulkner County, Arkansas",111058,49.3,50.7,7,6.6,6.8,8.7,11.2,14.1,13.1,12.8,5.4,4.4,5.6,3.1,1.2,85.6,10.2,0.4,1.2,0,0.6
0500000US05047,"Franklin County, Arkansas",18157,48.8,51.2,6,6.7,7.4,7.2,5.3,11.9,12.3,13.9,7.3,5.2,9,6.2,1.7,95.3,1,0.8,0.2,0,0.2
0500000US05049,"Fulton County, Arkansas",12301,48.9,51.1,5.2,6.6,5,6.2,4.6,8.6,11.3,14.1,7.1,8.5,13.2,6.9,2.7,97.1,0.3,0.4,0.8,0,0
0500000US05051,"Garland County, Arkansas",95914,48.6,51.4,5.6,5,6.5,6.2,5.4,10.6,11.7,14,7.3,6.9,11.1,7.1,2.6,85.7,8.3,0.6,0.8,0,3
0500000US05053,"Grant County, Arkansas",17767,49.5,50.5,5.9,6.5,7.1,7.2,5.5,11.8,13.8,15.8,5.9,6.1,8.4,4.6,1.5,95.5,2.3,0.1,0.2,0,0.5
0500000US05055,"Greene County, Arkansas",41764,49.4,50.6,6.8,7.2,7,6.8,6.1,12.6,13.8,13.7,5.9,6,8,4.6,1.5,97.3,0.7,0.6,0,0,0.2
0500000US05057,"Hempstead County, Arkansas",22658,49.1,50.9,7.6,6.7,7.2,7.4,6,12,11.6,14.7,5.7,6.2,8.2,4.2,2.3,64.9,30.1,0.5,0,0,2.8
0500000US05059,"Hot Spring County, Arkansas",32797,50.8,49.2,6.3,6.4,6.2,7,5.5,12.4,12.9,14.4,7.3,6.2,8.7,5.2,1.7,86.7,10.3,0.3,0.3,0,0.3
